index,name,r1,r2,nodes_explored,route
66183,ac19_66183,YXyxYXXyx,YYXyyXYXXYxyX,1000,incumbent_restart
66196,ac19_66196,YYXXYYx,YYXYxYXXyx,1000,incumbent_restart
66234,ac19_66234,YXXyXyx,YYxxxxxxyXXX,1000,incumbent_restart
66385,ac19_66385,YXYxYXXYx,YYYXXyxxYXYXYx,1000,incumbent_restart
66516,ac19_66516,YXyxYXXyx,YYXyxyxYxxx,1000,incumbent_restart
66543,ac19_66543,YXYXyXXYXyX,YYxYxyXYXyXyxyX,1000,incumbent_restart
66662,ac19_66662,YXXXYxx,YYXyxYXXyx,1000,incumbent_restart
66724,ac19_66724,YXXyXyxx,YYYxxxxYYxx,1000,incumbent_restart
66801,ac19_66801,YXyxYXXyx,YYYXyxYXyXyxxx,1000,incumbent_restart
66839,ac19_66839,YYXXYYx,YYXyxxyXXyx,1000,incumbent_restart
66937,ac19_66937,YXXYXXyx,YYYXXXXXXyX,1000,incumbent_restart
67050,ac19_67050,YYXXyxx,YYYXyXXYxyx,1000,incumbent_restart
67055,ac19_67055,YYXXXyx,YXyxxxxxyXyxx,1000,incumbent_restart
67256,ac19_67256,YYXXyxx,YYYxxYYxYXXXX,1000,incumbent_restart
67288,ac19_67288,YYXXYxyXyx,YXXYxYXXXYx,1000,incumbent_restart
67450,ac19_67450,YYXXYYx,YYXyXyXYxxx,1000,incumbent_restart
67588,ac19_67588,YXyxYXXyx,YYYXyxYXyXXyX,1000,incumbent_restart
67659,ac19_67659,YXYXXYx,YYxyXyXyxyx,1000,incumbent_restart
67699,ac19_67699,YXXXYxYx,YYYxYXXYXyx,1000,incumbent_restart
67821,ac19_67821,YXYxyx,YYXyxYYxxYxYYxx,1000,incumbent_restart
67950,ac19_67950,YXXYxxyx,YXYXyxxYxYx,1000,incumbent_restart
67987,ac19_67987,YYXXyxx,YYXXYYxYYxYx,1000,incumbent_restart
68323,ac19_68323,YYXXXyXYx,YXYXXXyxx,1000,incumbent_restart
68470,ac19_68470,YYXXXyx,YYYXXXYXyX,1000,incumbent_restart
68563,ac19_68563,YYXXYYx,YXYXyxxyXyx,1000,incumbent_restart
68714,ac19_68714,YXXyXyx,YYxxyxyXXXYx,1000,incumbent_restart
68740,ac19_68740,YXXYxYxx,YYxYXXXyxyx,1000,incumbent_restart
69068,ac19_69068,YYXXyxx,YYXYxyyXYxyx,1000,incumbent_restart
69074,ac19_69074,YYXXXyX,YYXyxYXXXyxyx,1000,incumbent_restart
69099,ac19_69099,YXYXXYx,YYxyXXXyxxyx,1000,incumbent_restart
69125,ac19_69125,YXyxYXXyx,YYYXyxyXYxyXX,1000,incumbent_restart
69139,ac19_69139,YXXYxxyx,YYXYXyXyyxx,1000,incumbent_restart
69144,ac19_69144,YYXXXYx,YYXYxxxyXXX,1000,incumbent_restart
69242,ac19_69242,YXXYXXyx,YXyXYXXyXYx,1000,incumbent_restart
69251,ac19_69251,YYXXXYX,YYxyXyXXYx,1000,incumbent_restart
69316,ac19_69316,YXXyXyx,YYXyxyXXyyX,1000,incumbent_restart
69547,ac19_69547,YYXXYx,YYxYxYXyxYXXX,1000,incumbent_restart
69562,ac19_69562,YXXYxxyX,YYXXXXyxxxx,1000,incumbent_restart
69707,ac19_69707,YYXXXYx,YYxxyXXYX,1000,incumbent_restart
69757,ac19_69757,YXXyXyx,YYYxyyXYxxyX,1000,incumbent_restart
69899,ac19_69899,YYXXyxx,YYXXYxxxyXYx,1000,incumbent_restart
69972,ac19_69972,YXXyXyx,YYXYxYxyyxyX,1000,incumbent_restart
70028,ac19_70028,YXXYxxyxx,YYXXyXXXyxxxx,1000,incumbent_restart
70288,ac19_70288,YXyxYXXyx,YYXyyXXXyX,1000,incumbent_restart
70475,ac19_70475,YYXXXXXYXX,YYXyXYYXyXX,1000,incumbent_restart
70696,ac19_70696,YXXXyXyx,YYXXyyxyX,1000,incumbent_restart
70723,ac19_70723,YXXyXyx,YYYxxxYxyx,1000,incumbent_restart
70758,ac19_70758,YYXXXYX,YYxyXYxyXX,1000,incumbent_restart
70762,ac19_70762,YXYxyx,YYXXyyXXyyXyxxx,1000,incumbent_restart
70826,ac19_70826,YYXXXyxxx,YYYYXXYxxYYX,1000,incumbent_restart
70845,ac19_70845,YYXYXyXXyX,YXYXyXYXXyX,1000,incumbent_restart
70877,ac19_70877,YXyxYXyxYXXyx,YYXXyyXXXyxYXyx,1000,incumbent_restart
70892,ac19_70892,YYXXYxxyX,YYXXyxYXyx,1000,incumbent_restart
70931,ac19_70931,YYYXXYXyX,YYYXXXXYX,1000,incumbent_restart
71343,ac19_71343,YYXXXYx,YYXXyxYXyx,1000,incumbent_restart
71581,ac19_71581,YXXyXyxx,YYxYxxxyxYX,1000,incumbent_restart
71648,ac19_71648,YYXXyxx,YYYXYYxyyX,1000,incumbent_restart
71810,ac19_71810,YXXXYxx,YYxyXXXyxyx,1000,incumbent_restart
71828,ac19_71828,YYXXXXX,YXyXXYxYXyx,1000,incumbent_restart
71854,ac19_71854,YXXyXyx,YYXyxYxxyx,1000,incumbent_restart
71947,ac19_71947,YXXYXXyx,YYXYXyXyx,1000,incumbent_restart
71984,ac19_71984,YYXXXYX,YYYXXyXyxYX,1000,incumbent_restart
72174,ac19_72174,YYXXXXYX,YYXXXyXYx,1000,incumbent_restart
72274,ac19_72274,YYXXXyx,YYYXXyxYXyyx,1000,incumbent_restart
72393,ac19_72393,YXXyXyX,YYYXyxYxxyxyxx,1000,incumbent_restart
72417,ac19_72417,YYXXXXXXyxx,YYYXXXXXyyxx,1000,incumbent_restart
72497,ac19_72497,YXyxYXXyx,YYXyxYXyxyxYxx,1000,incumbent_restart
72656,ac19_72656,YXXyXyxx,YYYXYxxyyxx,1000,incumbent_restart
72735,ac19_72735,YYYXXXXX,YYXXYXyyx,1000,incumbent_restart
