name,r1,r2,n_members,members
ac19_21959,YYXXyx,YYXXYXyyxxx,3,29893 94918 156518
ac19_21960,YYXXyx,YYYYxxyXXXXyx,1,29894
ac19_21961,YYXXYx,YYYYXXYXXyxYx,1,29895
ac19_21962,YYXXX,YYXyXyxxxxyX,3,29896 41746 65310
ac19_21963,YYXXX,YYXYXXyxYXyyx,3,29897 61263 94181
ac19_21964,YXXyx,YYXYXyXyXYXXyx,1,29898
ac19_21965,YYXXYXyyx,YYxyXYXXyX,1,29899
ac19_21966,YYXXX,YYYYXXXyXXYXyx,1,29900
ac19_21967,YXYXyx,YYXXXXyxYYx,3,29902 90612 136871
ac19_21968,YXXyxYx,YYYXYxYxYXX,3,29904 52807 99310
ac19_21969,YXXyx,YYYXyXyyXYxyyX,2,29905 129092
ac19_21970,YYXXXXYxx,YYxxYXXyyX,1,29906
ac19_21971,YYXXX,YYXXYXyXXXYxx,2,29909 76404
ac19_21972,YYXXyx,YXXyxxxyXYx,4,29913 43149 75340 122954
ac19_21973,YYXXYXyyx,YXyxYXXyx,5,29915 118094 126369 146791 147260
ac19_21974,YYXXX,YYYXyXyXyXYxxx,4,29917 81782 82202 135207
ac19_21975,YYXXyxx,YYYYYxxYxyXX,1,29918
ac19_21976,YXXyx,YYXXyXXyxxxyx,3,29919 105552 150916
ac19_21977,YXXyx,YYXYxyyXYXyXX,4,29920 34032 107863 148103
ac19_21978,YXX,YYXXXyyXyXYxYx,1,29922
ac19_21979,YXYXXXX,YYYXYXXyXyyx,1,29923
ac19_21980,YXXYx,YYYXYXXXyyxYx,1,29924
ac19_21981,YYXXX,YYXyXYxYXXyyx,1,29926
ac19_21982,YYXXyxx,YYYYXyxyyx,5,29927 96969 128219 135794 156144
ac19_21983,YXXYx,YYYXYYxyXXXyx,2,29929 95820
ac19_21984,YXXYx,YYXXYYXXyxYYx,1,29930
ac19_21985,YXXyx,YYYXXyyXyXXYx,3,29931 46888 78991
ac19_21986,YXXyx,YYXYxxyyxYXyXX,1,29933
ac19_21987,YXYXyx,YYxYXyyXXYxyXYx,4,29934 36048 60791 97960
ac19_21988,YYXXXXX,YYXXyxxYXXyX,1,29935
ac19_21989,YYXXXyxx,YYXYYXXXX,4,29936 34990 37820 112480
ac19_21990,YXXyXyx,YYXXyyXYXyyx,1,29939
ac19_21991,YXXyx,YYYXXXyXyXyxyX,1,29940
ac19_21992,YXXX,YYXyyXXyXYxYx,2,29941 65087
ac19_21993,YYXXXXyX,YYxxyXyXX,2,29946 54819
ac19_21994,YXyXXXyx,YYxyxyxYxYXyx,2,29948 123415
ac19_21995,YYXXXyx,YYXXyyxxxxyx,1,29950
ac19_21996,YXXyx,YYXyXYXyyXYxx,3,29952 32031 83455
ac19_21997,YXYXyx,YYXyxyXXXYxYx,2,29953 93601
ac19_21998,YXYXX,YYxYXYXyyXXyx,2,29954 107776
ac19_21999,YXYXyx,YYYYxyyXyXX,5,29955 45418 48228 73724 131691
ac19_22000,YXXyx,YYXXyyxYXXXyyx,1,29956
ac19_22001,YXyXYxx,YYYYXYxxYXyX,1,29957
ac19_22002,YYXXX,YXXXXyXYxxx,14,29959 32999 33806 35472 47121 76178 81892 91075 92294 96334 112869 114345 130943 155193
ac19_22003,YXXyx,YYYYXXyyxxyX,2,29961 59245
ac19_22004,YXXyx,YYXXyyXXXXYX,2,29962 106646
ac19_22005,YYXXX,YYXXXXyxYxxyX,2,29964 31979
ac19_22006,YYXXyx,YYXyyXXyxYYxx,1,29965
ac19_22007,YXYXX,YYXyXXyxyXYYx,1,29966
ac19_22008,YXXyx,YYYXYYXyxyXyyXX,2,29967 87257
ac19_22009,YXXyx,YYYYXyxyyxYXyx,4,29968 50813 63841 134237
ac19_22010,YXYXXXX,YYYXyXXXXyxx,2,29969 113266
ac19_22011,YXXyx,YYXYxxYXyXyxyX,1,29970
ac19_22012,YXXyxYx,YYxxyXXYxxyX,2,29971 120387
ac19_22013,YYXXYx,YYXyxxyyxYXyX,1,29973
ac19_22014,YXYXYx,YYXXyXXYxxx,3,29974 80331 88396
ac19_22015,YXXyx,YYXYYXyyxyXyyx,3,29976 117563 152087
ac19_22016,YXyXYxx,YYYXYYxx,11,29977 50404 64492 68385 72736 79355 91129 104791 130851 141783 150817
ac19_22017,YXXyx,YYYXXYXXyXyyx,1,29978
ac19_22018,YXXXyxYx,YYxyxyXyx,1,29980
ac19_22019,YXYXX,YYYYXXyxyXXyxx,1,29981
ac19_22020,YXYXYx,YYXyXyyXYxyxx,2,29982 156413
ac19_22021,YXXyXYx,YYxYXXXyyX,3,29983 91710 106422
ac19_22022,YXyXXXyX,YYYXyyXXyxYxyxx,1,29984
ac19_22023,YXXyx,YYXXyxYXyyxYX,3,29989 44347 80164
ac19_22024,YXXyx,YYXXyxxYxYXyyX,1,29990
ac19_22025,YXXyx,YYYYXyyXyX,12,29991 30981 31751 62486 76745 78348 106239 112744 135484 141270 143252 149566
ac19_22026,YYXXYx,YYXyXXYXYxxyx,1,29992
ac19_22027,YYXXX,YYXXYXyyXXYXYx,1,29993
ac19_22028,YYXyXyxxx,YYXXXXXyx,2,29994 129320
ac19_22029,YYXXyxx,YYxxYXYXX,8,29996 34885 45101 57482 117006 126023 135089 152300
ac19_22030,YXYXX,YYXyXXYXyyxYx,1,29997
ac19_22031,YYXXYXXyX,YYXXyXYxxyX,1,29998
ac19_22032,YXXyx,YYYXYXyyyXX,6,29999 67299 97876 107402 112907 115368
ac19_22033,YXXX,YYYXYxyyXYXXyyX,1,30000
ac19_22034,YYXXXyXYx,YYYXXXyXYX,1,30001
ac19_22035,YXXXyxx,YYXXyXXYxyx,3,30002 65540 114024
ac19_22036,YXYXYx,YYYYXXyyXyxxx,1,30003
ac19_22037,YXXyx,YYYYYXyXyyXyXX,4,30004 70197 105658 106573
ac19_22038,YXXyx,YYYXXXyyyxYxx,1,30005
ac19_22039,YYXXXyXYX,YXXXyXYxx,3,30007 43735 79395
ac19_22040,YXyXXyX,YYXYXyxyyxxYXyX,1,30009
ac19_22041,YXXyx,YYYXXXXyxyyxYx,1,30011
ac19_22042,YXXyx,YYXyyxxxxyyxYx,1,30012
ac19_22043,YXXyxYx,YYYYXyXYxxyX,1,30015
ac19_22044,YYXXyXXXX,YYxyxxyXX,2,30016 74313
ac19_22045,YXX,YYYXXYYXXyyX,1,30017
ac19_22046,YXXyx,YYYXXyxxxxyyyx,1,30019
ac19_22047,YXX,YYXyXyxYXyxxx,1,30020
ac19_22048,YXYXyx,YYYXyXXXyxx,4,30022 112499 113530 138788
ac19_22049,YXX,YYYXXyxyyXYx,2,30025 120364
ac19_22050,YXXyx,YYYXXyyXXXYxyX,1,30028
ac19_22051,YXXYx,YYXXYXYxxYXyyx,1,30029
ac19_22052,YXyXYxx,YYXXyyxyxYx,1,30030
ac19_22053,YXXyx,YYYXXXYxyyxyX,3,30031 103779 117727
ac19_22054,X,YYYXXyXyx,2,30032 74316
ac19_22055,YYXXXyx,YYXXXyxx,5,30033 49123 90364 135088 137546
ac19_22056,YXXYx,YYXXyxxxxyXyX,3,30034 67626 98566
ac19_22057,YXXYx,YYXYxYxYXXyyX,2,30035 107755
ac19_22058,YXXyx,YYXyyXYXXyyX,3,30037 80353 121253
ac19_22059,YXXyx,YYYXyyyxYXyXYx,2,30039 135297
ac19_22060,YXX,YYYXyyyXyxYYxyx,1,30041
ac19_22061,YXXyxYx,YYXYXYXyxYx,5,30044 83393 98384 102063 119980
ac19_22062,YYXXyx,YYXXXyxYYxxyX,1,30045
ac19_22063,YXXXX,YYxYXyXyxyx,2,30047 149180
ac19_22064,YYXXyxx,YYYxxxYXXXX,2,30050 144343
ac19_22065,YXXXYXXXX,YYXXyyXXYx,1,30053
ac19_22066,YYXXXyXX,YYXXyXXXX,3,30055 73253 134336
ac19_22067,YXYXX,YYYXXyXYYXXXyx,1,30056
ac19_22068,YXXYx,YYYXyyXYYXXYYx,1,30057
ac19_22069,YYXXXXX,YYYxxyxyyXyx,1,30058
ac19_22070,YYXXYXX,YYYXYXXyXyx,4,30059 48038 51578 52421
ac19_22071,YXYXYx,YXyXYXXyxxYxx,3,30061 39300 55971
ac19_22072,YYXXYx,YYxYYxyXYXYXX,1,30062
ac19_22073,YXYXYx,YYXyxxYYXXXyx,1,30063
ac19_22074,YXYXyx,YYYYxxYXyXyyX,2,30064 58867
ac19_22075,YXXXXX,YYYXXyyyx,2,30065 64209
ac19_22076,YYXXXyxx,YYYxxyyXXyX,1,30067
ac19_22077,YXXyx,YYXyXXXXYXyxx,4,30068 81595 103505 106168
ac19_22078,YXX,YYYxYXXyXyxyXyx,1,30071
ac19_22079,YYXXX,YYYXXyyXYxyx,3,30072 33220 66045
ac19_22080,YXXyXYx,YYYXXyXYxyyx,1,30073
ac19_22081,YXXyx,YYYXYxYXyxyXyxyX,6,30075 37143 90890 96313 105663 112150
ac19_22082,YYXXXXX,YYXXXXyyXYxx,2,30077 144830
ac19_22083,YYXXyxx,YYXXXYXyxxx,2,30078 149281
ac19_22084,YXXyx,YYXYXyyxyxYx,6,30079 55427 61813 84903 113189 131517
ac19_22085,YXX,YYXXYxYXyXyyXYx,1,30085
ac19_22086,YYXXyx,YYXYXYxxYXXyX,1,30086
ac19_22087,YXX,YYxYXXXyXyxx,1,30087
ac19_22088,YXYXX,YYXXXXyXyxxYxx,2,30088 150006
ac19_22089,YXXyXYx,YYXyxxxxyXyx,2,30091 92059
ac19_22090,YYXXX,YYYXYXyyXyx,7,30092 65998 71917 113739 131883 140405 141895
ac19_22091,YXYXyx,YYXYXXyXyxxYx,1,30094
ac19_22092,YXXyx,YYYYYXYxyXyxyyyx,1,30095
ac19_22093,YXXYx,YYYXYxYXyXXyx,3,30096 112630 137724
ac19_22094,YXXYx,YYXYYXXyyxyxx,3,30097 57762 146851
ac19_22095,YXXYx,YYXYxyXXXXYxx,2,30098 108121
ac19_22096,YXXYx,YYYYXXYYXYYYXX,3,30100 108929 131703
ac19_22097,YXXyx,YYYXyxyyxxYX,10,30101 49835 49842 52381 79224 85892 89591 105912 130087 153014
ac19_22098,YXYXX,YYYYxyXXXXyyx,2,30102 119540
ac19_22099,YXXYx,YYXYxxyXyxxyyX,1,30103
ac19_22100,YYXXX,YYXyXYxyxYXXyx,1,30104
ac19_22101,YXXyx,YYXYxyXyxyXYxx,1,30106
ac19_22102,YYXXXXyx,YYXXyyxyxxx,1,30107
ac19_22103,YYXXYx,YYXXXyxYXYxyx,1,30109
ac19_22104,YXXyx,YYYXYXyXyxxyxx,1,30110
ac19_22105,YXXYx,YYXXYXYxYXyyxx,1,30112
ac19_22106,YXXyXyx,YYXYxyXyyxx,3,30116 134818 137655
ac19_22107,YXXyx,YYYXXyXyxxYXyX,1,30118
ac19_22108,YYXXYXX,YYYXyXXyxx,3,30119 57440 70329
ac19_22109,YXYXyx,YYXyXXYxxyXyx,2,30121 76774
ac19_22110,YYXXX,YYXyXYXyxxxyyx,1,30123
ac19_22111,YXXyx,YYYXyxxxYXyyx,2,30125 81034
ac19_22112,YXXYxxyX,YXyxYxYXXyx,2,30126 57507
ac19_22113,YYXXyxxyX,YYxxyXYxxyX,1,30127
ac19_22114,YXYXYx,YYXXXXYxxYx,5,30132 34340 66322 122931 136233
ac19_22115,YXXX,YYYYXyxYXyxyyyx,1,30133
ac19_22116,YXXYx,YYXyXyxYxxyyX,3,30136 83338 112604
ac19_22117,YXXyx,YYXYxyyXyXyXXX,2,30138 143941
ac19_22118,YXyXXyx,YYYXyXXyxyx,3,30139 127874 145076
ac19_22119,YXXyXYx,YYXXyyxYxyX,3,30140 41385 120754
ac19_22120,YXXYxxyx,YYYxxyXYYxx,2,30143 77460
ac19_22121,YYYXXXX,YYXXYxyXX,8,30145 31000 50760 83367 85198 91775 117273 126674
ac19_22122,YXXyXyX,YYxyxyXyXYX,7,30146 45321 57463 68576 116090 118333 128409
ac19_22123,YXX,YYYYXyXYYxyyXyX,1,30147
ac19_22124,YXXYxxyx,YYXyyxxxYXX,3,30151 41230 54186
ac19_22125,YXXYx,YYXYXXYxyyXyxx,1,30153
ac19_22126,YXYXXXX,YYYXYxyyXXyX,1,30154
ac19_22127,YYXXYXX,YYXYXXyyXYx,4,30156 80518 83334 115221
ac19_22128,YXYXyx,YYYxyxYYXyyXXyX,2,30160 78949
ac19_22129,YXXYx,YYYXXYYXyxYX,6,30162 53081 58015 58879 101472 148752
ac19_22130,YXYXyx,YYXXyXXyXYxxxYxyx,2,30163 43629
ac19_22131,YXXyx,YYYXyyyXXXyXYYX,2,30164 58042
ac19_22132,YXXyx,YYXyxYxxyyxyx,3,30165 49283 81045
ac19_22133,YXX,YYXyXyXYxyxYXyx,1,30166
ac19_22134,YXYxxyXyx,YYXYxxxyyx,1,30167
ac19_22135,YXXYx,YYXYxyXXXyxx,4,30169 48373 68153 106806
ac19_22136,YXYXyx,YYXYxxxyyXyXX,2,30170 150830
ac19_22137,YXyXXyX,YYYXXXyxyyx,1,30171
ac19_22138,YYXXX,YYYXYXyXyXXXYx,1,30182
ac19_22139,YXXyx,YYYYYXyyXyxyyXyX,1,30183
ac19_22140,YXXYx,YYXyyXYXXyxxYx,1,30184
ac19_22141,YXXyx,YYXXyXYXyXyyxx,1,30186
ac19_22142,YYXXX,YYXyyxYYXXyx,2,30187 115114
ac19_22143,YYXXXYxyx,YYXYxYYXXX,1,30189
ac19_22144,YXyXXXyx,YYXyyxxYxyxYx,1,30190
ac19_22145,YYXXX,YYYXyyyXYx,7,30191 54507 65563 109779 125990 153338 155389
ac19_22146,YXXyx,YYYXYxYXyyyXyX,2,30192 41055
ac19_22147,YYXXX,YXXYxYxYXXXyX,3,30193 35222 78151
ac19_22148,YYXXX,YYXYYXyXXyxyx,3,30194 47407 67057
ac19_22149,YXX,YYxyXYxYXXyXyx,3,30195 46751 136196
ac19_22150,YXXXXyxYx,YYXXXXyxxx,2,30196 105492
ac19_22151,YYXXyx,YYXYXXYYXXyxx,1,30198
ac19_22152,YXXyx,YYXYxyXyyXyx,7,30202 35042 64584 90976 98977 109966 155244
ac19_22153,YYXXX,YYXXXyyxyXYYxx,1,30203
ac19_22154,YXXXyxx,YYXXXyxYxyx,3,30204 114728 136462
ac19_22155,YYXXXYx,YYYXYYXXyXYx,1,30207
ac19_22156,YYXXYXXyx,YYXXyxYxyX,1,30208
ac19_22157,YXyXXyx,YYxxxYxyxyXYX,3,30209 30689 127181
ac19_22158,YXXyx,YYXyXXXYxyX,10,30210 34600 58228 71182 76340 88859 93003 128036 130134 153222
ac19_22159,YXXX,YYYXyyxYXYxyyyX,1,30211
ac19_22160,YXXYXXyX,YYXXyXYXyXX,3,30213 40995 106730
ac19_22161,YXXyx,YYXyyxxYxyXYx,3,30214 112524 144033
ac19_22162,YYXXX,YYXyxyXyXYXYx,3,30215 84559 153362
ac19_22163,YXYXX,YYXXyyXyXYxYxx,2,30216 40514
ac19_22164,YXXyx,YYYYXyyyxyxYx,5,30217 49134 95155 99280 148371
ac19_22165,YXYXX,YYXYXyXXyyxYxx,2,30218 55143
ac19_22166,YYXXX,YYXYxyyXyXYx,3,30222 135404 142553
ac19_22167,YXXYx,YYXXYxyXYxyXyx,1,30223
ac19_22168,YXXYx,YYXyyxYYXXXYxx,1,30225
ac19_22169,YXXYXXyXX,YYXXXXyXXX,3,30227 31631 149404
ac19_22170,YYXXXYx,YXyXXyxxxyx,5,30232 37946 71088 138690 153302
ac19_22171,YXYXYx,YYYxYXXXyXYYx,1,30235
ac19_22172,YXXyx,YYXXyyXyyxYxx,3,30236 90790 150722
ac19_22173,YXXyx,YYYXyxyXyyxxx,2,30237 58860
ac19_22174,YXYxyx,YYXXYYxYxxxyx,1,30239
ac19_22175,YXYXyx,YYYYYYXyxyXXyXX,2,30240 114795
ac19_22176,YXX,YYxYXXyXXyyXYx,1,30241
ac19_22177,YXXyx,YYXXXXXyyXYX,3,30243 82554 124365
ac19_22178,YXXYx,YYXXXyxxxyXYx,3,30246 57927 150769
ac19_22179,YYXXYx,YYxYXXYxYXX,3,30247 113235 119234
ac19_22180,YXyXYxx,YYYYXYXYxxYx,1,30248
ac19_22181,YXXyXYx,YYxYXYXXXyXX,2,30250 154997
ac19_22182,YYXXYx,YYYXyXyyyxxyx,1,30251
ac19_22183,YXXYx,YYXyxxYxyXyxyX,1,30252
ac19_22184,YXXyx,YYXXyyxYxxyyxx,1,30255
ac19_22185,YXXyXyX,YYYxxxxyyX,2,30256 152145
ac19_22186,YXXyx,YYXyyXXYXyXYX,4,30257 82177 104378 144622
ac19_22187,YXYXyx,YYXyXyyxxyXYx,1,30258
ac19_22188,YXXYx,YYXYxYXyxyyX,8,30259 35184 40997 44501 64599 79011 146876 150649
ac19_22189,YXXyx,YYYXXYxxyxyyx,3,30260 76562 149129
ac19_22190,YXYXX,YYXYXyXyyXyxYxYx,1,30262
ac19_22191,YXX,YYYYXXYxyyXyX,1,30264
ac19_22192,YXYXyx,YYYYxyyXXXyxx,1,30265
ac19_22193,YXXyx,YYYXXyyXXYXXyX,1,30267
ac19_22194,YYXXXXyX,YXyXYxxxxyX,5,30271 80689 86636 98666 121160
ac19_22195,YXXyx,YYYXYxxyXXyyx,1,30272
ac19_22196,YXXYx,YYXXXXYxYxyx,4,30273 88242 89341 145477
ac19_22197,YXYxyx,YYXyxYYXyxxYx,1,30274
ac19_22198,YYYXXXXyx,YYYYXXXXyX,1,30276
ac19_22199,YXXYx,YYXYXXyyxyXYxx,1,30277
ac19_22200,YXX,YYxyXYXyxYxyXyx,2,30278 111845
ac19_22201,YXXYx,YYYXYXyXyyxxx,2,30279 38353
ac19_22202,YYXXYXyyx,YYXXyXYXyx,1,30280
ac19_22203,YYXXXXX,YYXyXXXXyxYx,1,30283
ac19_22204,YYXXyx,YYXXXyXXyxYYx,1,30284
ac19_22205,YXXYXXX,YYYXXYXyyyx,6,30285 42599 60068 75152 122920 123090
ac19_22206,YXXyXyxx,YYYXyXyxx,3,30288 127106 151210
ac19_22207,YYXXX,YYXXyXyxxyxx,3,30290 67232 71528
ac19_22208,YXYXYx,YYXXyXXyxxxYx,2,30291 133811
ac19_22209,YXXyx,YYYXYxYXyyyXXyX,2,30292 120773
ac19_22210,YXYXYx,YYXXXXYYxxxYX,2,30294 120132
ac19_22211,YXyXXyx,YYxYYxyxxyx,5,30295 56481 67937 94106 141098
ac19_22212,YYXXXyxx,YYxxYXyXX,4,30296 49934 60581 99810
ac19_22213,YXXyx,YYYXYXYXyXyyyx,2,30297 114669
ac19_22214,YYXXXyyxx,YXXXyXXyx,2,30299 96744
ac19_22215,YXXyx,YYYXXyyyXXXXyx,1,30300
ac19_22216,YXyXXXyx,YYYxyXYxyyx,1,30302
ac19_22217,YXXYx,YYXyXXYYxYxyX,3,30304 85188 91916
ac19_22218,YYXXXyX,YXyxxYXXyxx,3,30306 71532 76921
ac19_22219,YXYXX,YYXYxxyXyXyXYx,1,30309
ac19_22220,YXX,YYYxyXYxyyXyyx,2,30313 114604
ac19_22221,YXX,YYYXyyXyXyxxYxx,1,30318
ac19_22222,YXXXYxx,YYYxyXXyx,5,30320 31542 61918 99352 135515
ac19_22223,YXYxxYXyx,YYXYxxYXyx,1,30322
ac19_22224,YYXXyx,YYYXXXYXyXXYx,2,30324 145668
ac19_22225,YXXXXyxYx,YXXyxxYXXX,5,30325 77854 112626 126795 150354
ac19_22226,YXYXX,YYYXYxYXXXyyX,1,30326
ac19_22227,YXYxyx,YYXYxxxxYYx,4,30330 46779 55828 72300
ac19_22228,YYXXX,YYXyXXyyXYYxx,1,30331
ac19_22229,YXXYx,YYYXXXXYxxyx,3,30332 69389 140390
ac19_22230,YXXyx,YYXYxyXXXYxyyX,1,30333
ac19_22231,YXYXyx,YYYYYXXXXXXyx,1,30334
ac19_22232,YYXXYx,YYXyxxYXYXXYx,1,30337
ac19_22233,YXXYx,YYXyxyXyxyXYxx,1,30338
ac19_22234,YXXyx,YYXyxxyyxYXXyX,1,30339
ac19_22235,YXyXYXyxx,YYXyxxYxyX,6,30341 84179 113364 115652 132278 134711
ac19_22236,YXXyx,YYXXYxyxyXyxYx,1,30342
ac19_22237,YYXXYxxyx,YYXXYxxxx,2,30343 79551
ac19_22238,YXXyx,YYYYXyxxyyxx,2,30345 64586
ac19_22239,YXXyxYx,YYYYXYxyX,3,30346 103884 140424
ac19_22240,YYXXyx,YYYYXyyXYXyxx,1,30347
ac19_22241,YXYXyx,YYYXYxyXXXyXYxx,1,30349
ac19_22242,YYXXyxx,YYXXXYxYxyxx,1,30351
ac19_22243,YYXXXYxyX,YYXXyxYXyx,1,30353
ac19_22244,YXXYx,YYYYYYXXyXyxyx,1,30354
ac19_22245,YYXXX,YYXyyXyxyxYx,3,30355 33950 46001
ac19_22246,YYXXX,YYYXXyxyXXXYYX,1,30356
ac19_22247,YYXXyx,YYXXXyyXyxxYx,1,30357
ac19_22248,YXXyx,YYYXXXyyXyXXyx,1,30358
ac19_22249,YXXYxxyX,YXXyXyxxx,7,30361 55671 68945 69193 111162 114015 129361
ac19_22250,YXXyx,YYYXyxxyyXXXXYX,2,30362 111788
ac19_22251,YXX,YYxxxyXyXyxx,1,30363
ac19_22252,YXXyx,YYXXyXXYxxyX,5,30365 40543 89112 113699 151434
ac19_22253,YXXyx,YYXXyxxxxxyyX,2,30367 31634
ac19_22254,YYXXXyX,YYXXYXXyXXX,2,30368 132430
ac19_22255,YXXYx,YYYYXyxxyyyxyX,4,30369 33157 52283 76478
ac19_22256,YXXXXXyXYx,YXYXXXXXXyx,3,30370 113841 124152
ac19_22257,YXYXyx,YYYXXXyyxyxxx,3,30371 97165 117577
ac19_22258,YXYXYXXX,YYXXyyXXYxx,2,30372 96857
ac19_22259,YXXyx,YYYXyXYxxyXyX,3,30374 131355 133354
ac19_22260,YXYXyx,YYXyXYxxxYxyXXXyX,1,30375
ac19_22261,YXXYXXX,YYYYYXyyyyX,2,30376 42566
ac19_22262,YXXyXyxx,YYxyxYxyX,5,30377 47593 63953 131640 132388
ac19_22263,YXyXYXyxx,YYXXyxxYxyX,2,30378 65667
ac19_22264,YYXXXXyXX,YXXXXyXXYx,2,30379 79543
ac19_22265,YXXyx,YYXXyXXyxyxYYx,1,30380
ac19_22266,YXXYx,YYXXXyyxYxx,7,30381 74203 107654 116899 137452 143614 155406
ac19_22267,YXYXYx,YYYxYYXXYXXyx,1,30383
ac19_22268,YXXXyxx,YYXXyxxYXyX,3,30384 39230 154143
ac19_22269,YXXyx,YYXXYxxyXyxx,4,30385 37559 74429 140931
ac19_22270,YXYXYx,YYXXyxxxYXXyx,2,30386 126276
ac19_22271,YXXyx,YYXXyxYxyXyyxx,1,30387
ac19_22272,YYXXX,YYXYYXXyyXyxx,1,30388
ac19_22273,YXYXYx,YYxyXXXyxyx,6,30389 55169 55844 91468 94615 133777
ac19_22274,YXyXXYxyx,YYxyxxYxyxxx,3,30391 48675 76766
ac19_22275,YXXYx,YYXXXyyxYYxxyX,1,30392
ac19_22276,YXXyx,YYYXyxYXyyxx,3,30394 32926 102424
ac19_22277,YXXyx,YYXYYxyXyyXXXX,2,30397 79597
ac19_22278,YXXYx,YYXXyxxYXyx,7,30398 45378 67301 102148 106560 129245 146537
ac19_22279,YXXYx,YYYYYXyXXYYXYx,1,30401
ac19_22280,YXXXXyxYx,YYXXyxYXyx,2,30403 111081
ac19_22281,YXXyx,YYXXyXYxyxx,10,30404 40511 42641 65640 72134 73425 79372 101144 122292 142088
ac19_22282,YXYXyx,YYXYxYXXyXyxx,1,30406
ac19_22283,YXYxxyXyx,YYXXYXXyyx,1,30407
ac19_22284,YXXXyxYx,YYXYxxxyXyX,2,30408 121471
ac19_22285,YXXyx,YYXYXyyXYXyX,4,30410 104470 121217 154610
ac19_22286,YYXXXYx,YYYYxyyXX,4,30413 125357 133539 153548
ac19_22287,YXXYx,YYYXYXXXXyxxxx,1,30416
ac19_22288,YXyxYXXyx,YYXXyxyXYx,7,30418 48898 59590 72283 77112 121681 146879
ac19_22289,YXXyx,YYYXXXyxyxYXyX,1,30419
ac19_22290,YXXyx,YYYXXXyXXyyyx,1,30421
ac19_22291,YXXYxxyx,YYxYxyxYX,2,30422 114787
ac19_22292,YXXYx,YYYXyXYXyyyxYx,2,30423 94925
ac19_22293,YYXXyx,YYYXyXXYxyX,4,30424 73287 95164 150756
ac19_22294,YXXyx,YYXyxyXYxxxx,4,30425 69088 125159 153639
ac19_22295,YYXXXXX,YYYxyXyxyyx,1,30427
ac19_22296,YXYXYx,YYYXXXyxyXYYxYx,1,30428
ac19_22297,YXYXyx,YYXYxyXXyxyXyxYYx,1,30429
ac19_22298,YYXXyxx,YYYXXYxxYxxYX,1,30430
ac19_22299,YXYXyx,YYXYYXXXyXYxx,1,30432
ac19_22300,YXXyx,YYYXyxxxyxxxx,3,30433 91506 114339
ac19_22301,YYXXyx,YYYYYXyXXyxYX,1,30434
ac19_22302,YXXyx,YYYXXXyyxxyyx,1,30435
ac19_22303,YXXyx,YYXXXXXYXyyXX,3,30437 34011 95579
ac19_22304,YXXyx,YYXyXyxyxyXYx,5,30438 36333 41307 79424 113763
ac19_22305,YYXXXYx,YYXYXyyx,5,30439 72157 86923 95554 128399
ac19_22306,YYXXXYX,YYxyXyxxyX,4,30440 52885 120734 126221
ac19_22307,YYYXXXXX,YYxYXXXXXyx,2,30441 56371
ac19_22308,YXYXX,YYXyXyyXyxyxYxYx,1,30442
ac19_22309,YXYXyx,YYXYxyXyXXYYx,1,30443
ac19_22310,YXXYxxyx,YYXyxxyyXXX,2,30445 87966
ac19_22311,YXXyx,YYYXXyXyxyXYxx,1,30446
ac19_22312,YXXyx,YYYYXyxxxxxyyX,1,30447
ac19_22313,YXXyx,YYXXXyxxxxx,9,30455 36304 46067 71423 72834 86948 122119 136265 154486
ac19_22314,YXXyx,YYXyXYXXXyXXX,3,30456 146705 152840
ac19_22315,YXyXYxx,YYXyXXYxyyx,4,30457 60600 71260 132644
ac19_22316,YXXyx,YYYXXyXXyXyyXX,1,30460
ac19_22317,YXYXX,YYYxxyXXXyyxyx,1,30461
ac19_22318,YYXXyx,YXYxxyXyx,10,30463 36295 41264 51058 56863 69569 94767 118789 123087 135544
ac19_22319,YYXXYx,YYYYYXyyxxyyX,1,30466
ac19_22320,YXXyXyX,YYxYXyxxyx,4,30469 34632 51210 118983
ac19_22321,YXYXX,YYXXyxxYXyyXYx,1,30471
ac19_22322,YXXyx,YYYYXXXXyXyXyX,1,30472
ac19_22323,YXXyx,YYXXyyxYXyxxyx,1,30473
ac19_22324,YXXyXyxx,YYxxyXXXyyX,2,30474 86891
ac19_22325,YYXXX,YYYxYXyyyXyyxx,1,30475
ac19_22326,YXYXyx,YYYYYYxyyyXXX,2,30476 133862
ac19_22327,YXYXyx,YYYYXyXyyXyxx,3,30480 32847 151727
ac19_22328,YXXyx,YYXyxxYxYxyxyX,1,30481
ac19_22329,YXXyx,YYYXYxyyyxyyXXYxyX,1,30482
ac19_22330,YXXyx,YYXYxyyxxyXXyX,1,30484
ac19_22331,YYXXyxx,YYYXXyyx,8,30486 35943 36814 49164 56220 115154 129461 130384
ac19_22332,YXXXX,YYXYxyyXYXyyx,1,30488
ac19_22333,YXYXX,YYXXyXYxxYXyyx,1,30490
ac19_22334,YYXXyxx,YYYXXyxYYYxx,1,30491
ac19_22335,YYXXXYxx,YYXYYXXYx,7,30492 63720 84931 122231 130425 135891 149755
ac19_22336,YXYxyx,YYXXXyxxyxYYx,1,30493
ac19_22337,YXXYx,YYYXYxYXyXXXYx,1,30495
ac19_22338,YXXyXYx,YYXXYXXyyx,5,30496 33700 53572 101941 150937
ac19_22339,YXXyx,YYXyXXXXyxxYX,3,30498 51522 58664
ac19_22340,YXyxYXXyx,YYXyxYXXyx,1,30499
