orbit_id,kind,source_side,rep_r1,rep_r2,mu,n_parents,L,K,MK,S,xyimb
orb_0452,moved_cov,solved,YYXXXXyx,YYXyXYYXyXX,19,1,19.0,6.0,4.0,1.5,0.05263157894736842
orb_0453,moved_cov,unsolved,YYXXXXyx,YYXyxYXXXXX,19,1,19.0,5.0,3.0,1.4,0.2631578947368421
orb_0454,seed,unsolved,YYXXXXyxx,YYxxyXXXXX,19,1,19.0,4.0,2.0,1.5,0.3684210526315789
orb_0455,seed,unsolved,YYXXXYxx,YYYYYXyyyyx,19,1,19.0,4.0,2.0,1.75,0.2631578947368421
orb_0456,seed,unsolved,YYXXXyX,YYYxyXyxyxyx,19,1,19.0,7.0,5.0,1.2857142857142858,0.05263157894736842
orb_0457,moved_cov,solved,YYXXXyX,YYxxxyXXXXXX,19,1,19.0,4.0,2.0,1.5,0.3684210526315789
orb_0458,seed,solved,YYXXXyXX,YXXXXXyxxxx,19,3,19.0,4.0,2.0,1.25,0.47368421052631576
orb_0459,moved_cov,unsolved,YYXXXyx,YYXXXYYxyXXX,19,1,19.0,5.0,3.0,1.6,0.15789473684210525
orb_0460,moved_cov,unsolved,YYXXXyx,YYYXyyxxxyyx,19,1,19.0,5.0,3.0,1.8,0.05263157894736842
orb_0461,moved_cov,solved,YYXXXyx,YYxxxyXXXXXX,19,1,19.0,4.0,2.0,1.5,0.3684210526315789
orb_0462,seed,solved,YYXXXyxx,YXXXXXyxxxx,19,4,19.0,4.0,2.0,1.25,0.47368421052631576
orb_0463,seed,unsolved,YYXXXyxx,YYXYYxxyXXX,19,1,19.0,5.0,3.0,1.6,0.15789473684210525
orb_0464,seed,unsolved,YYXXXyxx,YYXYYxyXXXX,19,1,19.0,5.0,3.0,1.6,0.15789473684210525
orb_0465,moved_cov,unsolved,YYXXXyxx,YYYXXYxyXyx,19,1,19.0,6.0,4.0,1.5,0.05263157894736842
orb_0466,seed,unsolved,YYXXXyxx,YYYYYXXyXyx,19,1,19.0,5.0,3.0,1.8,0.05263157894736842
orb_0467,seed,unsolved,YYXXXyxx,YYYYYXyyyyx,19,1,19.0,4.0,2.0,1.75,0.2631578947368421
orb_0468,moved_cov,solved,YYXXXyxx,YYxxxxyXXXX,19,1,19.0,4.0,2.0,1.5,0.3684210526315789
orb_0469,moved_cov,solved,YYXXXyxx,YYxxxyXXXXX,19,1,19.0,4.0,2.0,1.5,0.3684210526315789
orb_0470,moved_cov,solved,YYXXYXXyX,YYXXXXXyxx,19,1,19.0,5.0,3.0,1.4,0.2631578947368421
orb_0471,moved_cov,solved,YYXXYXXyx,YYXXyyxxYX,19,1,19.0,6.0,3.0,1.5,0.05263157894736842
orb_0472,moved_cov,solved,YYXXYx,YYYXyyxYYXyyx,19,1,19.0,6.0,4.0,1.1666666666666667,0.2631578947368421
orb_0473,moved_cov,unsolved,YYXXYx,YYYYxYXXyyxYX,19,1,19.0,6.0,4.0,1.3333333333333333,0.15789473684210525
orb_0474,moved_cov,unsolved,YYXXYx,YYYYxYXyyyxyX,19,1,19.0,6.0,4.0,1.1666666666666667,0.2631578947368421
orb_0475,moved_cov,unsolved,YYXXYx,YYYYxyXyyyxYX,19,1,19.0,6.0,4.0,1.1666666666666667,0.2631578947368421
orb_0476,moved_cov,unsolved,YYXXYx,YYYxYXXyyyxYX,19,1,19.0,6.0,4.0,1.3333333333333333,0.15789473684210525
orb_0477,moved_cov,unsolved,YYXXYx,YYYxxyXyxYXyX,19,1,19.0,7.0,5.0,1.2857142857142858,0.05263157894736842
orb_0478,seed,solved,YYXXyx,YXXXXXXyxxxxx,19,2,19.0,4.0,2.0,1.25,0.47368421052631576
orb_0479,moved_cov,unsolved,YYXXyx,YXyXXXXYxyxxx,19,1,19.0,6.0,4.0,1.1666666666666667,0.2631578947368421
orb_0480,moved_cov,unsolved,YYXXyx,YXyXXXYxyxxxx,19,1,19.0,6.0,4.0,1.1666666666666667,0.2631578947368421
orb_0481,moved_cov,solved,YYXXyx,YXyxYXyxYXyxx,19,1,19.0,8.0,6.0,1.125,0.05263157894736842
orb_0482,moved_cov,unsolved,YYXXyx,YYXyxxxYXyXXX,19,1,19.0,6.0,4.0,1.3333333333333333,0.15789473684210525
orb_0483,moved_cov,unsolved,YYXXyx,YYXyxxxxYXyXX,19,1,19.0,6.0,4.0,1.3333333333333333,0.15789473684210525
orb_0484,moved_cov,unsolved,YYXXyx,YYYYYYXyxyyXX,19,1,19.0,5.0,3.0,1.4,0.2631578947368421
orb_0485,moved_cov,unsolved,YYXXyx,YYYxyXXYYxyXX,19,1,19.0,6.0,4.0,1.5,0.05263157894736842
orb_0486,moved_cov,solved,YYXXyxx,YYxxxxxyXXXX,19,1,19.0,4.0,2.0,1.5,0.3684210526315789
orb_0487,seed,unsolved,YYXXyxxyx,YXXXXXyxYx,19,1,19.0,6.0,3.0,1.1666666666666667,0.2631578947368421
orb_0488,moved_cov,solved,YYYXXXX,YYXXXYxxxyyX,19,1,19.0,4.0,3.0,2.0,0.15789473684210525
orb_0489,moved_cov,solved,X,YYYXyyxYYXyyxYYXyyx,20,1,20.0,6.0,6.0,1.0,0.3
orb_0490,moved_cov,solved,X,YYYYXyyyyxYYYXyyyyx,20,1,20.0,4.0,4.0,1.0,0.5
orb_0491,moved_cov,solved,YXXXXyxxx,YYXXXXXXyxx,20,1,20.0,4.0,2.0,1.25,0.5
orb_0492,moved_cov,solved,YXXXXyxxx,YYXXXyxxxxx,20,1,20.0,4.0,2.0,1.25,0.5
orb_0493,moved_cov,unsolved,YXXXXyxxx,YYXXYxxxyyX,20,1,20.0,5.0,3.0,1.4,0.3
orb_0494,moved_cov,unsolved,YXXXXyxxx,YYXXYxxxyyx,20,1,20.0,5.0,3.0,1.4,0.3
orb_0495,moved_cov,solved,YXXXXyxxx,YYXXyxxxxxx,20,1,20.0,4.0,2.0,1.25,0.5
orb_0496,moved_cov,unsolved,YXXXXyxxx,YYXyyXXXyxx,20,1,20.0,5.0,3.0,1.4,0.3
orb_0497,moved_cov,unsolved,YXXXXyxxx,YYXyyXXYxxx,20,1,20.0,5.0,3.0,1.4,0.3
orb_0498,moved_cov,unsolved,YXXXXyxxx,YYYXXXyxxyX,20,1,20.0,5.0,3.0,1.4,0.3
orb_0499,moved_cov,unsolved,YXXXXyxxx,YYYXXXyxxyx,20,1,20.0,5.0,3.0,1.4,0.3
orb_0500,moved_cov,unsolved,YXXXXyxxx,YYYXyXXXyxx,20,1,20.0,5.0,3.0,1.4,0.3
orb_0501,moved_cov,unsolved,YXXXXyxxx,YYYXyxxxyXX,20,1,20.0,5.0,3.0,1.4,0.3
orb_0502,seed,unsolved,YXXXYxx,YYYYYYXyyyyyx,20,1,20.0,4.0,2.0,1.75,0.3
orb_0503,seed,unsolved,YXXXyXyxx,YYYxyyXXXyx,20,1,20.0,6.0,3.0,1.5,0.1
orb_0504,seed,unsolved,YXXXyxYxx,YYYYYXXyxxx,20,1,20.0,5.0,3.0,1.8,0.1
orb_0505,seed,unsolved,YXXXyxx,YYYYYYXyyyyyx,20,1,20.0,4.0,2.0,1.75,0.3
orb_0506,seed,unsolved,YXXYxYxxx,YYYxyyXXYxx,20,1,20.0,6.0,3.0,1.5,0.1
orb_0507,seed,unsolved,YXXYxxyxx,YYYYxxxxxxx,20,1,20.0,4.0,3.0,1.75,0.3
orb_0508,seed,unsolved,YXXyXYxxx,YYYYYXXXYxx,20,1,20.0,5.0,3.0,1.8,0.1
orb_0509,moved_cov,solved,YXXyx,YYYXyyyxYYXyyyx,20,1,20.0,6.0,4.0,1.1666666666666667,0.3
orb_0510,seed,solved,YXXyx,YYYYYYYXyyyyyyx,20,1,20.0,4.0,2.0,1.25,0.5
orb_0511,moved_cov,unsolved,YXYxYXXYx,YYYXyxyyXYx,20,1,20.0,8.0,4.0,1.125,0.1
orb_0512,moved_cov,solved,YXyXXYxyx,YYXyXXYXyXX,20,1,20.0,8.0,4.0,1.125,0.1
orb_0513,moved_cov,solved,YXyXXYxyx,YYXyxxYXyxx,20,1,20.0,8.0,4.0,1.125,0.1
orb_0514,moved_cov,unsolved,YXyxYXXyx,YYYXYxyyXyx,20,1,20.0,8.0,4.0,1.125,0.1
orb_0515,moved_cov,unsolved,YXyxYXXyx,YYYXyxyyXYx,20,1,20.0,8.0,4.0,1.125,0.1
orb_0516,moved_cov,unsolved,YXyxYXXyx,YYYYXyxyXyx,20,1,20.0,8.0,4.0,1.125,0.1
orb_0517,moved_cov,solved,YYXXXXXyx,YXXXXyxxxxx,20,1,20.0,4.0,2.0,1.25,0.5
orb_0518,moved_cov,solved,YYXXXXyXX,YXXXXXyxxxx,20,1,20.0,4.0,2.0,1.25,0.5
orb_0519,moved_cov,solved,YYXXXXyxx,YXXXXXyxxxx,20,2,20.0,4.0,2.0,1.25,0.5
orb_0520,moved_cov,solved,YYXXXYxyx,YYXyyxYYXyx,20,1,20.0,7.0,4.0,1.2857142857142858,0.1
orb_0521,seed,solved,YYXXXyX,YXXXXXXyxxxxx,20,2,20.0,4.0,2.0,1.25,0.5
orb_0522,moved_cov,unsolved,YYXXXyX,YYxyXyxyxYXXX,20,1,20.0,7.0,5.0,1.2857142857142858,0.1
orb_0523,seed,solved,YYXXXyx,YXXXXXXyxxxxx,20,2,20.0,4.0,2.0,1.25,0.5
orb_0524,moved_cov,solved,YYXXXyx,YXXyxxYXXyxxx,20,1,20.0,6.0,4.0,1.1666666666666667,0.3
orb_0525,moved_cov,unsolved,YYXXXyx,YXYXXXXXyxxYx,20,1,20.0,6.0,4.0,1.1666666666666667,0.3
orb_0526,moved_cov,solved,YYXXYXXyX,YYYXXyxxyXX,20,1,20.0,6.0,3.0,1.5,0.1
orb_0527,moved_cov,unsolved,YYXXYXXyx,YYXXyyxxYXX,20,1,20.0,6.0,3.0,1.5,0.1
orb_0528,moved_cov,solved,YYXXYYx,YYYXyyxYYXyyx,20,1,20.0,6.0,4.0,1.1666666666666667,0.3
orb_0529,moved_cov,solved,YYXXyXyxx,YYXyyxYYXyx,20,1,20.0,7.0,4.0,1.2857142857142858,0.1
orb_0530,seed,solved,YYXXyxx,YXXXXXXyxxxxx,20,2,20.0,4.0,2.0,1.25,0.5
orb_0531,moved_cov,solved,YXXXXXyXYx,YXyxxxxxxyx,21,1,21.0,6.0,3.0,1.0,0.42857142857142855
orb_0532,moved_cov,unsolved,YXXXXXyxYx,YXXyxxxxxyX,21,1,21.0,6.0,3.0,1.0,0.42857142857142855
orb_0533,moved_cov,unsolved,YXXXXXyxYx,YXyxxxxxxyX,21,1,21.0,6.0,3.0,1.0,0.42857142857142855
orb_0534,moved_cov,unsolved,YXXXXXyxYx,YYXXXXXXyxx,21,1,21.0,5.0,3.0,1.2,0.42857142857142855
orb_0535,moved_cov,unsolved,YXXXXyxYx,YXXXYxxxyXXX,21,1,21.0,6.0,3.0,1.0,0.42857142857142855
orb_0536,seed,unsolved,YXXXXyxxYx,YXYxYXyxyXX,21,1,21.0,8.0,5.0,1.0,0.23809523809523808
orb_0537,moved_cov,solved,YXXXXyxxx,YYXXXXXXXyxx,21,1,21.0,4.0,2.0,1.25,0.5238095238095238
orb_0538,moved_cov,unsolved,YXXXXyxxx,YYXXXYxxxyyX,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0539,moved_cov,unsolved,YXXXXyxxx,YYXXXYxxxyyx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0540,moved_cov,solved,YXXXXyxxx,YYXXXyxxxxxx,21,1,21.0,4.0,2.0,1.25,0.5238095238095238
orb_0541,moved_cov,unsolved,YXXXXyxxx,YYXXXyyXYxxx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0542,moved_cov,unsolved,YXXXXyxxx,YYXXXyyxYxxx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0543,moved_cov,unsolved,YXXXXyxxx,YYXXYXyXXyxx,21,1,21.0,6.0,4.0,1.1666666666666667,0.3333333333333333
orb_0544,moved_cov,unsolved,YXXXXyxxx,YYXXYxyXXyxx,21,1,21.0,6.0,4.0,1.1666666666666667,0.3333333333333333
orb_0545,moved_cov,unsolved,YXXXXyxxx,YYXyyXXXXyxx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0546,moved_cov,unsolved,YXXXXyxxx,YYXyyXXYxxxx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0547,moved_cov,unsolved,YXXXXyxxx,YYYXXXyXXyxx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0548,moved_cov,unsolved,YXXXXyxxx,YYYXXXyxxxyX,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0549,moved_cov,unsolved,YXXXXyxxx,YYYXXXyxxxyx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0550,moved_cov,unsolved,YXXXXyxxx,YYYXXXyyxxxx,21,1,21.0,4.0,2.0,1.75,0.3333333333333333
orb_0551,moved_cov,unsolved,YXXXXyxxx,YYYXyXXXXyxx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0552,moved_cov,unsolved,YXXXXyxxx,YYYXyxxxxyXX,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0553,seed,unsolved,YXXXYxYx,YYYYYYXyyyyyx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0554,moved_cov,unsolved,YXXXYxx,YYYYXXYxxyyyyX,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0555,moved_cov,unsolved,YXXXYxx,YYYYXyyyyXyxxx,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0556,moved_cov,unsolved,YXXXYxx,YYYYYXXYxxyyyX,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0557,moved_cov,unsolved,YXXXYxx,YYYYYxYXXXyyyx,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0558,moved_cov,solved,YXXXYxxxyX,YXXXyXYxxxx,21,2,21.0,6.0,3.0,1.0,0.42857142857142855
orb_0559,moved_cov,unsolved,YXXXyXyx,YYxxYxxyxxyXX,21,1,21.0,7.0,4.0,1.1428571428571428,0.23809523809523808
orb_0560,moved_cov,unsolved,YXXXyXyxx,YYXXYxxxxyyX,21,1,21.0,6.0,3.0,1.3333333333333333,0.23809523809523808
orb_0561,moved_cov,unsolved,YXXXyxYx,YYXXXXyxyxYxx,21,1,21.0,7.0,4.0,1.1428571428571428,0.23809523809523808
orb_0562,moved_cov,unsolved,YXXXyxYx,YYYYXyyyxxxyX,21,1,21.0,6.0,3.0,1.6666666666666667,0.047619047619047616
orb_0563,seed,unsolved,YXXXyxYx,YYYYYYXyyyyyx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0564,seed,unsolved,YXXXyxYx,YYYYYYxyyyyyX,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0565,moved_cov,unsolved,YXXXyxYx,YYYYxyyyxYXXX,21,1,21.0,6.0,3.0,1.6666666666666667,0.047619047619047616
orb_0566,seed,unsolved,YXXXyxYxx,YYYYYYXXXYxx,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0567,seed,unsolved,YXXXyxYxx,YYYYYYXXyxxx,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0568,moved_cov,unsolved,YXXXyxx,YYXXXXyxyXXXyx,21,1,21.0,6.0,4.0,1.1666666666666667,0.3333333333333333
orb_0569,moved_cov,unsolved,YXXXyxx,YYXXYxxyXXyxxx,21,1,21.0,6.0,4.0,1.1666666666666667,0.3333333333333333
orb_0570,moved_cov,unsolved,YXXXyxx,YYYYXXYxxyyyyx,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0571,moved_cov,unsolved,YXXXyxx,YYYYXyyyyXYxxx,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0572,moved_cov,unsolved,YXXXyxx,YYYYYXXyxxyyyX,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0573,moved_cov,unsolved,YXXXyxx,YYYYYXyyyxxxyX,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0574,moved_cov,unsolved,YXXYx,YYXyxYXYxyXYYxyX,21,1,21.0,9.0,7.0,1.1111111111111112,0.047619047619047616
orb_0575,moved_cov,unsolved,YXXYx,YYXyxYXYxyXYxyyX,21,1,21.0,9.0,7.0,1.1111111111111112,0.047619047619047616
orb_0576,moved_cov,solved,YXXYx,YYYXYxyXYxyXYxyX,21,1,21.0,9.0,7.0,1.1111111111111112,0.047619047619047616
orb_0577,moved_cov,unsolved,YXXYxYxxx,YYXXXYxxxyyx,21,1,21.0,6.0,3.0,1.3333333333333333,0.23809523809523808
orb_0578,seed,unsolved,YXXYxYxxx,YYYXyyyXXyxx,21,1,21.0,6.0,3.0,1.6666666666666667,0.047619047619047616
orb_0579,moved_cov,unsolved,YXXYxxyX,YYYYXyyyXXYxx,21,1,21.0,6.0,3.0,1.6666666666666667,0.047619047619047616
orb_0580,seed,unsolved,YXXYxxyX,YYYYYYXyyyyyx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0581,seed,unsolved,YXXYxxyX,YYYYYYxyyyyyX,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0582,moved_cov,unsolved,YXXYxxyX,YYYYxyyyXXyxx,21,1,21.0,6.0,3.0,1.6666666666666667,0.047619047619047616
orb_0583,moved_cov,unsolved,YXXYxxyx,YYYYXyyyXXyxx,21,1,21.0,6.0,3.0,1.6666666666666667,0.047619047619047616
orb_0584,seed,unsolved,YXXYxxyx,YYYYYYXyyyyyx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0585,seed,unsolved,YXXYxxyx,YYYYYYxyyyyyX,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0586,moved_cov,unsolved,YXXYxxyx,YYYYxyyyXXYxx,21,1,21.0,6.0,3.0,1.6666666666666667,0.047619047619047616
orb_0587,seed,unsolved,YXXyXYxxx,YYYYYYXXXYxx,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0588,moved_cov,unsolved,YXXyXyx,YYYXYxyyXXyxxx,21,1,21.0,7.0,4.0,1.4285714285714286,0.047619047619047616
orb_0589,seed,unsolved,YXXyXyxx,YYYYYYXyyyyyx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0590,moved_cov,solved,YXXyx,YYYYYYXYxyyyyyyx,21,1,21.0,5.0,3.0,1.2,0.42857142857142855
orb_0591,moved_cov,solved,YXXyx,YYYYYYYXyyyyyyxx,21,1,21.0,4.0,2.0,1.5,0.42857142857142855
orb_0592,moved_cov,unsolved,YXYxyXXyx,YYXyyXYxyXYx,21,1,21.0,9.0,5.0,1.1111111111111112,0.047619047619047616
orb_0593,moved_cov,unsolved,YXYxyx,YYYYxxxYYYYxxxx,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0594,moved_cov,unsolved,YXyXYxx,YYXYXyyxYYXyyx,21,1,21.0,8.0,5.0,1.125,0.14285714285714285
orb_0595,moved_cov,unsolved,YXyXYxxx,YYYXyxxYYXyxx,21,1,21.0,7.0,4.0,1.4285714285714286,0.047619047619047616
orb_0596,moved_cov,unsolved,YXyXYxxx,YYYYXXXyxyyyx,21,1,21.0,6.0,3.0,1.6666666666666667,0.047619047619047616
orb_0597,moved_cov,unsolved,YXyXYxxx,YYYYXYxxxyyyX,21,1,21.0,6.0,3.0,1.6666666666666667,0.047619047619047616
orb_0598,seed,unsolved,YXyXYxxx,YYYYYYXyyyyyx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0599,moved_cov,solved,YYXXXXXXyx,YXXXXXyxxxx,21,1,21.0,4.0,2.0,1.25,0.5238095238095238
orb_0600,moved_cov,unsolved,YYXXXXXyx,YYxxyXXXXXXX,21,1,21.0,4.0,2.0,1.5,0.42857142857142855
orb_0601,moved_cov,unsolved,YYXXXXXyxx,YYxxxyXXXXX,21,1,21.0,4.0,2.0,1.5,0.42857142857142855
orb_0602,seed,solved,YYXXXXyX,YXXXXXXyxxxxx,21,2,21.0,4.0,2.0,1.25,0.5238095238095238
orb_0603,seed,solved,YYXXXXyX,YXXXXXyxxxxxx,21,2,21.0,4.0,2.0,1.25,0.5238095238095238
orb_0604,moved_cov,unsolved,YYXXXXyX,YYYxyyxxxxyyX,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0605,moved_cov,solved,YYXXXXyx,YYxxxxyXXXXXX,21,1,21.0,4.0,2.0,1.5,0.42857142857142855
orb_0606,moved_cov,solved,YYXXXXyxxx,YXXXXXyxxxx,21,3,21.0,4.0,2.0,1.25,0.5238095238095238
orb_0607,moved_cov,unsolved,YYXXXYxx,YYYYXXYxxyyyX,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0608,moved_cov,unsolved,YYXXXYxx,YYYYYXXYxxyyX,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0609,seed,unsolved,YYXXXYxx,YYYYYYxyyyyyX,21,1,21.0,4.0,2.0,1.75,0.3333333333333333
orb_0610,moved_cov,unsolved,YYXXXYxx,YYYYxyyyXXXYx,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0611,moved_cov,solved,YYXXXyX,YYxxxyXXXXXXXX,21,1,21.0,4.0,2.0,1.5,0.42857142857142855
orb_0612,seed,solved,YYXXXyXX,YXXXXXXyxxxxx,21,2,21.0,4.0,2.0,1.25,0.5238095238095238
orb_0613,seed,solved,YYXXXyXX,YXXXXXyxxxxxx,21,2,21.0,4.0,2.0,1.25,0.5238095238095238
orb_0614,seed,solved,YYXXXyxx,YXXXXXXyxxxxx,21,2,21.0,4.0,2.0,1.25,0.5238095238095238
orb_0615,moved_cov,solved,YYXXXyxx,YXXyxxYXXyxxx,21,1,21.0,6.0,4.0,1.1666666666666667,0.3333333333333333
orb_0616,moved_cov,unsolved,YYXXXyxx,YYYXXyXyXYxxx,21,1,21.0,6.0,4.0,1.5,0.14285714285714285
orb_0617,moved_cov,unsolved,YYXXXyxx,YYYYXXyxxyyyX,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0618,seed,unsolved,YYXXXyxx,YYYYYYxyyyyyX,21,1,21.0,4.0,2.0,1.75,0.3333333333333333
orb_0619,moved_cov,unsolved,YYXXXyxx,YYYYxyyyXXXyx,21,1,21.0,5.0,3.0,2.0,0.047619047619047616
orb_0620,moved_cov,unsolved,YYXXXyxx,YYxxxxxyXXXXX,21,1,21.0,4.0,2.0,1.5,0.42857142857142855
orb_0621,moved_cov,unsolved,YYXXXyxx,YYxxxxyXXXXXX,21,1,21.0,4.0,2.0,1.5,0.42857142857142855
orb_0622,moved_cov,unsolved,YYXXXyxx,YYxxyXXXXXYxx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0623,moved_cov,unsolved,YYXXXyxx,YYxyXXXXXXYxx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0624,moved_cov,unsolved,YYXXXyxyx,YXXXyXYxxxxx,21,1,21.0,6.0,3.0,1.1666666666666667,0.3333333333333333
orb_0625,seed,unsolved,YYXXXyyxx,YXXXXXyxxYxx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0626,moved_cov,solved,YYXXYXXyX,YYXXXXXXyxxx,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0627,moved_cov,solved,YYXXYXXyX,YYYXXyxxyXXX,21,1,21.0,6.0,3.0,1.5,0.14285714285714285
orb_0628,moved_cov,solved,YYXXYXXyx,YXXyXXXYxxxx,21,1,21.0,6.0,3.0,1.1666666666666667,0.3333333333333333
orb_0629,moved_cov,solved,YYXXYXyyxx,YYXyyxYXyyx,21,1,21.0,7.0,4.0,1.2857142857142858,0.14285714285714285
orb_0630,moved_cov,unsolved,YYXXYYXXYx,YYYYXXyxxyX,21,1,21.0,6.0,3.0,1.6666666666666667,0.047619047619047616
orb_0631,moved_cov,solved,YYXXYx,YYYXyyyxYYXyyyx,21,1,21.0,6.0,4.0,1.1666666666666667,0.3333333333333333
orb_0632,moved_cov,unsolved,YYXXYx,YYYYYxYXXyyyxYX,21,1,21.0,6.0,4.0,1.3333333333333333,0.23809523809523808
orb_0633,moved_cov,unsolved,YYXXYx,YYYYYxYXyyyyxyX,21,1,21.0,6.0,4.0,1.1666666666666667,0.3333333333333333
orb_0634,moved_cov,unsolved,YYXXYx,YYYYYxyXyyyyxYX,21,1,21.0,6.0,4.0,1.1666666666666667,0.3333333333333333
orb_0635,moved_cov,unsolved,YYXXYx,YYYYxYXXyyyyxYX,21,1,21.0,6.0,4.0,1.3333333333333333,0.23809523809523808
orb_0636,moved_cov,unsolved,YYXXYx,YYYYxYXyxyXyxyX,21,1,21.0,8.0,6.0,1.125,0.14285714285714285
orb_0637,moved_cov,solved,YYXXyXyxx,YYXyXyxYYXyx,21,1,21.0,8.0,5.0,1.25,0.047619047619047616
orb_0638,moved_cov,unsolved,YYXXyx,YXyXXXXXYxyxxxx,21,1,21.0,6.0,4.0,1.1666666666666667,0.3333333333333333
orb_0639,moved_cov,unsolved,YYXXyx,YXyXXXXYxyxxxxx,21,1,21.0,6.0,4.0,1.1666666666666667,0.3333333333333333
orb_0640,moved_cov,unsolved,YYXXyx,YYXXYYXXXyxxYXX,21,1,21.0,6.0,4.0,1.5,0.14285714285714285
orb_0641,moved_cov,unsolved,YYXXyx,YYXyxxxxYXyXXXX,21,1,21.0,6.0,4.0,1.3333333333333333,0.23809523809523808
orb_0642,moved_cov,unsolved,YYXXyx,YYXyxxxxxYXyXXX,21,1,21.0,6.0,4.0,1.3333333333333333,0.23809523809523808
orb_0643,moved_cov,unsolved,YYXXyx,YYXyyxxxyyxxxyX,21,1,21.0,6.0,4.0,1.6666666666666667,0.047619047619047616
orb_0644,moved_cov,unsolved,YYXXyx,YYYYXYxyyyyXyxx,21,1,21.0,6.0,4.0,1.3333333333333333,0.23809523809523808
orb_0645,moved_cov,unsolved,YYXXyx,YYYYYXYxyXyxyXX,21,1,21.0,7.0,5.0,1.2857142857142858,0.14285714285714285
orb_0646,moved_cov,unsolved,YYXXyx,YYYYYYXyxyyyyXX,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0647,seed,unsolved,YYXXyx,YYYYYYYXyXyxyXX,21,1,21.0,6.0,4.0,1.3333333333333333,0.23809523809523808
orb_0648,moved_cov,unsolved,YYXXyx,YYYYYYYXyxyyyXX,21,1,21.0,5.0,3.0,1.4,0.3333333333333333
orb_0649,moved_cov,unsolved,YYXXyxx,YYXyxxYxyXYxyX,21,1,21.0,8.0,6.0,1.25,0.047619047619047616
orb_0650,moved_cov,solved,YYXXyxx,YYxxxxxxyXXXXX,21,1,21.0,4.0,2.0,1.5,0.42857142857142855
orb_0651,moved_cov,solved,YYXYXXyXyx,YXXyxYXXyxx,21,1,21.0,8.0,4.0,1.125,0.14285714285714285
orb_0652,moved_cov,unsolved,YYXYxYXXYx,YYYXyxyyXYx,21,1,21.0,8.0,4.0,1.125,0.14285714285714285
orb_0653,moved_cov,unsolved,YYYXXXXyyx,YYYxxyyXXXX,21,1,21.0,4.0,2.0,2.5,0.047619047619047616
orb_0654,moved_cov,solved,X,YYXyxYXyxYXyxYXyxYXyx,22,1,22.0,10.0,10.0,1.0,0.0
orb_0655,moved_cov,solved,YXXXXyxxx,YYXXXXXXXXyxx,22,1,22.0,4.0,2.0,1.25,0.5454545454545454
orb_0656,moved_cov,unsolved,YXXXXyxxx,YYXXXYxxxyXyX,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0657,moved_cov,unsolved,YXXXXyxxx,YYXXXYxxxyXyx,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
