pres_id,beam_k,mu_in,best_mu,hits_stop,descended,best_rep,best_chain,chain_len,n_orbits_seen,stopped_reason,n_aut_canon,n_expanded,n_rungs,rungs_cap,stop_mu
579,8,21,11,True,True,"[""YXXX"", ""YYYXyyX""]","[""xy"", ""XXXyx"", ""Yxxxy"", ""Xy""]",4,81,stop_mu,411,24,4,256,12
327,8,15,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xyy"", ""xy"", ""yX"", ""yX""]",4,82,stop_mu,261,25,4,256,12
333,8,14,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""yX"", ""yX"", ""yX""]",3,58,stop_mu,164,17,3,256,12
380,8,17,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,86,stop_mu,225,25,4,256,12
546,8,18,6,True,True,"[""X"", ""YYXyx""]","[""xy"", ""xx"", ""Xy"", ""yX""]",4,77,stop_mu,319,23,4,256,12
548,8,17,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""xxy"", ""xy"", ""yX""]",3,60,stop_mu,194,17,3,256,12
533,8,16,12,True,True,"[""YXXyx"", ""YYXyxxx""]","[""xy"", ""yX"", ""yX"", ""yX""]",4,87,stop_mu,266,25,4,256,12
589,8,20,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xxxy"", ""xy"", ""yx""]",3,64,stop_mu,268,17,3,256,12
580,8,21,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xy"", ""XXyx"", ""xx"", ""yX"", ""yX""]",5,97,stop_mu,392,32,5,256,12
609,8,22,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,119,stop_mu,370,33,5,256,12
538,8,17,11,True,True,"[""YXXyx"", ""YYXyxx""]","[""xyy"", ""xy"", ""yX""]",3,61,stop_mu,234,17,3,256,12
606,8,23,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xy"", ""XXXyx"", ""Yxxxy"", ""XXyxx"", ""yx"", ""xx""]",6,127,stop_mu,591,41,6,256,12
544,8,16,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""yX"", ""yX"", ""yX"", ""yX"", ""yx"", ""yx"", ""yx"", ""yx""]",8,197,stop_mu,519,57,8,256,12
549,8,18,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yX"", ""xy"", ""yX"", ""yx"", ""yx"", ""yx"", ""yx""]",9,216,stop_mu,639,65,9,256,12
543,8,19,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxxy"", ""yX"", ""yX"", ""yX"", ""yX"", ""yx"", ""yx"", ""yx"", ""yx""]",9,218,stop_mu,598,65,9,256,12
565,8,18,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""yX"", ""yx"", ""yx"", ""Xy"", ""xy"", ""xy"", ""xy"", ""yx"", ""xy"", ""Xyx"", ""yx"", ""xx"", ""yX"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""Xy"", ""Xy"", ""yx"", ""yX"", ""yx"", ""Xy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""XXy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",37,952,stop_mu,2459,289,37,256,12
602,8,22,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,121,stop_mu,401,33,5,256,12
632,8,25,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxxy"", ""xy"", ""yx"", ""yx"", ""yX""]",5,112,stop_mu,427,33,5,256,12
573,8,21,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""xxxxy"", ""xy"", ""Yxxy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,144,stop_mu,450,49,7,256,12
586,8,21,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxxy"", ""xy"", ""yX"", ""xy"", ""xyX"", ""yX"", ""xyX"", ""xx"", ""yx"", ""xy"", ""xy"", ""yx"", ""yX"", ""yX"", ""Xyx"", ""yx"", ""XXy"", ""xy"", ""xyX"", ""xy"", ""yX"", ""Xy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""XXy"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",32,808,stop_mu,2114,249,32,256,12
581,8,21,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""xxxxy"", ""xy"", ""yX"", ""xy"", ""xyX"", ""yX"", ""xyX"", ""xx"", ""yx"", ""xy"", ""xy"", ""yx"", ""yX"", ""yX"", ""Xyx"", ""yx"", ""XXy"", ""xy"", ""xyX"", ""xy"", ""yX"", ""Xy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""XXy"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",32,808,stop_mu,2114,249,32,256,12
575,8,18,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""yX"", ""yx"", ""yx"", ""Xy"", ""xy"", ""xy"", ""xy"", ""yx"", ""xy"", ""Xyx"", ""yx"", ""xx"", ""yX"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""Xy"", ""Xy"", ""yx"", ""yX"", ""yx"", ""Xy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""XXy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",37,952,stop_mu,2459,289,37,256,12
568,8,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,147,stop_mu,437,49,7,256,12
578,8,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,147,stop_mu,437,49,7,256,12
583,8,19,12,True,True,"[""YXXyx"", ""YYYXyyX""]","[""XXy"", ""xyy"", ""xyy"", ""Xyx"", ""Xyx"", ""yx"", ""xy""]",7,147,stop_mu,437,49,7,256,12
628,8,24,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""XXyx"", ""xx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",11,273,stop_mu,862,79,11,256,12
633,8,24,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""XXyx"", ""xx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",11,273,stop_mu,862,79,11,256,12
596,8,20,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xy"", ""yX"", ""xyX"", ""xy"", ""xyX"", ""Xyx"", ""xx"", ""yx"", ""yx"", ""Xyx"", ""XXy"", ""yx"", ""Xy"", ""Xyx"", ""xy"", ""xyX"", ""xx"", ""yxy"", ""yxy"", ""Yxy"", ""Yxy"", ""yx"", ""yx"", ""yx"", ""yX"", ""yx"", ""Xy"", ""xyX"", ""xx"", ""xy"", ""xyX"", ""xy"", ""xx"", ""yX"", ""Xyx"", ""yX"", ""xy"", ""xy"", ""Xy"", ""yx"", ""yX"", ""yx"", ""xx"", ""xx"", ""yX"", ""Xy"", ""xy"", ""Xyx"", ""xy"", ""Xy"", ""Xy"", ""yx"", ""yX"", ""yx"", ""xxy"", ""Xy"", ""xy"", ""xy"", ""xy"", ""yx"", ""xy"", ""yx"", ""xx"", ""yx"", ""yX"", ""xxy"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""Xy"", ""yx"", ""xx"", ""xx"", ""Xy"", ""Xy"", ""xy"", ""xy"", ""xy"", ""yX"", ""yx"", ""xy"", ""yX"", ""yX"", ""XXy"", ""Xy"", ""xx"", ""yX"", ""yX"", ""yx"", ""xyX"", ""xy"", ""Xyx"", ""xx"", ""yxy"", ""xy"", ""Xy"", ""xy"", ""xy"", ""xy"", ""yx"", ""xy"", ""Xyx"", ""yx"", ""xx"", ""yX"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""Xy"", ""Xy"", ""yx"", ""yX"", ""yx"", ""Xy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""XXy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",136,3320,stop_mu,8964,1081,136,256,12
605,8,20,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xy"", ""yX"", ""xyX"", ""xy"", ""xyX"", ""Xyx"", ""xx"", ""yx"", ""yx"", ""Xyx"", ""XXy"", ""yx"", ""Xy"", ""Xyx"", ""xy"", ""xyX"", ""xx"", ""yxy"", ""yxy"", ""Yxy"", ""Yxy"", ""yx"", ""yx"", ""yx"", ""yX"", ""yx"", ""Xy"", ""xyX"", ""xx"", ""xy"", ""xyX"", ""xy"", ""xx"", ""yX"", ""Xyx"", ""yX"", ""xy"", ""xy"", ""Xy"", ""yx"", ""yX"", ""yx"", ""xx"", ""xx"", ""yX"", ""Xy"", ""xy"", ""Xyx"", ""xy"", ""Xy"", ""Xy"", ""yx"", ""yX"", ""yx"", ""xxy"", ""Xy"", ""xy"", ""xy"", ""xy"", ""yx"", ""xy"", ""yx"", ""xx"", ""yx"", ""yX"", ""xxy"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""Xy"", ""yx"", ""xx"", ""xx"", ""Xy"", ""Xy"", ""xy"", ""xy"", ""xy"", ""yX"", ""yx"", ""xy"", ""yX"", ""yX"", ""XXy"", ""Xy"", ""xx"", ""yX"", ""yX"", ""yx"", ""xyX"", ""xy"", ""Xyx"", ""xx"", ""yxy"", ""xy"", ""Xy"", ""xy"", ""xy"", ""xy"", ""yx"", ""xy"", ""Xyx"", ""yx"", ""xx"", ""yX"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""Xy"", ""Xy"", ""yx"", ""yX"", ""yx"", ""Xy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""XXy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",136,3320,stop_mu,8964,1081,136,256,12
610,8,20,12,True,True,"[""YXXyx"", ""YYXyXXX""]","[""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xy"", ""yX"", ""xyX"", ""xy"", ""xyX"", ""Xyx"", ""xx"", ""yx"", ""yx"", ""Xyx"", ""XXy"", ""yx"", ""Xy"", ""Xyx"", ""xy"", ""xyX"", ""xx"", ""yxy"", ""yxy"", ""Yxy"", ""Yxy"", ""yx"", ""yx"", ""yx"", ""yX"", ""yx"", ""Xy"", ""xyX"", ""xx"", ""xy"", ""xyX"", ""xy"", ""xx"", ""yX"", ""Xyx"", ""yX"", ""xy"", ""xy"", ""Xy"", ""yx"", ""yX"", ""yx"", ""xx"", ""xx"", ""yX"", ""Xy"", ""xy"", ""Xyx"", ""xy"", ""Xy"", ""Xy"", ""yx"", ""yX"", ""yx"", ""xxy"", ""Xy"", ""xy"", ""xy"", ""xy"", ""yx"", ""xy"", ""yx"", ""xx"", ""yx"", ""yX"", ""xxy"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""Xy"", ""yx"", ""xx"", ""xx"", ""Xy"", ""Xy"", ""xy"", ""xy"", ""xy"", ""yX"", ""yx"", ""xy"", ""yX"", ""yX"", ""XXy"", ""Xy"", ""xx"", ""yX"", ""yX"", ""yx"", ""xyX"", ""xy"", ""Xyx"", ""xx"", ""yxy"", ""xy"", ""Xy"", ""xy"", ""xy"", ""xy"", ""yx"", ""xy"", ""Xyx"", ""yx"", ""xx"", ""yX"", ""yx"", ""xyX"", ""Xy"", ""Xy"", ""Xy"", ""Xy"", ""yx"", ""yX"", ""yx"", ""Xy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""XXy"", ""yx"", ""yx"", ""XXy"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx"", ""yx""]",136,3320,stop_mu,8964,1081,136,256,12
625,8,22,17,False,True,"[""YYXXXYxx"", ""YYYYXYxyX""]","[""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""Xyx"", ""Xyx"", ""xy"", ""XXy"", ""Xy"", ""xy"", ""yx"", ""xx"", ""xyX"", ""yxy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""XXy"", ""xy"", ""yX"", ""xy"", ""Xyx"", ""Xyx"", ""xy"", ""xyX"", ""xy"", ""xx"", ""yx"", ""Xyx"", ""xxy"", ""yx"", ""xx"", ""yX"", ""xy"", ""yX"", ""xx"", ""xy"", ""xyX"", ""Xy"", ""xxYx"", ""Yxy"", ""yX"", ""yx"", ""Yxy"", ""yx"", ""yx"", ""yx"", ""Xy"", ""yx"", ""yx"", ""xxy"", ""xx"", ""xy"", ""Xy"", ""yx"", ""xy"", ""xx"", ""Xy"", ""Xyx"", ""Yxy"", ""Yxy"", ""yx"", ""yX"", ""yx"", ""xxy"", ""Xy"", ""yX"", ""Xy"", ""xyX"", ""Xyx"", ""xyX"", ""xyX"", ""xy"", ""Xyx"", ""xx"", ""yX"", ""yX"", ""Xy"", ""yx"", ""Xyx"", ""Xy"", ""Xy"", ""xx"", ""yX"", ""yX"", ""xxy"", ""Xy"", ""yx"", ""Xy"", ""Xy"", ""Xy"", ""Xy"", ""yX"", ""yX"", ""yX"", ""xxy"", ""Xy"", ""xx"", ""yX"", ""xx"", ""Xy"", ""xx"", ""XXXyx"", ""yX"", ""yxY"", ""Xyx"", ""xy"", ""Xyx"", ""xx"", ""Xy"", ""xy"", ""yxy"", ""Yxy"", ""yx"", ""xyX"", ""xx"", ""yX"", ""yX"", ""yX"", ""xy"", ""Xy"", ""xyX"", ""yx"", ""yx"", ""yx"", ""xxy"", ""xx"", ""xx"", ""yX"", ""yx"", ""xy"", ""Xyx"", ""xx"", ""yx"", ""yx"", ""Xyx"", ""xyX"", ""Xyx"", ""xy"", ""xxy"", ""yX"", ""xx"", ""yx"", ""yx"", ""xxy"", ""yx"", ""xx"", ""yx"", ""xy"", ""xx"", ""Xy"", ""xx"", ""XXXXyx""]",160,5867,rungs_exhausted,16983,2041,256,256,12
622,8,22,17,False,True,"[""YYXXXYxx"", ""YYYYXYxyX""]","[""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""Xyx"", ""Xyx"", ""xy"", ""XXy"", ""Xy"", ""xy"", ""yx"", ""xx"", ""xyX"", ""yxy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""XXy"", ""xy"", ""yX"", ""xy"", ""Xyx"", ""Xyx"", ""xy"", ""xyX"", ""xy"", ""xx"", ""yx"", ""Xyx"", ""xxy"", ""yx"", ""xx"", ""yX"", ""xy"", ""yX"", ""xx"", ""xy"", ""xyX"", ""Xy"", ""xxYx"", ""Yxy"", ""yX"", ""yx"", ""Yxy"", ""yx"", ""yx"", ""yx"", ""Xy"", ""yx"", ""yx"", ""xxy"", ""xx"", ""xy"", ""Xy"", ""yx"", ""xy"", ""xx"", ""Xy"", ""Xyx"", ""Yxy"", ""Yxy"", ""yx"", ""yX"", ""yx"", ""xxy"", ""Xy"", ""yX"", ""Xy"", ""xyX"", ""Xyx"", ""xyX"", ""xyX"", ""xy"", ""Xyx"", ""xx"", ""yX"", ""yX"", ""Xy"", ""yx"", ""Xyx"", ""Xy"", ""Xy"", ""xx"", ""yX"", ""yX"", ""xxy"", ""Xy"", ""yx"", ""Xy"", ""Xy"", ""Xy"", ""Xy"", ""yX"", ""yX"", ""yX"", ""xxy"", ""Xy"", ""xx"", ""yX"", ""xx"", ""Xy"", ""xx"", ""XXXyx"", ""yX"", ""yxY"", ""Xyx"", ""xy"", ""Xyx"", ""xx"", ""Xy"", ""xy"", ""yxy"", ""Yxy"", ""yx"", ""xyX"", ""xx"", ""yX"", ""yX"", ""yX"", ""xy"", ""Xy"", ""xyX"", ""yx"", ""yx"", ""yx"", ""xxy"", ""xx"", ""xx"", ""yX"", ""yx"", ""xy"", ""Xyx"", ""xx"", ""yx"", ""yx"", ""Xyx"", ""xyX"", ""Xyx"", ""xy"", ""xxy"", ""yX"", ""xx"", ""yx"", ""yx"", ""xxy"", ""yx"", ""xx"", ""yx"", ""xy"", ""xx"", ""Xy"", ""xx"", ""XXXXyx""]",160,5867,rungs_exhausted,16983,2041,256,256,12
624,8,22,17,False,True,"[""YYXXXYxx"", ""YYYYXYxyX""]","[""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""Xyx"", ""Xyx"", ""xy"", ""XXy"", ""Xy"", ""xy"", ""yx"", ""xx"", ""xyX"", ""yxy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""XXy"", ""xy"", ""yX"", ""xy"", ""Xyx"", ""Xyx"", ""xy"", ""xyX"", ""xy"", ""xx"", ""yx"", ""Xyx"", ""xxy"", ""yx"", ""xx"", ""yX"", ""xy"", ""yX"", ""xx"", ""xy"", ""xyX"", ""Xy"", ""xxYx"", ""Yxy"", ""yX"", ""yx"", ""Yxy"", ""yx"", ""yx"", ""yx"", ""Xy"", ""yx"", ""yx"", ""xxy"", ""xx"", ""xy"", ""Xy"", ""yx"", ""xy"", ""xx"", ""Xy"", ""Xyx"", ""Yxy"", ""Yxy"", ""yx"", ""yX"", ""yx"", ""xxy"", ""Xy"", ""yX"", ""Xy"", ""xyX"", ""Xyx"", ""xyX"", ""xyX"", ""xy"", ""Xyx"", ""xx"", ""yX"", ""yX"", ""Xy"", ""yx"", ""Xyx"", ""Xy"", ""Xy"", ""xx"", ""yX"", ""yX"", ""xxy"", ""Xy"", ""yx"", ""Xy"", ""Xy"", ""Xy"", ""Xy"", ""yX"", ""yX"", ""yX"", ""xxy"", ""Xy"", ""xx"", ""yX"", ""xx"", ""Xy"", ""xx"", ""XXXyx"", ""yX"", ""yxY"", ""Xyx"", ""xy"", ""Xyx"", ""xx"", ""Xy"", ""xy"", ""yxy"", ""Yxy"", ""yx"", ""xyX"", ""xx"", ""yX"", ""yX"", ""yX"", ""xy"", ""Xy"", ""xyX"", ""yx"", ""yx"", ""yx"", ""xxy"", ""xx"", ""xx"", ""yX"", ""yx"", ""xy"", ""Xyx"", ""xx"", ""yx"", ""yx"", ""Xyx"", ""xyX"", ""Xyx"", ""xy"", ""xxy"", ""yX"", ""xx"", ""yx"", ""yx"", ""xxy"", ""yx"", ""xx"", ""yx"", ""xy"", ""xx"", ""Xy"", ""xx"", ""XXXXyx""]",160,5867,rungs_exhausted,16983,2041,256,256,12
623,8,22,17,False,True,"[""YYXXXYxx"", ""YYYYXYxyX""]","[""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""Xyx"", ""Xyx"", ""xy"", ""XXy"", ""Xy"", ""xy"", ""yx"", ""xx"", ""xyX"", ""yxy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""XXy"", ""xy"", ""yX"", ""xy"", ""Xyx"", ""Xyx"", ""xy"", ""xyX"", ""xy"", ""xx"", ""yx"", ""Xyx"", ""xxy"", ""yx"", ""xx"", ""yX"", ""xy"", ""yX"", ""xx"", ""xy"", ""xyX"", ""Xy"", ""xxYx"", ""Yxy"", ""yX"", ""yx"", ""Yxy"", ""yx"", ""yx"", ""yx"", ""Xy"", ""yx"", ""yx"", ""xxy"", ""xx"", ""xy"", ""Xy"", ""yx"", ""xy"", ""xx"", ""Xy"", ""Xyx"", ""Yxy"", ""Yxy"", ""yx"", ""yX"", ""yx"", ""xxy"", ""Xy"", ""yX"", ""Xy"", ""xyX"", ""Xyx"", ""xyX"", ""xyX"", ""xy"", ""Xyx"", ""xx"", ""yX"", ""yX"", ""Xy"", ""yx"", ""Xyx"", ""Xy"", ""Xy"", ""xx"", ""yX"", ""yX"", ""xxy"", ""Xy"", ""yx"", ""Xy"", ""Xy"", ""Xy"", ""Xy"", ""yX"", ""yX"", ""yX"", ""xxy"", ""Xy"", ""xx"", ""yX"", ""xx"", ""Xy"", ""xx"", ""XXXyx"", ""yX"", ""yxY"", ""Xyx"", ""xy"", ""Xyx"", ""xx"", ""Xy"", ""xy"", ""yxy"", ""Yxy"", ""yx"", ""xyX"", ""xx"", ""yX"", ""yX"", ""yX"", ""xy"", ""Xy"", ""xyX"", ""yx"", ""yx"", ""yx"", ""xxy"", ""xx"", ""xx"", ""yX"", ""yx"", ""xy"", ""Xyx"", ""xx"", ""yx"", ""yx"", ""Xyx"", ""xyX"", ""Xyx"", ""xy"", ""xxy"", ""yX"", ""xx"", ""yx"", ""yx"", ""xxy"", ""yx"", ""xx"", ""yx"", ""xy"", ""xx"", ""Xy"", ""xx"", ""XXXXyx""]",160,5867,rungs_exhausted,16983,2041,256,256,12
634,8,23,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xxx"", ""XXyxx"", ""xx"", ""Xyx"", ""yX"", ""XXXyx"", ""yyx"", ""xyy"", ""xyy"", ""yx"", ""xyy"", ""yxxY"", ""Xy"", ""xy"", ""xxx"", ""Xyx"", ""yx""]",17,361,stop_mu,1172,129,17,256,12
635,8,23,11,True,True,"[""YXXyx"", ""YYXyXX""]","[""xxx"", ""XXyxx"", ""xx"", ""Xyx"", ""yX"", ""XXXyx"", ""yyx"", ""xyy"", ""xyy"", ""yx"", ""xyy"", ""yxxY"", ""Xy"", ""xy"", ""xxx"", ""Xyx"", ""yx""]",17,361,stop_mu,1172,129,17,256,12
637,8,22,17,False,True,"[""YYXXXYxx"", ""YYYYXYxyX""]","[""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""Xyx"", ""Xyx"", ""xy"", ""XXy"", ""Xy"", ""xy"", ""yx"", ""xx"", ""xyX"", ""yxy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""XXy"", ""xy"", ""yX"", ""xy"", ""Xyx"", ""Xyx"", ""xy"", ""xyX"", ""xy"", ""xx"", ""yx"", ""Xyx"", ""xxy"", ""yx"", ""xx"", ""yX"", ""xy"", ""yX"", ""xx"", ""xy"", ""xyX"", ""Xy"", ""xxYx"", ""Yxy"", ""yX"", ""yx"", ""Yxy"", ""yx"", ""yx"", ""yx"", ""Xy"", ""yx"", ""yx"", ""xxy"", ""xx"", ""xy"", ""Xy"", ""yx"", ""xy"", ""xx"", ""Xy"", ""Xyx"", ""Yxy"", ""Yxy"", ""yx"", ""yX"", ""yx"", ""xxy"", ""Xy"", ""yX"", ""Xy"", ""xyX"", ""Xyx"", ""xyX"", ""xyX"", ""xy"", ""Xyx"", ""xx"", ""yX"", ""yX"", ""Xy"", ""yx"", ""Xyx"", ""Xy"", ""Xy"", ""xx"", ""yX"", ""yX"", ""xxy"", ""Xy"", ""yx"", ""Xy"", ""Xy"", ""Xy"", ""Xy"", ""yX"", ""yX"", ""yX"", ""xxy"", ""Xy"", ""xx"", ""yX"", ""xx"", ""Xy"", ""xx"", ""XXXyx"", ""yX"", ""yxY"", ""Xyx"", ""xy"", ""Xyx"", ""xx"", ""Xy"", ""xy"", ""yxy"", ""Yxy"", ""yx"", ""xyX"", ""xx"", ""yX"", ""yX"", ""yX"", ""xy"", ""Xy"", ""xyX"", ""yx"", ""yx"", ""yx"", ""xxy"", ""xx"", ""xx"", ""yX"", ""yx"", ""xy"", ""Xyx"", ""xx"", ""yx"", ""yx"", ""Xyx"", ""xyX"", ""Xyx"", ""xy"", ""xxy"", ""yX"", ""xx"", ""yx"", ""yx"", ""xxy"", ""yx"", ""xx"", ""yx"", ""xy"", ""xx"", ""Xy"", ""xx"", ""XXXXyx""]",160,5867,rungs_exhausted,16983,2041,256,256,12
639,8,22,17,False,True,"[""YYXXXYxx"", ""YYYYXYxyX""]","[""yX"", ""yX"", ""yx"", ""Xy"", ""xy"", ""xyX"", ""xy"", ""yx"", ""xx"", ""Xyx"", ""Xyx"", ""Xyx"", ""xy"", ""XXy"", ""Xy"", ""xy"", ""yx"", ""xx"", ""xyX"", ""yxy"", ""yXXy"", ""Xy"", ""yX"", ""yX"", ""XXy"", ""xy"", ""yX"", ""xy"", ""Xyx"", ""Xyx"", ""xy"", ""xyX"", ""xy"", ""xx"", ""yx"", ""Xyx"", ""xxy"", ""yx"", ""xx"", ""yX"", ""xy"", ""yX"", ""xx"", ""xy"", ""xyX"", ""Xy"", ""xxYx"", ""Yxy"", ""yX"", ""yx"", ""Yxy"", ""yx"", ""yx"", ""yx"", ""Xy"", ""yx"", ""yx"", ""xxy"", ""xx"", ""xy"", ""Xy"", ""yx"", ""xy"", ""xx"", ""Xy"", ""Xyx"", ""Yxy"", ""Yxy"", ""yx"", ""yX"", ""yx"", ""xxy"", ""Xy"", ""yX"", ""Xy"", ""xyX"", ""Xyx"", ""xyX"", ""xyX"", ""xy"", ""Xyx"", ""xx"", ""yX"", ""yX"", ""Xy"", ""yx"", ""Xyx"", ""Xy"", ""Xy"", ""xx"", ""yX"", ""yX"", ""xxy"", ""Xy"", ""yx"", ""Xy"", ""Xy"", ""Xy"", ""Xy"", ""yX"", ""yX"", ""yX"", ""xxy"", ""Xy"", ""xx"", ""yX"", ""xx"", ""Xy"", ""xx"", ""XXXyx"", ""yX"", ""yxY"", ""Xyx"", ""xy"", ""Xyx"", ""xx"", ""Xy"", ""xy"", ""yxy"", ""Yxy"", ""yx"", ""xyX"", ""xx"", ""yX"", ""yX"", ""yX"", ""xy"", ""Xy"", ""xyX"", ""yx"", ""yx"", ""yx"", ""xxy"", ""xx"", ""xx"", ""yX"", ""yx"", ""xy"", ""Xyx"", ""xx"", ""yx"", ""yx"", ""Xyx"", ""xyX"", ""Xyx"", ""xy"", ""xxy"", ""yX"", ""xx"", ""yx"", ""yx"", ""xxy"", ""yx"", ""xx"", ""yx"", ""xy"", ""xx"", ""Xy"", ""xx"", ""XXXXyx""]",160,5867,rungs_exhausted,16983,2041,256,256,12
