category,from_class,from_side,to_class,to_side,z,iso_gen,iso_index,n_subs,out_r1,out_r2,to_rep_r1,to_rep_r2
solved_to_solved,sol_072,solved,sol_001,solved,XXy,x,0,2,XXyXyXyXy,YXyXyx,X,YYXyx
solved_to_solved,sol_072,solved,sol_001,solved,XXy,y,0,2,XYXXXX,YXXyx,X,YYXyx
solved_to_solved,sol_072,solved,sol_001,solved,xxy,x,0,2,XYxYxYxYx,YXyXyx,X,YYXyx
solved_to_solved,sol_072,solved,sol_001,solved,xxy,y,0,2,xYXXXX,YxxyX,X,YYXyx
solved_to_solved,sol_073,solved,sol_001,solved,Xy,y,0,2,XYxxx,YXXyx,X,YYXyx
solved_to_solved,sol_073,solved,sol_015,solved,xx,x,0,3,XXYxyXyx,YXyyx,YYXyx,YXXyx
solved_to_solved,sol_073,solved,sol_001,solved,xy,y,0,2,xYx,YxxyX,X,YYXyx
solved_to_solved,sol_073,solved,sol_033,solved,yX,y,0,2,YYXXyxx,YxxyX,YXXyx,YYXXyxx
solved_to_solved,sol_073,solved,sol_001,solved,yx,y,0,2,Yxxxx,YXXyx,X,YYXyx
solved_to_solved,sol_073,solved,sol_001,solved,XXy,x,0,2,XYxYx,YXyXyx,X,YYXyx
solved_to_solved,sol_073,solved,sol_001,solved,XXy,y,0,2,XYxx,YXXyx,X,YYXyx
solved_to_solved,sol_073,solved,sol_001,solved,Xyx,x,0,2,XyXyX,YxYxyX,X,YYXyx
solved_to_solved,sol_073,solved,sol_001,solved,Xyx,y,0,2,Yxxx,YXXyx,X,YYXyx
solved_to_solved,sol_073,solved,sol_001,solved,xxy,x,0,2,XXyXy,YXyXyx,X,YYXyx
solved_to_solved,sol_073,solved,sol_001,solved,xxy,y,0,2,xYxx,YxxyX,X,YYXyx
solved_to_solved,sol_074,solved,sol_083,solved,xy,y,0,3,xYXYYxyyXX,YxxyX,YXXyx,YYXyyxYx
solved_to_solved,sol_074,solved,sol_018,solved,yX,y,0,2,YXXYXXXYXyy,YxxyX,YXXyx,YYXyXX
solved_to_solved,sol_074,solved,sol_070,solved,yx,y,0,3,YYxxYXXXyXXy,YXXyx,YXXyx,YYXXXyXX
solved_to_solved,sol_075,solved,sol_081,solved,xy,y,0,3,xYXYYxyy,YxxyX,YXXyx,YYXyyXYx
solved_to_solved,sol_075,solved,sol_019,solved,yX,y,0,2,YYXXXYXyxxy,YxxyX,YXXyx,YYXyxx
solved_to_solved,sol_075,solved,sol_071,solved,yx,y,0,3,YxxYxxYXXXyy,YXXyx,YXXyx,YYXXXyxx
solved_to_solved,sol_076,solved,sol_089,solved,Xy,y,0,2,XYYYXyy,YXXyx,YXXyx,YYYXyyX
solved_to_solved,sol_076,solved,sol_019,solved,yX,y,0,2,YXXYXXXYxyy,YxxyX,YXXyx,YYXyxx
solved_to_solved,sol_076,solved,sol_018,solved,yx,y,0,3,YYxxYXyXXy,YXXyx,YXXyx,YYXyXX
solved_to_solved,sol_076,solved,sol_089,solved,Xyx,x,0,2,XXYxxxY,YxYxyX,YXXyx,YYYXyyX
solved_to_solved,sol_076,solved,sol_089,solved,Xyx,y,0,2,YxYxYXyXyX,YXXyx,YXXyx,YYYXyyX
solved_to_solved,sol_077,solved,sol_000,solved,Xy,y,0,2,XYYYXyyxx,YXXyx,YXXyx,YYYXyyx
solved_to_solved,sol_077,solved,sol_018,solved,yX,y,0,2,YYXXXYxyxxy,YxxyX,YXXyx,YYXyXX
solved_to_solved,sol_077,solved,sol_019,solved,yx,y,0,3,YxxYxxYXyy,YXXyx,YXXyx,YYXyxx
solved_to_solved,sol_077,solved,sol_000,solved,Xyx,x,0,2,XXYxxyX,YxYxyX,YXXyx,YYYXyyx
solved_to_solved,sol_077,solved,sol_020,solved,Xyx,x,1,2,XXXYxxy,YXXYxyxx,YYXXYx,YYYXyyx
solved_to_solved,sol_077,solved,sol_000,solved,Xyx,y,0,2,YxYxYXyXyx,YXXyx,YXXyx,YYYXyyx
solved_to_solved,sol_078,solved,sol_090,solved,xx,x,0,3,XXXYxxYY,YXyyx,YXXyx,YYYXyyXX
solved_to_solved,sol_078,solved,sol_079,solved,xy,y,0,2,xYXYxyXXXXX,YxxyX,YXXyx,YYXyxxxx
solved_to_solved,sol_078,solved,sol_034,solved,yx,y,0,2,YYXyXXX,YXXyx,YXXyx,YYXyXXX
solved_to_solved,sol_079,solved,sol_034,solved,Xy,y,0,2,XYYxyxxxx,YXXyx,YXXyx,YYXyXXX
solved_to_solved,sol_079,solved,sol_091,solved,xx,x,0,3,XXXYxxyy,YXyyx,YXXyx,YYYXyyxx
solved_to_solved,sol_079,solved,sol_078,solved,xy,y,0,2,xYXYxyxxx,YxxyX,YXXyx,YYXyXXXX
solved_to_solved,sol_079,solved,sol_035,solved,yX,y,0,2,YYXyxxx,YxxyX,YXXyx,YYXyxxx
solved_to_solved,sol_079,solved,sol_034,solved,yx,y,0,2,YxxYxyxxx,YXXyx,YXXyx,YYXyXXX
solved_to_solved,sol_079,solved,sol_034,solved,Xyx,x,0,2,XXyyXyXyX,YxYxyX,YXXyx,YYXyXXX
solved_to_solved,sol_079,solved,sol_034,solved,Xyx,y,0,2,YxYxyxxx,YXXyx,YXXyx,YYXyXXX
solved_to_solved,sol_080,solved,sol_034,solved,yX,y,0,2,YXXYXyXXX,YxxyX,YXXyx,YYXyXXX
solved_to_solved,sol_080,solved,sol_018,solved,yx,y,0,3,YYXyXX,YXXyx,YXXyx,YYXyXX
solved_to_solved,sol_081,solved,sol_019,solved,Xy,y,0,3,XYYxyX,YXXyx,YXXyx,YYXyxx
solved_to_solved,sol_081,solved,sol_018,solved,yX,y,0,3,YYXyXX,YxxyX,YXXyx,YYXyXX
solved_to_solved,sol_081,solved,sol_014,solved,yx,y,0,2,YxxYXyX,YXXyx,YYXyX,YXXyx
solved_to_solved,sol_081,solved,sol_014,solved,Xyx,x,0,2,XYxxY,YxYxyX,YYXyX,YXXyx
solved_to_solved,sol_081,solved,sol_014,solved,Xyx,y,0,2,YxYXyX,YXXyx,YYXyX,YXXyx
solved_to_solved,sol_082,solved,sol_014,solved,Xy,y,0,3,XYYxyXyxyx,YXXyx,YYXyX,YXXyx
solved_to_solved,sol_082,solved,sol_019,solved,yX,y,0,3,YYXyyxxy,YxxyX,YXXyx,YYXyxx
solved_to_solved,sol_082,solved,sol_015,solved,yx,y,0,2,YxxYXyXXyXy,YXXyx,YYXyx,YXXyx
solved_to_solved,sol_082,solved,sol_015,solved,Xyx,x,0,2,XYxxy,YxYxyX,YYXyx,YXXyx
solved_to_solved,sol_082,solved,sol_019,solved,Xyx,x,1,2,xYXXy,YxxYxyXX,YXXyx,YYXyxx
solved_to_solved,sol_082,solved,sol_015,solved,Xyx,y,0,2,YxYXyXyy,YXXyx,YYXyx,YXXyx
solved_to_solved,sol_083,solved,sol_019,solved,yX,y,0,3,YYXyxx,YxxyX,YXXyx,YYXyxx
solved_to_solved,sol_083,solved,sol_035,solved,yx,y,0,2,YxxYXyxxx,YXXyx,YXXyx,YYXyxxx
solved_to_solved,sol_084,solved,sol_014,solved,Xy,y,0,2,XYYXy,YXXyx,YYXyX,YXXyx
solved_to_solved,sol_084,solved,sol_014,solved,xx,x,0,2,XXXYxYx,YXyyx,YYXyX,YXXyx
solved_to_solved,sol_084,solved,sol_014,solved,xy,y,0,2,xYYXyXX,YxxyX,YYXyX,YXXyx
solved_to_solved,sol_084,solved,sol_032,solved,yX,y,0,2,YXXYXXYXXyy,YxxyX,YXXyx,YYXXyXX
solved_to_solved,sol_084,solved,sol_032,solved,yx,y,0,2,YYxxYXXyXXy,YXXyx,YXXyx,YYXXyXX
solved_to_solved,sol_084,solved,sol_014,solved,XXy,x,0,2,XXXyy,YXyXyx,YYXyX,YXXyx
solved_to_solved,sol_084,solved,sol_014,solved,XXy,y,0,2,XYXYXy,YXXyx,YYXyX,YXXyx
solved_to_solved,sol_084,solved,sol_014,solved,xxy,x,0,2,XXYxxYx,YXyXyx,YYXyX,YXXyx
solved_to_solved,sol_084,solved,sol_014,solved,xxy,y,0,2,xYxYXyXX,YxxyX,YYXyX,YXXyx
solved_to_solved,sol_085,solved,sol_015,solved,Xy,y,0,2,XYYXyxx,YXXyx,YYXyx,YXXyx
solved_to_solved,sol_085,solved,sol_015,solved,xx,x,0,2,XXXYxyx,YXyyx,YYXyx,YXXyx
solved_to_solved,sol_085,solved,sol_071,solved,xx,x,1,2,XYXyxxx,YXXyxyxxx,YXXyx,YYXXXyxx
solved_to_solved,sol_085,solved,sol_015,solved,xy,y,0,2,xYYXy,YxxyX,YYXyx,YXXyx
solved_to_solved,sol_085,solved,sol_033,solved,yX,y,0,2,YYXXYXXyxxy,YxxyX,YXXyx,YYXXyxx
solved_to_solved,sol_085,solved,sol_033,solved,yx,y,0,2,YxxYxxYXXyy,YXXyx,YXXyx,YYXXyxx
solved_to_solved,sol_085,solved,sol_015,solved,XXy,x,0,2,XXXyxYx,YXyXyx,YYXyx,YXXyx
solved_to_solved,sol_085,solved,sol_071,solved,XXy,x,1,2,XyXYxxx,YXXXyXXyxx,YXXyx,YYXXXyxx
solved_to_solved,sol_085,solved,sol_015,solved,XXy,y,0,2,XYXYXyxx,YXXyx,YYXyx,YXXyx
solved_to_solved,sol_085,solved,sol_015,solved,xxy,x,0,2,XXYxy,YXyXyx,YYXyx,YXXyx
solved_to_solved,sol_085,solved,sol_071,solved,xxy,x,1,2,YXyxx,YXXyyxxx,YXXyx,YYXXXyxx
solved_to_solved,sol_085,solved,sol_015,solved,xxy,y,0,2,xYxYXy,YxxyX,YYXyx,YXXyx
solved_to_solved,sol_086,solved,sol_091,solved,Xy,y,0,3,XYYYxyyX,YXXyx,YXXyx,YYYXyyxx
solved_to_solved,sol_086,solved,sol_070,solved,yX,y,0,3,YXXYXXYXXXyy,YxxyX,YXXyx,YYXXXyXX
solved_to_solved,sol_086,solved,sol_034,solved,yx,y,0,2,YYxxYXyXXXy,YXXyx,YXXyx,YYXyXXX
solved_to_solved,sol_087,solved,sol_001,solved,Xy,y,0,3,XYYYxyyx,YXXyx,X,YYXyx
solved_to_solved,sol_087,solved,sol_071,solved,yX,y,0,3,YYXXYXXXyxxy,YxxyX,YXXyx,YYXXXyxx
solved_to_solved,sol_087,solved,sol_015,solved,yx,y,0,2,YxxYxxYXyXy,YXXyx,YYXyx,YXXyx
solved_to_solved,sol_087,solved,sol_015,solved,Xyx,x,0,2,XXYxy,YxYxyX,YYXyx,YXXyx
solved_to_solved,sol_087,solved,sol_031,solved,Xyx,x,1,2,xxYXy,YxxxYxyXXX,YXXyx,YYXXXyx
solved_to_solved,sol_087,solved,sol_015,solved,Xyx,y,0,2,YxYxYXyy,YXXyx,YYXyx,YXXyx
solved_to_solved,sol_088,solved,sol_089,solved,Xy,y,0,2,XYYYxyyxx,YXXyx,YXXyx,YYYXyyX
solved_to_solved,sol_088,solved,sol_035,solved,yX,y,0,2,YYXXYXyxxxy,YxxyX,YXXyx,YYXyxxx
solved_to_solved,sol_088,solved,sol_018,solved,yx,y,0,3,YxxYxxYxyy,YXXyx,YXXyx,YYXyXX
solved_to_solved,sol_088,solved,sol_089,solved,Xyx,x,0,2,XXXyxyX,YxYxyX,YXXyx,YYYXyyX
solved_to_solved,sol_088,solved,sol_089,solved,Xyx,y,0,2,YxYxYxyXyx,YXXyx,YXXyx,YYYXyyX
solved_to_solved,sol_089,solved,sol_088,solved,Xy,y,0,2,XYYYxyXy,YXXyx,YXXyx,YYYXyxyx
solved_to_solved,sol_089,solved,sol_076,solved,xy,y,0,2,xYYXYxyyXX,YxxyX,YXXyx,YYXYxyyX
solved_to_solved,sol_089,solved,sol_018,solved,yX,y,0,2,YXXYXXYXyy,YxxyX,YXXyx,YYXyXX
solved_to_solved,sol_089,solved,sol_018,solved,yx,y,0,2,YYxxYXyXXy,YXXyx,YXXyx,YYXyXX
solved_to_solved,sol_091,solved,sol_009,solved,xx,x,0,2,XXXXYxxxy,YXyyx,YXXyx,YYYYXyyyx
solved_to_solved,sol_091,solved,sol_111,solved,xx,x,1,2,XYxxxyXXX,YxxyXyXXX,YYXXXyxx,YXXXXyxxx
solved_to_solved,sol_092,solved,sol_098,solved,xy,y,1,2,xxxxxxxYXXXXXXXYxxxxyXXXXXXXX,YxxxxxxxxyXXXXXXX,YYXXXXyx,YXXXXXXXXyxxxxxxx
solved_to_solved,sol_092,solved,sol_098,solved,xxy,y,1,2,xxxxxxxYXXXXXXYxxxxyXXXXXXXX,YxxxxxxxxyXXXXXXX,YYXXXXyx,YXXXXXXXXyxxxxxxx
solved_to_solved,sol_092,solved,sol_098,solved,xxxy,y,1,2,xxxxxxxYXXXXXYxxxxyXXXXXXXX,YxxxxxxxxyXXXXXXX,YYXXXXyx,YXXXXXXXXyxxxxxxx
solved_to_solved,sol_092,solved,sol_098,solved,xxxxy,y,1,2,xxxxxxxYXXXXYxxxxyXXXXXXXX,YxxxxxxxxyXXXXXXX,YYXXXXyx,YXXXXXXXXyxxxxxxx
solved_to_solved,sol_093,solved,sol_025,solved,xy,y,1,2,xxxxxYXXXXXYxxyXXXXXX,YxxxxxxyXXXXX,YYXXyx,YXXXXXXyxxxxx
solved_to_solved,sol_093,solved,sol_025,solved,xxy,y,1,2,xxxxxYXXXXYxxyXXXXXX,YxxxxxxyXXXXX,YYXXyx,YXXXXXXyxxxxx
solved_to_solved,sol_093,solved,sol_025,solved,xxxy,y,1,2,xxxxxYXXXYxxyXXXXXX,YxxxxxxyXXXXX,YYXXyx,YXXXXXXyxxxxx
solved_to_solved,sol_093,solved,sol_025,solved,xxxxy,y,1,2,xxxxxYXXYxxyXXXXXX,YxxxxxxyXXXXX,YYXXyx,YXXXXXXyxxxxx
solved_to_solved,sol_094,solved,sol_010,solved,xy,y,1,2,xxxxYXXXXYxyXXXXX,YxxxxxyXXXX,YXXyx,YYYYYXyyyyx
solved_to_solved,sol_094,solved,sol_010,solved,xxy,y,1,2,xxxxYXXXYxyXXXXX,YxxxxxyXXXX,YXXyx,YYYYYXyyyyx
solved_to_solved,sol_094,solved,sol_010,solved,xxxy,y,1,2,xxxxYXXYxyXXXXX,YxxxxxyXXXX,YXXyx,YYYYYXyyyyx
solved_to_solved,sol_094,solved,sol_010,solved,xxxxy,y,1,2,xxxxYXYxyXXXXX,YxxxxxyXXXX,YXXyx,YYYYYXyyyyx
solved_to_solved,sol_095,solved,sol_011,solved,xy,y,1,2,xxxxxxYXXXXYxyXXXXXXX,YxxxxxyXXXXXX,YXXyx,YYYYYYXyyyyyx
solved_to_solved,sol_095,solved,sol_011,solved,xxy,y,1,2,xxxxxxYXXXYxyXXXXXXX,YxxxxxyXXXXXX,YXXyx,YYYYYYXyyyyyx
solved_to_solved,sol_095,solved,sol_011,solved,xxxy,y,1,2,xxxxxxYXXYxyXXXXXXX,YxxxxxyXXXXXX,YXXyx,YYYYYYXyyyyyx
solved_to_solved,sol_095,solved,sol_011,solved,xxxxy,y,1,2,xxxxxxYXYxyXXXXXXX,YxxxxxyXXXXXX,YXXyx,YYYYYYXyyyyyx
solved_to_solved,sol_096,solved,sol_003,solved,Xy,y,1,2,XXXYX,YXXXXyxxx,X,YYYYXyyyx
solved_to_solved,sol_096,solved,sol_003,solved,xy,y,1,2,xxxYXXXXXXX,YxxxxyXXX,X,YYYYXyyyx
solved_to_solved,sol_096,solved,sol_003,solved,XXy,y,1,2,XXXYXX,YXXXXyxxx,X,YYYYXyyyx
solved_to_solved,sol_096,solved,sol_003,solved,xxy,y,1,2,xxxYXXXXXX,YxxxxyXXX,X,YYYYXyyyx
solved_to_solved,sol_096,solved,sol_003,solved,XXXy,y,1,2,XXXYXXX,YXXXXyxxx,X,YYYYXyyyx
solved_to_solved,sol_096,solved,sol_003,solved,xxxy,y,1,2,xxxYXXXXX,YxxxxyXXX,X,YYYYXyyyx
solved_to_solved,sol_096,solved,sol_003,solved,XXXXy,y,1,2,XXXYXXXX,YXXXXyxxx,X,YYYYXyyyx
solved_to_solved,sol_096,solved,sol_003,solved,xxxxy,y,1,2,xxxYXXXX,YxxxxyXXX,X,YYYYXyyyx
solved_to_solved,sol_097,solved,sol_004,solved,Xy,y,1,2,XXXXXYXXX,YXXXXyxxxxx,X,YYYYYXyyyyx
solved_to_solved,sol_097,solved,sol_004,solved,xy,y,1,2,xxxxxYXXXXXXXXX,YxxxxyXXXXX,X,YYYYYXyyyyx
solved_to_solved,sol_097,solved,sol_004,solved,XXy,y,1,2,XXXXXYXXXX,YXXXXyxxxxx,X,YYYYYXyyyyx
solved_to_solved,sol_097,solved,sol_004,solved,xxy,y,1,2,xxxxxYXXXXXXXX,YxxxxyXXXXX,X,YYYYYXyyyyx
solved_to_solved,sol_097,solved,sol_004,solved,XXXy,y,1,2,XXXXXYXXXXX,YXXXXyxxxxx,X,YYYYYXyyyyx
solved_to_solved,sol_097,solved,sol_004,solved,xxxy,y,1,2,xxxxxYXXXXXXX,YxxxxyXXXXX,X,YYYYYXyyyyx
solved_to_solved,sol_097,solved,sol_004,solved,XXXXy,y,1,2,XXXXXYXXXXXX,YXXXXyxxxxx,X,YYYYYXyyyyx
solved_to_solved,sol_097,solved,sol_004,solved,xxxxy,y,1,2,xxxxxYXXXXXX,YxxxxyXXXXX,X,YYYYYXyyyyx
solved_to_solved,sol_098,solved,sol_092,solved,xy,y,1,2,xxxxxxxYXXXXXXXYxxxxyXXXXXX,YxxxxxxxxyXXXXXXX,YYXXXXyX,YXXXXXXXXyxxxxxxx
solved_to_solved,sol_098,solved,sol_092,solved,xxy,y,1,2,xxxxxxxYXXXXXXYxxxxyXXXXXX,YxxxxxxxxyXXXXXXX,YYXXXXyX,YXXXXXXXXyxxxxxxx
solved_to_solved,sol_098,solved,sol_092,solved,xxxy,y,1,2,xxxxxxxYXXXXXYxxxxyXXXXXX,YxxxxxxxxyXXXXXXX,YYXXXXyX,YXXXXXXXXyxxxxxxx
solved_to_solved,sol_098,solved,sol_092,solved,xxxxy,y,1,2,xxxxxxxYXXXXYxxxxyXXXXXX,YxxxxxxxxyXXXXXXX,YYXXXXyX,YXXXXXXXXyxxxxxxx
solved_to_solved,sol_099,solved,sol_003,solved,Xy,y,1,2,XXXYx,YXXXXyxxx,X,YYYYXyyyx
solved_to_solved,sol_099,solved,sol_003,solved,xy,y,1,2,xxxYXXXXX,YxxxxyXXX,X,YYYYXyyyx
solved_to_solved,sol_099,solved,sol_003,solved,yx,y,1,2,XXYxx,YXXXXyxxx,X,YYYYXyyyx
solved_to_solved,sol_099,solved,sol_003,solved,XXy,y,1,2,XXXY,YXXXXyxxx,X,YYYYXyyyx
solved_to_solved,sol_099,solved,sol_003,solved,Xyx,y,1,2,XXYx,YXXXXyxxx,X,YYYYXyyyx
solved_to_solved,sol_099,solved,sol_003,solved,xxy,y,1,2,xxxYXXXX,YxxxxyXXX,X,YYYYXyyyx
solved_to_solved,sol_099,solved,sol_003,solved,XXXy,y,1,2,XXXYX,YXXXXyxxx,X,YYYYXyyyx
solved_to_solved,sol_099,solved,sol_003,solved,XXyx,y,1,2,XXY,YXXXXyxxx,X,YYYYXyyyx
solved_to_solved,sol_099,solved,sol_003,solved,xxxy,y,1,2,xxxYXXX,YxxxxyXXX,X,YYYYXyyyx
solved_to_solved,sol_099,solved,sol_003,solved,XXXXy,y,1,2,XXXYXX,YXXXXyxxx,X,YYYYXyyyx
solved_to_solved,sol_099,solved,sol_003,solved,XXXyx,y,1,2,XXYX,YXXXXyxxx,X,YYYYXyyyx
solved_to_solved,sol_099,solved,sol_003,solved,xxxxy,y,1,2,xxxYXX,YxxxxyXXX,X,YYYYXyyyx
solved_to_solved,sol_099,solved,sol_003,solved,XXXXyx,y,1,2,XXYXX,YXXXXyxxx,X,YYYYXyyyx
solved_to_solved,sol_100,solved,sol_004,solved,Xy,y,1,2,XXXXXYX,YXXXXyxxxxx,X,YYYYYXyyyyx
solved_to_solved,sol_100,solved,sol_004,solved,xy,y,1,2,xxxxxYXXXXXXX,YxxxxyXXXXX,X,YYYYYXyyyyx
solved_to_solved,sol_100,solved,sol_004,solved,yx,y,1,2,XXXXY,YXXXXyxxxxx,X,YYYYYXyyyyx
solved_to_solved,sol_100,solved,sol_004,solved,XXy,y,1,2,XXXXXYXX,YXXXXyxxxxx,X,YYYYYXyyyyx
solved_to_solved,sol_100,solved,sol_004,solved,Xyx,y,1,2,XXXXYX,YXXXXyxxxxx,X,YYYYYXyyyyx
solved_to_solved,sol_100,solved,sol_004,solved,xxy,y,1,2,xxxxxYXXXXXX,YxxxxyXXXXX,X,YYYYYXyyyyx
solved_to_solved,sol_100,solved,sol_004,solved,XXXy,y,1,2,XXXXXYXXX,YXXXXyxxxxx,X,YYYYYXyyyyx
solved_to_solved,sol_100,solved,sol_004,solved,XXyx,y,1,2,XXXXYXX,YXXXXyxxxxx,X,YYYYYXyyyyx
solved_to_solved,sol_100,solved,sol_004,solved,xxxy,y,1,2,xxxxxYXXXXX,YxxxxyXXXXX,X,YYYYYXyyyyx
solved_to_solved,sol_100,solved,sol_004,solved,XXXXy,y,1,2,XXXXXYXXXX,YXXXXyxxxxx,X,YYYYYXyyyyx
solved_to_solved,sol_100,solved,sol_004,solved,XXXyx,y,1,2,XXXXYXXX,YXXXXyxxxxx,X,YYYYYXyyyyx
solved_to_solved,sol_100,solved,sol_004,solved,xxxxy,y,1,2,xxxxxYXXXX,YxxxxyXXXXX,X,YYYYYXyyyyx
solved_to_solved,sol_100,solved,sol_004,solved,XXXXyx,y,1,2,XXXXYXXXX,YXXXXyxxxxx,X,YYYYYXyyyyx
solved_to_solved,sol_101,solved,sol_038,solved,Xy,y,1,2,XXXXYXXYXyx,YXXXyxxxx,YYXXXyX,YXXXXyxxx
solved_to_solved,sol_101,solved,sol_009,solved,xy,y,1,2,xxxxYXXYXyXXX,YxxxyXXXX,YXXyx,YYYYXyyyx
solved_to_solved,sol_101,solved,sol_038,solved,yx,y,1,2,XXXYYXy,YXXXyxxxx,YYXXXyX,YXXXXyxxx
solved_to_solved,sol_101,solved,sol_038,solved,XXy,y,1,2,XXXXYXXXYXyx,YXXXyxxxx,YYXXXyX,YXXXXyxxx
solved_to_solved,sol_101,solved,sol_038,solved,Xyx,y,1,2,XXXYXYXy,YXXXyxxxx,YYXXXyX,YXXXXyxxx
solved_to_solved,sol_101,solved,sol_009,solved,xxy,y,1,2,xxxxYXYXyXXX,YxxxyXXXX,YXXyx,YYYYXyyyx
solved_to_solved,sol_101,solved,sol_038,solved,XXXy,y,1,2,XXXXYXXXXYXyx,YXXXyxxxx,YYXXXyX,YXXXXyxxx
solved_to_solved,sol_101,solved,sol_038,solved,XXyx,y,1,2,XXXYXXYXy,YXXXyxxxx,YYXXXyX,YXXXXyxxx
solved_to_solved,sol_101,solved,sol_009,solved,xxxy,y,1,2,xxxxYYXyXXX,YxxxyXXXX,YXXyx,YYYYXyyyx
solved_to_solved,sol_101,solved,sol_038,solved,XXXyx,y,1,2,XXXYXXXYXy,YXXXyxxxx,YYXXXyX,YXXXXyxxx
solved_to_solved,sol_102,solved,sol_108,solved,xy,y,1,2,xxxxxYXXXXXYxxxyXXXXXXX,YxxxxxxyXXXXX,YYXXXyxx,YXXXXXXyxxxxx
solved_to_solved,sol_102,solved,sol_108,solved,xxy,y,1,2,xxxxxYXXXXYxxxyXXXXXXX,YxxxxxxyXXXXX,YYXXXyxx,YXXXXXXyxxxxx
solved_to_solved,sol_102,solved,sol_108,solved,xxxy,y,1,2,xxxxxYXXXYxxxyXXXXXXX,YxxxxxxyXXXXX,YYXXXyxx,YXXXXXXyxxxxx
solved_to_solved,sol_103,solved,sol_109,solved,xy,y,1,2,xxxxxxxYXXXXXYxxxyXXXXXXXXX,YxxxxxxyXXXXXXX,YYXXXyxx,YXXXXXXyxxxxxxx
solved_to_solved,sol_103,solved,sol_109,solved,xxy,y,1,2,xxxxxxxYXXXXYxxxyXXXXXXXXX,YxxxxxxyXXXXXXX,YYXXXyxx,YXXXXXXyxxxxxxx
solved_to_solved,sol_103,solved,sol_109,solved,xxxy,y,1,2,xxxxxxxYXXXYxxxyXXXXXXXXX,YxxxxxxyXXXXXXX,YYXXXyxx,YXXXXXXyxxxxxxx
solved_to_solved,sol_104,solved,sol_054,solved,xy,y,1,2,xxxxYXXXXYxxyXXXXXX,YxxxxxyXXXX,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_104,solved,sol_110,solved,yx,y,1,2,YXXXYXXXyxx,YXXXXXyxxxx,YYXXXyxx,YXXXXXyxxxx
solved_to_solved,sol_104,solved,sol_054,solved,xxy,y,1,2,xxxxYXXXYxxyXXXXXX,YxxxxxyXXXX,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_104,solved,sol_110,solved,yxx,y,1,2,YXXYXXXyxx,YXXXXXyxxxx,YYXXXyxx,YXXXXXyxxxx
solved_to_solved,sol_104,solved,sol_054,solved,xxxy,y,1,2,xxxxYXXYxxyXXXXXX,YxxxxxyXXXX,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_105,solved,sol_053,solved,xy,y,1,2,xxxxxxYXXXXYxxyXXXXXXXX,YxxxxxyXXXXXX,YYXXyxx,YXXXXXXyxxxxx
solved_to_solved,sol_105,solved,sol_053,solved,xxy,y,1,2,xxxxxxYXXXYxxyXXXXXXXX,YxxxxxyXXXXXX,YYXXyxx,YXXXXXXyxxxxx
solved_to_solved,sol_105,solved,sol_053,solved,xxxy,y,1,2,xxxxxxYXXYxxyXXXXXXXX,YxxxxxyXXXXXX,YYXXyxx,YXXXXXXyxxxxx
solved_to_solved,sol_106,solved,sol_003,solved,Xy,y,1,2,XXXXYXXXX,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_106,solved,sol_003,solved,xy,y,1,2,xxxxYXXXXXXXX,YxxxyXXXX,X,YYYYXyyyx
solved_to_solved,sol_106,solved,sol_112,solved,yx,y,1,2,YXXXYXXXyxx,YXXXyxxxx,YYXXXyxx,YXXXyxxxx
solved_to_solved,sol_106,solved,sol_003,solved,XXy,y,1,2,XXXXYXXXXX,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_106,solved,sol_003,solved,xxy,y,1,2,xxxxYXXXXXXX,YxxxyXXXX,X,YYYYXyyyx
solved_to_solved,sol_106,solved,sol_112,solved,yxx,y,1,2,YXXYXXXyxx,YXXXyxxxx,YYXXXyxx,YXXXyxxxx
solved_to_solved,sol_106,solved,sol_003,solved,XXXy,y,1,2,XXXXYXXXXXX,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_106,solved,sol_003,solved,xxxy,y,1,2,xxxxYXXXXXX,YxxxyXXXX,X,YYYYXyyyx
solved_to_solved,sol_108,solved,sol_102,solved,xy,y,1,2,xxxxxYXXXXXYxxxyXXX,YxxxxxxyXXXXX,YYXXXyXX,YXXXXXXyxxxxx
solved_to_solved,sol_108,solved,sol_102,solved,xxy,y,1,2,xxxxxYXXXXYxxxyXXX,YxxxxxxyXXXXX,YYXXXyXX,YXXXXXXyxxxxx
solved_to_solved,sol_108,solved,sol_102,solved,xxxy,y,1,2,xxxxxYXXXYxxxyXXX,YxxxxxxyXXXXX,YYXXXyXX,YXXXXXXyxxxxx
solved_to_solved,sol_109,solved,sol_103,solved,xy,y,1,2,xxxxxxxYXXXXXYxxxyXXXXX,YxxxxxxyXXXXXXX,YYXXXyXX,YXXXXXXyxxxxxxx
solved_to_solved,sol_109,solved,sol_103,solved,xxy,y,1,2,xxxxxxxYXXXXYxxxyXXXXX,YxxxxxxyXXXXXXX,YYXXXyXX,YXXXXXXyxxxxxxx
