from_class,from_side,parent_r1,parent_r2,z,iso_gen,iso_index,n_subs,out_r1,out_r2,to_orbit_id,to_rep_r1,to_rep_r2,to_mu,category
aca_10,unsolved,YXXXyxx,YYXYXyyX,yy,y,1,2,xyxYXXXyXYx,YXyXYXXyXYX,orb_0652,YYXYxYXXYx,YYYXyxyyXYx,21,
aca_11,unsolved,YXXXyxx,YYYXyxyx,Xy,y,0,2,XXYYYxxyXyxxx,YXXXyxx,orb_0201,YXXXyxx,YYYXXyxyX,16,
aca_11,unsolved,YXXXyxx,YYYXyxyx,xx,x,0,2,XXXyxYxyXYxxyXY,YxyXYxyXY,orb_0833,YXyxYXXyx,YYYXyxyXYxyyXYx,24,
aca_11,unsolved,YXXXyxx,YYYXyxyx,xy,x,1,3,YXXYxyXXYxyxYXyxxYXyxx,YYXyxxx,orb_1107,YXXXyXXyx,YYxxyXYxxyXYxyxYXXyx,29,
aca_11,unsolved,YXXXyxx,YYYXyxyx,xy,y,0,3,xxYYXXYxxyXXyx,YxxxyXX,orb_0569,YXXXyxx,YYXXYxxyXXyxxx,21,
aca_11,unsolved,YXXXyxx,YYYXyxyx,yX,y,0,2,YxYXXYXyxxxyX,YxxxyXX,orb_0331,YXXXyxx,YYXyxyXYxxx,18,
aca_11,unsolved,YXXXyxx,YYYXyxyx,yx,x,1,3,xxYYxxxYYxxxyXXX,YxyyXXX,orb_0459,YYXXXyx,YYXXXYYxyXXX,19,
aca_11,unsolved,YXXXyxx,YYYXyxyx,yx,y,0,3,XYxxYxxYxxyy,YXXXyxx,orb_0246,YXXXyxx,YYYXXyXXyx,17,
aca_11,unsolved,YXXXyxx,YYYXyxyx,Xyx,x,1,2,XXXXyXXyxyXYxxx,YXXXyxYxxx,orb_0238,YXXXyxYx,YYxyxYXXX,17,
aca_11,unsolved,YXXXyxx,YYYXyxyx,Xyx,y,0,2,XYxYxYxxyXXyxx,YXXXyxx,orb_0201,YXXXyxx,YYYXXyxyX,16,
aca_12,unsolved,YXXXyxx,YYXYxyyX,Xy,y,0,2,XXYYxYXXyyx,YXXXyxx,orb_0198,YXXXyxx,YYXYxxyyx,16,
aca_12,unsolved,YXXXyxx,YYXYxyyX,xx,x,0,2,XXyxYXyXYxxyxYX,YxyXYxyXY,orb_0831,YXyxYXXyx,YYYXyxYXYxyyXyx,24,
aca_12,unsolved,YXXXyxx,YYXYxyyX,xy,x,1,3,YXYxxyxYXXyx,YXYXyxx,orb_0311,YYXXyx,YYXyxxYXyXX,17,
aca_12,unsolved,YXXXyxx,YYXYxyyX,xy,y,0,3,xxYXXYxxYXXyxxyXXX,YxxxyXX,orb_0406,YXXXyxx,YYXXyxxxxyyX,19,
aca_12,unsolved,YXXXyxx,YYXYxyyX,yX,y,0,2,xYXXYXXXYxyXy,YxxxyXX,orb_0330,YXXXyxx,YYXYxyXXXyx,18,
aca_12,unsolved,YXXXyxx,YYXYxyyX,yx,x,1,3,xYXYxxYXYxxYXyxyXX,YxyxyXX,orb_0643,YYXXyx,YYXyyxxxyyxxxyX,21,
aca_12,unsolved,YXXXyxx,YYXYxyyX,yx,y,0,3,YXYxxxYXXyXXyx,YXXXyxx,orb_0407,YXXXyxx,YYXXyxyXXXyx,19,
aca_12,unsolved,YXXXyxx,YYXYxyyX,yy,y,1,2,xyxYXXXyXYx,YxyXXYX,orb_0309,YYXXyx,YXyXXXYxyxx,17,
aca_12,unsolved,YXXXyxx,YYXYxyyX,Xyx,x,1,2,XXXyyxxyXXYxx,YXXyxYxx,orb_0257,YXXYxxyX,YYXyXXYxx,17,
aca_12,unsolved,YXXXyxx,YYXYxyyX,Xyx,y,0,2,XYxYxxYXXyXy,YXXXyxx,orb_0198,YXXXyxx,YYXYxxyyx,16,
aca_12,unsolved,YXXXyxx,YYXYxyyX,xyy,x,1,2,XYxxxyxYXXy,YYXyxx,orb_0309,YYXXyx,YXyXXXYxyxx,17,
aca_12,unsolved,YXXXyxx,YYXYxyyX,xyy,y,1,2,yxYXXXyXYxx,YxyXXY,orb_0309,YYXXyx,YXyXXXYxyxx,17,
aca_13,unsolved,YYXXYYx,YXXXyxxYx,Xy,y,1,3,yXXYxxyXXXXYxxY,YXXXyxxY,orb_0303,YYXXXyxx,YYxxyXXXX,17,
aca_13,unsolved,YYXXYYx,YXXXyxxYx,xx,x,0,3,XYXXYXyxyxx,Yxxyxxxxyxx,orb_0210,YXXyxYx,YYXYYXYYx,16,
aca_13,unsolved,YYXXYYx,YXXXyxxYx,yX,y,1,3,YxYYXXXXYYXXYYXXX,YxxxyyXX,orb_0930,YYXXXyxx,YYXXYYXXXYxYYXXXX,25,
aca_13,unsolved,YYXXYYx,YXXXyxxYx,xxy,x,0,2,YXYxyxxxyxxyx,Yxxyxxxyxx,orb_0269,YXXyXyXX,YYxYxyxyx,17,
aca_13,unsolved,YYXXYYx,YXXXyxxYx,yXy,y,1,2,YxxYXXXYXXX,YxxxyyXX,orb_0376,YXXXXYxYx,YXXYXXyxxx,19,
aca_13,unsolved,YYXXYYx,YXXXyxxYx,yxx,x,0,2,XXXYXXXYXXXYXyyxx,Yxxyxxxyxx,orb_0304,YYXXYYx,YYYxYXXXYx,17,
aca_14,unsolved,YXXyXyx,YYYXyyxx,Xy,y,0,3,XYYYYYYxyXyyxxx,YXXyyx,orb_0484,YYXXyx,YYYYYYXyxyyXX,19,
aca_14,unsolved,YXXyXyx,YYYXyyxx,xx,x,1,2,XYxxxxYxyXXX,YxxyXyXXX,orb_0381,YXXXXyxYx,YXXYxxxyXX,19,
aca_14,unsolved,YXXyXyx,YYYXyyxx,yX,y,0,3,YYXXXXyXYxxxxyx,YYxxyX,orb_0644,YYXXyx,YYYYXYxyyyyXyxx,21,
aca_14,unsolved,YXXyXyx,YYYXyyxx,yy,y,1,2,yXXYXXyxxYXXyxxYx,YXyxxYXyxxY,orb_1089,YYXXyxYXXyx,YXXyXXYxxyXXYxxyx,28,
aca_15,unsolved,YXXyXyxx,YYYYxyyyX,Xy,x,1,3,XXXXyxxxyyXXXYYxxx,YXXXyxxxx,orb_0541,YXXXXyxxx,YYXXXyyXYxxx,21,
aca_15,unsolved,YXXyXyxx,YYYYxyyyX,Xy,y,0,3,XXYYXYYXYYxYXyyxyyxyyx,YXXyyxx,orb_0889,YXXYXXyxxyx,YYYxxyxYXXyyXX,25,
aca_15,unsolved,YXXyXyxx,YYYYxyyyX,xx,x,0,2,XXXyXYxxxyxYX,YxyXYxxyXYx,orb_0798,YYXyxYXXyx,YXXXyXYxxxxyx,23,
aca_15,unsolved,YXXyXyxx,YYYYxyyyX,xy,x,1,2,YXXYxxxYxyXXyxx,YXXXXyxxx,orb_0668,YXXXXyxxx,YYXyXyxxxxyXX,22,
aca_15,unsolved,YXXyXyxx,YYYYxyyyX,yX,x,1,3,YxxyXXyXXXXyxxxxxYXX,YxxxyXXXX,orb_0995,YXXXXyxxx,YYXXYxxxxxyXXXXyxx,27,
aca_15,unsolved,YXXyXyxx,YYYYxyyyX,yX,y,0,3,xYXXyxYXXyxYXXyxYXXyxYxxyXYxxyXy,YYxxyXX,orb_1413,YXXyXyxx,YYxyXXYxyXXYxyXXYxyXXYxyxxYXyxx,39,
aca_15,unsolved,YXXyXyxx,YYYYxyyyX,yx,x,1,2,xxYYxYXXXyxxxyXXX,YxxxxyXXX,orb_0664,YXXXXyxxx,YYXYxxxyXXXyx,22,
aca_15,unsolved,YXXyXyxx,YYYYxyyyX,yy,y,1,3,XYYxyXXYXyXyyxxx,YYXyyxYXyyx,orb_0906,YXXyxYXXyxx,YYXYxYxxyyXXyx,25,
aca_15,unsolved,YXXyXyxx,YYYYxyyyX,yyy,y,1,2,yxYXXyXXYxx,YxyXYxyXYxyXY,orb_0821,YXXyXXYxxyx,YYxyXYxyXYxyX,24,
aca_16,unsolved,YYXXXyxx,YXyxxyXYx,xx,x,0,3,XyxxxyxxYXyXXY,YxyXXYxyXXY,orb_0903,YXXyXYxYxxyX,YXXYxxyXYxxyX,25,
aca_16,unsolved,YYXXXyxx,YXyxxyXYx,Xyx,x,1,3,XYXyxYXyxyX,YxYXyxYxyX,orb_0592,YXYxyXXyx,YYXyyXYxyXYx,21,
aca_16,unsolved,YYXXXyxx,YXyxxyXYx,xyX,x,1,2,XXyXYxyXYxyXYxyxYXyxY,YXyxYxyXYx,orb_1151,YXYxyXXyx,YYXYxyXYxyXYxyXyxYXyx,30,
aca_17,unsolved,YXXXYxYx,YYYYXyyyx,Xy,x,1,3,XXXXXyXXyXXyxxYY,YXXXXyxxx,orb_0725,YXXXXyxxx,YYYXXXXXyXXyxx,23,
aca_17,unsolved,YXXXYxYx,YYYYXyyyx,Xy,y,0,3,yyxxxyyxxxyyxxxyyxxxyXXXYYXXXYYx,YXXXXYY,orb_1420,YYYXXXX,YYXXXYYXXXYYXXXYYXXXYxxxyyxxxyyX,39,
aca_17,unsolved,YXXXYxYx,YYYYXyyyx,xy,x,1,2,YXXXYYXyXyxxx,YXXXyxxxx,orb_0656,YXXXXyxxx,YYXXXYxxxyXyX,22,
aca_17,unsolved,YXXXYxYx,YYYYXyyyx,yX,x,1,3,YxxxyyyXXXXY,YxxxxyXXX,orb_0550,YXXXXyxxx,YYYXXXyyxxxx,21,
aca_17,unsolved,YXXXYxYx,YYYYXyyyx,yX,y,0,3,YxxxyyxxxyyxxxyyXYYXXXYYXXXYYXXX,YYYXXXX,orb_1421,YYYXXXX,YYXXXYYXXXYYXXXYxxxyyxxxyyxxxyyX,39,
aca_17,unsolved,YXXXYxYx,YYYYXyyyx,yx,x,1,2,xxxYxxYXXYxxyXXXyXXXX,YxxxyXXXX,orb_0667,YXXXXyxxx,YYXyXyxxYXXXX,22,
aca_17,unsolved,YXXXYxYx,YYYYXyyyx,yy,y,1,3,xYYXyXXYYXyxxYYXyx,YYxyyXYxyyX,orb_1113,YXXyxYXXyxx,YYXYxxyyXYxxyyXYxx,29,
aca_17,unsolved,YXXXYxYx,YYYYXyyyx,yyy,y,1,2,yXYXXyXYxxyXYxx,YXyxYXyxYXyxY,orb_1078,YXyxYXyxYXXyx,YYXYxyyXYxyyXYx,28,
aca_18,unsolved,YXXXyxYx,YYYYxyyyX,Xy,x,1,3,XXXXyyxxxyXXXYxxxY,YXXXyxxxx,orb_0992,YXXXXyxxx,YYXXXYxxxyXXXyxxxx,27,
aca_18,unsolved,YXXXyxYx,YYYYxyyyX,Xy,y,0,3,yXYxxyXYxxyXYxxYXXyxYXXyxYXXyxYX,YXXXyxY,orb_1406,YXXXyXXyx,YYxxyXYxxyXYxxyXYxyxYXXyxYXXyx,39,
aca_18,unsolved,YXXXyxYx,YYYYxyyyX,xy,x,1,2,YXXYxxYxyXXXyxx,YXXXXyxxx,orb_0671,YXXXXyxxx,YYXyxyXXYxxxx,22,
aca_18,unsolved,YXXXyxYx,YYYYxyyyX,yX,x,1,3,YxxyXXyXXyXXXY,YxxxyXXXX,orb_0547,YXXXXyxxx,YYYXXXyXXyxx,21,
aca_18,unsolved,YXXXyxYx,YYYYxyyyX,yX,y,0,3,YYXXXYYXXXYYXXXYYxyyxxxyyy,YxxxyyX,orb_1127,YYXXXyx,YYXyyxxxyyxxxyyxxxYXXX,29,
aca_18,unsolved,YXXXyxYx,YYYYxyyyX,yx,x,1,2,xxYYYXXXyxxyXXX,YxxxxyXXX,orb_0498,YXXXXyxxx,YYYXXXyxxyX,20,
aca_18,unsolved,YXXXyxYx,YYYYxyyyX,yy,y,1,3,XYYxyXXXYXyyxYYxyx,YYXyyxYXyyx,orb_0908,YXXyxYXXyxx,YYYXYxxyXXyXyx,25,
aca_18,unsolved,YXXXyxYx,YYYYxyyyX,yxY,x,1,2,xYXYXYXXXyxxxyXX,YxxxxyXXX,orb_0498,YXXXXyxxx,YYYXXXyxxyX,20,
aca_18,unsolved,YXXXyxYx,YYYYxyyyX,yxY,y,0,2,YXYxxYxxYxyXXyx,YXXXyxYxxx,orb_0404,YXXXyxYx,YYYxyyxYXXX,19,
aca_18,unsolved,YXXXyxYx,YYYYxyyyX,yyy,y,1,2,yxYXXXyXYxyxY,YxyXYxyXYxyXY,orb_0828,YXyXXXYxxyx,YYXyxYXyxYXyx,24,
aca_19,unsolved,YXyXYxxx,YYYYXyyyx,Xy,x,1,3,XyXXXXyxxYXXYxxYxxxx,YXXXXyxxx,orb_0872,YXXXXyxxx,YYXXXyxxyXXYxxxx,25,
aca_19,unsolved,YXyXYxxx,YYYYXyyyx,Xy,y,0,3,XXyxYXXyxYXXyxYXXyxyXYxxyXYxxx,YXyXYxx,orb_1250,YXXYx,YYYXyxYYXyxYXYxyyXYxyyXYxyyX,33,
aca_19,unsolved,YXyXYxxx,YYYYXyyyx,xy,x,1,2,YXXYXyyyxxx,YXXXyxxxx,orb_0499,YXXXXyxxx,YYYXXXyxxyx,20,
aca_19,unsolved,YXyXYxxx,YYYYXyyyx,yX,x,1,3,YxxxyXXXyxxYYXXX,YxxxxyXXX,orb_0868,YXXXXyxxx,YYXXXYxxxyXXXyxx,25,
aca_19,unsolved,YXyXYxxx,YYYYXyyyx,yX,y,0,3,YYxyXXYxyXXYxyXYXyxxYXyxxYXy,YxxYXyX,orb_1251,YXXYx,YYYXyxYYXyxYYXyxYXYxyyXYxyyX,33,
aca_19,unsolved,YXyXYxxx,YYYYXyyyx,yx,x,1,2,xxxYXYxxyXXyXXyXXXX,YxxxyXXXX,orb_0500,YXXXXyxxx,YYYXyXXXyxx,20,
aca_19,unsolved,YXyXYxxx,YYYYXyyyx,yy,y,1,3,xYYXyXYxyyXYYXyxxx,YYxyyXYxyyX,orb_1118,YXXyxYXXyxx,YYYYXXyxyXYxxyXXyx,29,
aca_19,unsolved,YXyXYxxx,YYYYXyyyx,Yxy,x,1,2,YXXXYXyxyxyxxx,YXXXyxxxx,orb_0499,YXXXXyxxx,YYYXXXyxxyx,20,
aca_19,unsolved,YXyXYxxx,YYYYXyyyx,Yxy,y,0,2,xyXXyXXyXXXYxxxYxxY,YxyxYX,orb_0438,YXyXYxxx,YYYXXXyxyyx,19,
aca_19,unsolved,YXyXYxxx,YYYYXyyyx,yxY,x,1,2,xxYXXYxxyXyXyXXX,YxxxyXXXX,orb_0500,YXXXXyxxx,YYYXyXXXyxx,20,
aca_19,unsolved,YXyXYxxx,YYYYXyyyx,yxY,y,0,2,yXXXyXXyXXyXYxxYxxx,YXYxyx,orb_0439,YXyXYxxx,YYYXYxxxyyX,19,
aca_19,unsolved,YXyXYxxx,YYYYXyyyx,yyy,y,1,2,yXYXyxYXyXYxxxx,YXyxYXyxYXyxY,orb_1084,YXyxYXyxYXXyx,YYYYXyxyXYxyXyx,28,
aca_20,unsolved,YXXXyxYx,YYYYXyyyx,Xy,x,1,3,XXXXXyXXyxxyXXYxxxxY,YXXXXyxxx,orb_0991,YXXXXyxxx,YYXXXXXyxxyXXYxxxx,27,
aca_20,unsolved,YXXXyxYx,YYYYXyyyx,Xy,y,0,3,yXYxxyXYxxyXYxxyXYxxyXXyxYXXyxYx,YXXXyxY,orb_1405,YXXXyXXyx,YYxxyXYxxyXYxxyXYxxyXYxyxYXXyx,39,
aca_20,unsolved,YXXXyxYx,YYYYXyyyx,xy,x,1,2,YXXXYYxyXyxxx,YXXXyxxxx,orb_0657,YXXXXyxxx,YYXXXYxxxyXyx,22,
aca_20,unsolved,YXXXyxYx,YYYYXyyyx,yX,x,1,3,YxxxyyyXXY,YxxxxyXXX,orb_0386,YXXXXyxxx,YYYXXXyyxx,19,
aca_20,unsolved,YXXXyxYx,YYYYXyyyx,yX,y,0,3,YYYXXXYYXXXYYXyyxxxyyxxxyy,YxxxyyX,orb_1126,YYXXXyx,YYXyyxxxyyxxxYXXXYYXXX,29,
aca_20,unsolved,YXXXyxYx,YYYYXyyyx,yx,x,1,2,xxxYxxYxxYXXyxyXXXX,YxxxyXXXX,orb_0501,YXXXXyxxx,YYYXyxxxyXX,20,
aca_20,unsolved,YXXXyxYx,YYYYXyyyx,yy,y,1,3,xYYXyXXXYxyyxYYXyx,YYxyyXYxyyX,orb_1117,YXXyxYXXyxx,YYYXYxxyyXYxxyXXyx,29,
aca_20,unsolved,YXXXyxYx,YYYYXyyyx,yxY,x,1,2,xxYxYxYXXyxxyXXX,YxxxyXXXX,orb_0501,YXXXXyxxx,YYYXyxxxyXX,20,
aca_20,unsolved,YXXXyxYx,YYYYXyyyx,yxY,y,0,2,yXYxxYxxYXyXXyx,YXXXyxYxxx,orb_0401,YXXXyxYx,YYYXyyxxxyX,19,
aca_20,unsolved,YXXXyxYx,YYYYXyyyx,yyy,y,1,2,yXYXXXyxYxyXYxx,YXyxYXyxYXyxY,orb_1080,YXyxYXyxYXXyx,YYYXYxyyXYxyXyx,28,
aca_21,unsolved,YXXYxxyX,YYYYxyyyX,Xy,x,1,2,XXXXyyxxxYXXXYxyxxx,YXXXyxxxx,orb_0658,YXXXXyxxx,YYXXXyxxxyXYx,22,
aca_21,unsolved,YXXYxxyX,YYYYxyyyX,xx,x,0,2,XXXXXYXyxxxYxyx,YXYXXyx,orb_0480,YYXXyx,YXyXXXYxyxxxx,19,
aca_21,unsolved,YXXYxxyX,YYYYxyyyX,xy,x,1,3,YXXYXyxxyXXYxxxx,YXXXXyxxx,orb_0724,YXXXXyxxx,YYXyyXXYxxxxxx,23,
aca_21,unsolved,YXXYxxyX,YYYYxyyyX,xy,y,0,3,xyxxxxYXyxyXXYXX,YxxyXYX,orb_0483,YYXXyx,YYXyxxxxYXyXX,19,
aca_21,unsolved,YXXYxxyX,YYYYxyyyX,yX,x,1,2,xyXXyXYxxYXXy,YxxxyXXXX,orb_0497,YXXXXyxxx,YYXyyXXYxxx,20,
aca_21,unsolved,YXXYxxyX,YYYYxyyyX,yx,x,1,3,YxxxYXXXYxxxyyXX,YxxxxyXXX,orb_0869,YXXXXyxxx,YYXXXyxxxyXXXyxx,25,
aca_21,unsolved,YXXYxxyX,YYYYxyyyX,yx,y,0,3,YYXYxxYXYxxYXYxyxyXXyxyXXyxy,YXXyxyx,orb_1185,YYXXyx,YYXyyxxxyyxxxyXYYXXXYYXXX,31,
aca_21,unsolved,YXXYxxyX,YYYYxyyyX,yy,y,1,3,XYYxyXXXYYxyxxYXyy,YYXyyxYXyyx,orb_1115,YXXyxYXXyxx,YYYXXyxyyXYxxYXXyx,29,
aca_21,unsolved,YXXYxxyX,YYYYxyyyX,xxy,x,0,2,XXXXYXyxxxYxy,YYXXyx,orb_0480,YYXXyx,YXyXXXYxyxxxx,19,
aca_21,unsolved,YXXYxxyX,YYYYxyyyX,xxy,y,0,2,yxxxxYxyXXXYX,YxxyXY,orb_0480,YYXXyx,YXyXXXYxyxxxx,19,
aca_21,unsolved,YXXYxxyX,YYYYxyyyX,yxY,x,1,2,YxxYXYXyxyXX,YxxxxyXXX,orb_0497,YXXXXyxxx,YYXyyXXYxxx,20,
aca_21,unsolved,YXXYxxyX,YYYYxyyyX,yxY,y,0,2,YxxyyyxYYXX,YxxYxyXX,orb_0419,YXXYxxyX,YYYxyyXXyxx,19,
aca_21,unsolved,YXXYxxyX,YYYYxyyyX,yyy,y,1,2,yxYXXXyxYxxyXYX,YxyXYxyXYxyXY,orb_1082,YXyxYXyxYXXyx,YYYXyxyyXYxYXyx,28,
aca_22,unsolved,YXXYxxyx,YYYYxyyyX,Xy,x,1,2,XXXXyyxxxYXXXYxYxxx,YXXXyxxxx,orb_0660,YXXXXyxxx,YYXXXyxxxyXyx,22,
aca_22,unsolved,YXXYxxyx,YYYYxyyyX,xx,x,0,2,XXXXXYxyxxxYXyx,YXYxxyx,orb_0475,YYXXYx,YYYYxyXyyyxYX,19,
aca_22,unsolved,YXXYxxyx,YYYYxyyyX,xy,x,1,3,YXXYXyxxyXXXXyxx,YXXXXyxxx,orb_0723,YXXXXyxxx,YYXyyXXXXXXyxx,23,
aca_22,unsolved,YXXYxxyx,YYYYxyyyX,xy,y,0,3,xyXXXXYXyxyxxYXX,YxxyxYX,orb_0473,YYXXYx,YYYYxYXXyyxYX,19,
aca_22,unsolved,YXXYxxyx,YYYYxyyyX,yX,x,1,2,YxxyXXyXYxxYX,YxxxyXXXX,orb_0496,YXXXXyxxx,YYXyyXXXyxx,20,
aca_22,unsolved,YXXYxxyx,YYYYxyyyX,yx,x,1,3,xxYXXXYxxxyyXXXy,YxxxxyXXX,orb_0870,YXXXXyxxx,YYXXXyxxxyXXYxxx,25,
aca_22,unsolved,YXXYxxyx,YYYYxyyyX,yx,y,0,3,YYXXyxYXXyxYXXyxYxxyXYxxyXYxxy,YXYxxyx,orb_1297,YXXYxxyx,YXXyXYxxyXYxxyXYxxyXyxYXXyx,35,
aca_22,unsolved,YXXYxxyx,YYYYxyyyX,yy,y,1,3,XYYxyXXXYYxyxxYXyyxx,YYXyyxYXyyx,orb_1116,YXXyxYXXyxx,YYYXXyxyyXYxxyXXyx,29,
aca_22,unsolved,YXXYxxyx,YYYYxyyyX,xxy,x,0,2,XXXXYxyxxxYXy,YYxxyx,orb_0475,YYXXYx,YYYYxyXyyyxYX,19,
aca_22,unsolved,YXXYxxyx,YYYYxyyyX,xxy,y,0,2,yXXXXYxyxxxYX,YxxyxY,orb_0475,YYXXYx,YYYYxyXyyyxYX,19,
aca_22,unsolved,YXXYxxyx,YYYYxyyyX,yxY,x,1,2,yxxYXYXyxyXX,YxxxxyXXX,orb_0496,YXXXXyxxx,YYXyyXXXyxx,20,
aca_22,unsolved,YXXYxxyx,YYYYxyyyX,yxY,y,0,2,YxxYYYxyyXX,YxxyxYXX,orb_0424,YXXYxxyx,YYYxyyXXYxx,19,
aca_22,unsolved,YXXYxxyx,YYYYxyyyX,yyy,y,1,2,yxYXXXyxYxxyXYx,YxyXYxyXYxyXY,orb_1083,YXyxYXyxYXXyx,YYYXyxyyXYxyXyx,28,
aca_23,unsolved,YXXYxxyx,YYYYXyyyx,Xy,x,1,2,XXXXXyXXyxxYXXYxxxYxxxx,YXXXXyxxx,orb_0670,YXXXXyxxx,YYXyxyXXXXyxx,22,
aca_23,unsolved,YXXYxxyx,YYYYXyyyx,xx,x,0,2,XXXXXYXyxxxYxyx,YXYxxyx,orb_0474,YYXXYx,YYYYxYXyyyxyX,19,
aca_23,unsolved,YXXYxxyx,YYYYXyyyx,xy,x,1,3,YXXXYXyxxxyXXXyxxx,YXXXyxxxx,orb_0816,YXXXXyxxx,YYXXXyxxxxxxyyx,24,
aca_23,unsolved,YXXYxxyx,YYYYXyyyx,xy,y,0,3,xyXXXYXYxyxxxY,YxxyxYX,orb_0476,YYXXYx,YYYxYXXyyyxYX,19,
aca_23,unsolved,YXXYxxyx,YYYYXyyyx,yX,x,1,2,YxxxyyXYYXX,YxxxxyXXX,orb_0493,YXXXXyxxx,YYXXYxxxyyX,20,
aca_23,unsolved,YXXYxxyx,YYYYXyyyx,yx,x,1,3,xxxYXXYxxyXXyXXXXy,YxxxyXXXX,orb_0873,YXXXXyxxx,YYXXYxxxyXXXXyxx,25,
aca_23,unsolved,YXXYxxyx,YYYYXyyyx,yx,y,0,3,YXXyxYXXyxYXXyxYXXyXYxxyXYxxyy,YXYxxyx,orb_1298,YXXYxxyx,YXXyXYxxyXYxxyXyxYXXyxYXXyx,35,
aca_23,unsolved,YXXYxxyx,YYYYXyyyx,yy,y,1,3,xYYXyXYYXyxxYxyy,YYxyyXYxyyX,orb_1016,YXXyxYXXyxx,YYXYxxYXXyxyXXyx,27,
aca_23,unsolved,YXXYxxyx,YYYYXyyyx,xxy,x,0,2,XXXXYXyxxxYxy,YYxxyx,orb_0474,YYXXYx,YYYYxYXyyyxyX,19,
aca_23,unsolved,YXXYxxyx,YYYYXyyyx,xxy,y,0,2,yXXXXYXyxxxYx,YxxyxY,orb_0474,YYXXYx,YYYYxYXyyyxyX,19,
aca_23,unsolved,YXXYxxyx,YYYYXyyyx,yxY,x,1,2,yxxxYxYXyXyXXX,YxxxyXXXX,orb_0493,YXXXXyxxx,YYXXYxxxyyX,20,
aca_23,unsolved,YXXYxxyx,YYYYXyyyx,yxY,y,0,2,yxxYYYXyyXX,YxxyxYXX,orb_0421,YXXYxxyx,YYYXyyXXyxx,19,
aca_23,unsolved,YXXYxxyx,YYYYXyyyx,yyy,y,1,2,yXYXyXYxxyxYx,YXyxYXyxYXyxY,orb_0984,YYXYxYXyxyXyx,YXyxYXyxYXXyx,26,
aca_24,unsolved,YYXXXYxx,YYYXXYXYx,xx,x,0,3,XXXYXyxxYXyXXY,YXyXXYXyXXY,orb_0902,YXXyXYXXyXYx,YXXYXXyXYxxyX,25,
aca_24,unsolved,YYXXXYxx,YYYXXYXYx,yy,y,0,2,YxxxyXyyX,YxxYXYXXX,orb_0370,YYXYxxxyX,YXXYxYxxx,18,
aca_24,unsolved,YYXXXYxx,YYYXXYXYx,xyy,y,0,2,xxyXXYxyXyX,YxxxYYXX,orb_0289,YYXXXYxx,YXYxYXXyx,17,
aca_24,unsolved,YYXXXYxx,YYYXXYXYx,yyX,y,0,2,YxxxyyxyX,YxYXXYXXXX,orb_0370,YYXYxxxyX,YXXYxYxxx,18,
aca_24,unsolved,YYXXXYxx,YYYXXYXYx,xxyy,y,0,2,xyXXYxyXXyX,YxxxxYxYX,orb_0289,YYXXXYxx,YXYxYXXyx,17,
aca_25,unsolved,YXXYxxyX,YYYYXyyyx,Xy,x,1,2,XXXXXyXXyxxYXXYxyxx,YXXXXyxxx,orb_0665,YXXXXyxxx,YYXYxyXXXXyxx,22,
aca_25,unsolved,YXXYxxyX,YYYYXyyyx,xx,x,0,2,XXXXXYxyxxxYXyx,YXYXXyx,orb_0479,YYXXyx,YXyXXXXYxyxxx,19,
aca_25,unsolved,YXXYxxyX,YYYYXyyyx,xy,x,1,3,YXXXYXyxxxyXXXYxxx,YXXXyxxxx,orb_0815,YXXXXyxxx,YYXXXyxxxxxxyyX,24,
aca_25,unsolved,YXXYxxyX,YYYYXyyyx,xy,y,0,3,xyxxxYXYxyXXXY,YxxyXYX,orb_0482,YYXXyx,YYXyxxxYXyXXX,19,
aca_25,unsolved,YXXYxxyX,YYYYXyyyx,yX,x,1,2,xxyyXYYXXXy,YxxxxyXXX,orb_0494,YXXXXyxxx,YYXXYxxxyyx,20,
aca_25,unsolved,YXXYxxyX,YYYYXyyyx,yx,x,1,3,YxxxxYXXYxxyXXyXXX,YxxxyXXXX,orb_0871,YXXXXyxxx,YYXXXyxxyXXXXyxx,25,
aca_25,unsolved,YXXYxxyX,YYYYXyyyx,yx,y,0,3,YXYxxYXYxxYXYxxYXYXyxyXXyxyy,YXXyxyx,orb_1186,YYXXyx,YYXyyxxxyyxxxyyxxxyXYYXXX,31,
aca_25,unsolved,YXXYxxyX,YYYYXyyyx,yy,y,1,3,xYYXyXYYXyxxYxyyXX,YYxyyXYxyyX,orb_1017,YXXyxYXXyxx,YYXYxxyXXyxyXXyx,27,
aca_25,unsolved,YXXYxxyX,YYYYXyyyx,xxy,x,0,2,XXXXYxyxxxYXy,YYXXyx,orb_0479,YYXXyx,YXyXXXXYxyxxx,19,
aca_25,unsolved,YXXYxxyX,YYYYXyyyx,xxy,y,0,2,yxxxxYXyXXXYx,YxxyXY,orb_0479,YYXXyx,YXyXXXXYxyxxx,19,
aca_25,unsolved,YXXYxxyX,YYYYXyyyx,yxY,x,1,2,YxxxYxYXyXyXXX,YxxxyXXXX,orb_0494,YXXXXyxxx,YYXXYxxxyyx,20,
aca_25,unsolved,YXXYxxyX,YYYYXyyyx,yxY,y,0,2,yxxyyyXYYXX,YxxYxyXX,orb_0416,YXXYxxyX,YYYXyyXXYxx,19,
aca_25,unsolved,YXXYxxyX,YYYYXyyyx,yyy,y,1,2,yXYXyXYxxyxYX,YXyxYXyxYXyxY,orb_0986,YYXYxyXyxyXyx,YXyxYXyxYXXyx,26,
