name,r1,r2,canon_r1,canon_r2,len1,len2,total_len,max_len,n_members,S,MK,W,abelian_det,ex1,ey1,ex2,ey2,x_blocks1,y_blocks1,x_blocks2,y_blocks2,bs_general,bs_m,bs_donor_index,bs_preflight_status,stalled_stable_letters,T,route,prepass_charges,plain_charges,best_state_r1,best_state_r2,best_total_len,best_reduction,two_block_gate,primitive_one_occurrence1,primitive_one_occurrence2,cluster
ac19_18255,YXXyXyx,YYXXyXYxxxyx,YXXyXyx,YYXXyXYxxxyx,7,12,19,12,1,1.1428571428571428,4.0,0,1,-2,1,1,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,6,False,False,False,non_bs_mid_reduced
ac19_18375,YXXYxxyX,YYXXyxxYXyX,YXXYxxyX,YYXXyxxYXyX,8,11,19,11,3,1.1428571428571428,4.0,0,-1,-1,-1,-2,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,18,872,YYXXyx,YYxYXXX,13,6,False,False,False,non_bs_mid_reduced
ac19_18413,YXYxxYXyxYXyx,YYXYxxYYxxYXyx,YXYxxYXyxYXyx,YYXYxxYYxxYXyx,13,14,27,14,1,1.1818181818181819,6.0,1,1,1,-2,3,-5,6,6,5,5,False,,,reject,,0,incumbent_restart,8,872,YXXYxYxx,YYxyxyXyX,17,10,False,False,False,non_bs_long_reduced
ac19_18516,YYXXyxx,YYXYXXYYxyx,YYXXyxx,YYXYXXYYxyx,7,11,18,11,1,1.5,4.0,1,-1,0,-1,-1,-4,2,2,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyxx,YYYYYXyXYx,17,1,False,False,False,non_bs_short_reduced
ac19_18524,YXXXYxxxyx,YYxYxxxyXXX,YXXXYxxxyx,YYxYxxxyXXX,10,11,21,11,1,1.1666666666666667,3.0,1,-1,1,-1,1,-2,3,3,3,3,False,,,reject,,0,incumbent_restart,23,872,YXXXYxx,YYXYYXyx,15,6,False,False,False,non_bs_mid_reduced
ac19_18718,YYXXXXYX,YYXYxxyyXXX,YYXXXXYX,YYXYxxyyXXX,8,11,19,11,1,1.6,3.0,0,-1,-5,-3,-2,-1,2,2,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YYxYXXX,13,6,False,False,False,non_bs_mid_reduced
ac19_18844,YYXXXyX,YXyXXYxxxyx,YYXXXyX,YXyXXYxxxyx,7,11,18,11,10,1.1666666666666667,4.0,1,1,-4,-1,1,0,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyyx,YXyxYxx,14,4,False,False,False,non_bs_short_reduced
ac19_18936,YYXXXXXyX,YXXXXXXyxxxxx,YYXXXXXyX,YXXXXXXyxxxxx,9,13,22,13,4,1.25,2.0,1,-1,-6,-1,-1,0,2,2,2,2,True,5,1,reject,3,2,incumbent_restart,8,872,YYxyXyx,YYXXXXXyX,16,6,False,False,False,bs_stalled_lo
ac19_18993,YYXXyXyyx,YYxxYxxyx,YYXXyXyyx,YYxxYxxyx,9,9,18,9,1,1.5,3.0,1,-1,-2,1,5,-2,3,3,3,3,False,,,reject,,0,incumbent_restart,8,872,YYYXX,YXYXyx,11,7,False,False,False,non_bs_short_reduced
ac19_19026,YYXXXyx,YXyxxxYXXyx,YYXXXyx,YXyxxxYXXyx,7,11,18,11,3,1.1666666666666667,4.0,1,1,-2,-1,1,0,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXXyX,YXYxyXXX,15,3,False,False,False,non_bs_short_reduced
ac19_19132,YXYxyXXyx,YYYXyyxYXyx,YXYxyXXyx,YYYXyyxYXyx,9,11,20,11,3,1.125,4.0,1,1,-1,0,0,-1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YXYxxyx,YYXyxxxx,15,5,False,False,False,non_bs_mid_reduced
ac19_19144,YYXXYXXyX,YYxxyXXXX,YYXXYXXyX,YYxxyXXXX,9,9,18,9,5,1.4,3.0,1,1,-5,-2,-2,-1,3,3,2,2,False,,,reject,,0,incumbent_restart,8,872,YYXXXyxx,YYxYXXXXX,17,1,False,False,False,non_bs_short_reduced
ac19_19168,YYXXXYxx,YYYYYXYYX,YYXXXYxx,YYYYYXYYX,8,9,17,9,1,1.75,2.0,1,1,-1,-3,-2,-7,2,2,2,2,False,,,reject,,0,incumbent_restart,18,872,YYXXXYxx,YYXYxxyXX,17,0,False,False,False,non_bs_short_stuck
ac19_19313,YYXXyxx,YYXXYxYxyx,YYXXyxx,YYXXYxYxyx,7,10,17,10,3,1.3333333333333333,4.0,2,1,0,-1,1,-3,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxYxyX,14,3,False,False,False,non_bs_short_reduced
ac19_19674,YXXyXyxx,YYxyXYxyx,YXXyXyxx,YYxyXYxyx,8,9,17,9,3,1.1428571428571428,4.0,0,-1,-1,1,2,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YXXyXyxx,YYxyXYxyx,17,0,False,False,False,non_bs_short_stuck
ac19_19700,YXYxxyXyx,YYXXyXyyxx,YXYxxyXyx,YYXXyXyyxx,9,10,19,10,1,1.2857142857142858,4.0,1,1,1,0,-1,1,4,4,3,3,False,,,reject,,0,incumbent_restart,8,872,YXYxxyXyx,YYXXyXyyxx,19,0,False,False,False,non_bs_mid_stuck
ac19_19775,YYXXXyX,YXXyXYxxxyXYxxxyX,YYXXXyX,YXXyXYxxxyXYxxxyX,7,17,24,17,1,1.125,6.0,1,1,-4,-1,1,0,2,2,6,6,False,,,reject,,0,incumbent_restart,8,872,YXXXyXYx,YYXXyXXYX,17,7,False,False,False,non_bs_long_reduced
ac19_19996,YXXyXyX,YYYXXXyxyxyxx,YXXyXyX,YYYXXXyxyxyxx,7,13,20,13,1,1.2857142857142858,4.0,1,-1,-4,1,1,0,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyxx,YYxYxyX,14,6,False,False,False,non_bs_mid_reduced
ac19_20011,YYXXXYxxYxx,YYXXXXyxxxx,YYXXXYxxYxx,YYXXXXyxxxx,11,11,22,11,2,1.4,3.0,1,-1,1,-4,0,-1,3,3,2,2,False,,,reject,,0,incumbent_restart,8,872,YYXXXYx,YYxyXYX,14,8,False,False,False,non_bs_long_reduced
ac19_20023,YXYXXYx,YYXyyxxyXyx,YXYXXYx,YYXyyxxyXyx,7,11,18,11,4,1.2857142857142858,4.0,1,-1,-2,-3,1,2,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,5,False,False,False,non_bs_short_reduced
ac19_20050,YYXXXYx,YYXYYXYXXyx,YYXXXYx,YYXYYXYXXyx,7,11,18,11,2,1.5,4.0,1,-1,-2,-3,-3,-4,2,2,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXYx,YYxxYXyXX,15,3,False,False,False,non_bs_short_reduced
ac19_20055,YYXXXXXXXXyx,YXXXXXXyxxxxx,YYXXXXXXXXyx,YXXXXXXyxxxxx,12,13,25,13,6,1.25,2.0,1,-1,-7,-1,-1,0,2,2,2,2,True,5,1,reject,3,2,incumbent_restart,8,872,YXXyXXXXYx,YXXyxYXXXXX,21,4,False,False,False,bs_stalled_lo
ac19_20074,YXXXYxYx,YYXXYxYYxyX,YXXXYxYx,YYXXYxYYxyX,8,11,19,11,2,1.2857142857142858,4.0,1,1,-1,-3,-1,-4,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YXXXYxYx,YYXyxYXyx,17,2,False,False,False,non_bs_mid_reduced
ac19_20172,YYXXXyX,YXYXyXXX,YYXXXyX,YXYXyXXX,7,8,15,8,12,1.2,3.0,0,-1,-4,-1,-5,-1,2,2,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXYxyX,YYXXyxx,14,1,False,False,False,non_bs_short_reduced
ac19_20270,YYXXXYxx,YYYXXXyxyyxyx,YYXXXYxx,YYYXXXyxyyxyx,8,13,21,13,1,1.6666666666666667,4.0,2,-1,-1,-3,0,1,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXXYxx,YYXYYxxyXYX,19,2,False,False,False,non_bs_mid_reduced
ac19_20301,YXyxYXXyx,YYXXyyXYXXYxyX,YXyxYXXyx,YYXXyyXYXXYxyX,9,14,23,14,1,1.2222222222222223,5.0,1,1,-1,0,-5,-1,4,4,5,5,False,,,reject,,0,incumbent_restart,8,872,YYXYXYxxx,YYXyxYXyx,18,5,False,False,False,non_bs_long_reduced
ac19_20443,YXXXYxYx,YYXyxYXyx,YXXXYxYx,YYXyxYXyx,8,9,17,9,10,1.1428571428571428,4.0,0,1,-1,-3,0,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YXXXYxYx,YYXyxYXyx,17,0,False,False,False,non_bs_short_stuck
ac19_20613,YYXXyxx,YYYxxYxxYXXX,YYXXyxx,YYYxxYxxYXXX,7,12,19,12,2,1.6,3.0,2,1,0,-1,1,-5,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYYYxxxxyXXX,19,0,False,False,False,non_bs_mid_stuck
ac19_20653,YXXyXyx,YYXyxYYxxyx,YXXyXyx,YYXyxYYxxyx,7,11,18,11,1,1.2857142857142858,4.0,1,1,-2,1,3,-2,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXXYx,YYxyXYX,14,4,False,False,False,non_bs_short_reduced
ac19_20708,YYXXXyX,YYXXyXyxx,YYXXXyX,YYXXyXyxx,7,9,16,9,5,1.4,3.0,1,-1,-4,-1,-1,0,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyyx,YXyxYxx,14,2,False,False,False,non_bs_short_reduced
ac19_20791,YYXYXyXyX,YXyxYXXyx,YYXYXyXyX,YXyxYXXyx,9,9,18,9,5,1.125,4.0,1,-1,-4,-1,-1,0,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YXXYxYxx,YYXyxYXyx,17,1,False,False,False,non_bs_short_reduced
ac19_20858,YXXYxxyx,YYxxYxYxyxyXX,YXXYxxyx,YYxxYxYxyxyXX,8,13,21,13,1,1.125,5.0,1,1,1,-1,3,-2,3,3,5,5,False,,,reject,,0,incumbent_restart,18,872,YYXYXYxxx,YYXyxYXyx,18,3,False,False,False,non_bs_mid_reduced
ac19_21024,YYXXYXYXX,YYYxyXXXyxxyyx,YYXXYXYXX,YYYxyXXXyxxyyx,9,14,23,14,1,1.5714285714285714,4.0,1,-1,-5,-4,1,1,3,3,4,4,False,,,reject,,0,incumbent_restart,23,872,YXYXYx,YYXyyxxxyyX,17,6,False,False,False,non_bs_long_reduced
ac19_21067,YXXyXyx,YYXYxxYxyyx,YXXyXyx,YYXYxxYxyyx,7,11,18,11,1,1.2857142857142858,4.0,1,1,-2,1,3,-2,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXXYx,YYxyXYX,14,4,False,False,False,non_bs_short_reduced
ac19_21098,YXyxYXXyx,YYXXYXXyyX,YXyxYXXyx,YYXXYXXyyX,9,10,19,10,1,1.2857142857142858,4.0,1,1,-1,0,-5,-1,4,4,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXYxxx,YXYxxYxyX,17,2,False,False,False,non_bs_mid_reduced
ac19_21102,YXXyXyx,YYYYxxyXyxyX,YXXyXyx,YYYYxxyXyxyX,7,12,19,12,1,1.2857142857142858,4.0,1,1,-2,1,1,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXYxxx,YYxYxyX,14,5,False,False,False,non_bs_mid_reduced
ac19_21215,YXXXXYxxxxyx,YYYYxxxxyXYxx,YXXXXYxxxxyx,YYYYxxxxyXYxx,12,13,25,13,4,1.5,3.0,3,1,1,-1,5,-4,3,3,3,3,False,,,reject,,0,incumbent_restart,28,872,YXXyx,YXYXyXX,12,13,False,False,False,non_bs_long_reduced
ac19_21293,YXXYXXyx,YYxyXYXyX,YXXYXXyx,YYxyXYXyX,8,9,17,9,5,1.1428571428571428,4.0,0,1,-3,-1,-2,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,18,872,YXXyx,YYxyxx,11,6,False,False,False,non_bs_short_reduced
ac19_21315,YYXXXyx,YYXXyyxyxx,YYXXXyx,YYXXyyxyxx,7,10,17,10,1,1.6,3.0,2,-1,-2,-1,1,1,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YYxYXXX,13,4,False,False,False,non_bs_short_reduced
ac19_21522,YXXXXXyXYx,YXXXyxYXXXX,YXXXXXyXYx,YXXXyxYXXXX,10,11,21,11,4,1.0,3.0,0,-1,-5,-1,-6,-1,3,3,3,3,False,,,reject,,0,incumbent_restart,33,872,YYXXyx,YYxYXXX,13,8,False,False,False,non_bs_mid_reduced
ac19_21595,YXYxyx,YYXXyxYxxYxYYxx,YXYxyx,YYXXyxYxxYxYYxx,6,15,21,15,1,1.25,5.0,0,-1,1,-1,4,-5,3,3,5,5,False,,,reject,,0,incumbent_restart,18,872,YXXXyxx,YYXyxYxxyx,17,4,False,False,False,non_bs_mid_reduced
ac19_21855,YXXXyxYx,YXYXyXYxYXX,YXXXyxYx,YXYXyXYxYXX,8,11,19,11,16,1.0,5.0,0,-1,-1,-1,-4,-3,3,3,5,5,False,,,reject,,0,incumbent_restart,18,872,YYXXXyX,YXYxyXXX,15,4,False,False,False,non_bs_mid_reduced
ac19_21907,YXXyXyx,YYXyxYXyxx,YXXyXyx,YYXyxYXyxx,7,10,17,10,3,1.1428571428571428,4.0,0,1,-2,1,1,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXXYx,YYxyXYX,14,3,False,False,False,non_bs_short_reduced
ac19_22018,YXXXyxYx,YYxyxyXyx,YXXXyxYx,YYxyxyXyx,8,9,17,9,1,1.1428571428571428,4.0,0,1,-1,-1,2,1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YXyXXyx,YYYXyyxx,15,2,False,False,False,non_bs_short_reduced
ac19_22112,YXXYxxyX,YXyxYxYXXyx,YXXYxxyX,YXyxYxYXXyx,8,11,19,11,2,1.0,5.0,0,1,-1,-1,0,-1,3,3,5,5,False,,,reject,,0,incumbent_restart,23,872,YXyxYx,YYxYxxx,13,6,False,False,False,non_bs_mid_reduced
ac19_22263,YXyXYXyxx,YYXXyxxYxyX,YXyXYXyxx,YYXXyxxYxyX,9,11,20,11,2,1.125,4.0,1,1,-1,0,0,-1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YXyXYXyxx,YYXXyXYxyX,19,1,False,False,False,non_bs_mid_reduced
ac19_22389,YXXXyXYx,YYXXyXYXX,YXXXyXYx,YYXXyXYXX,8,9,17,9,3,1.1666666666666667,3.0,1,1,-3,-1,-5,-2,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXXyX,YXYxyXXX,15,2,False,False,False,non_bs_short_reduced
ac19_22520,YXYxxyXyx,YYXyxxYXyx,YXYxxyXyx,YYXyxxYXyx,9,10,19,10,1,1.125,4.0,1,-1,1,0,1,-1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YXYxxyXyx,YYXYXXyyxx,19,0,False,False,False,non_bs_mid_stuck
ac19_22598,YXYxxYXyx,YYYxxYXYxyXYx,YXYxxYXyx,YYYxxYXYxyXYx,9,13,22,13,1,1.2222222222222223,5.0,1,-1,1,-2,2,-5,4,4,5,5,False,,,reject,,0,incumbent_restart,8,872,YXXXyxxYx,YYXyXYxxyx,19,3,False,False,False,non_bs_long_reduced
ac19_22628,YYXXXXyxxx,YYXXXXXYYxxYX,YYXXXXyxxx,YYXXXXXYYxxYX,10,13,23,13,1,1.6,3.0,2,1,-1,-1,-4,-5,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXXXyxxx,YYXYYxxyXXX,21,2,False,False,False,non_bs_long_reduced
ac19_22957,YYXXXYX,YYxYXyyX,YYXXXYX,YYxYXyyX,7,8,15,8,10,1.4,3.0,1,1,-4,-3,-1,-1,2,2,3,3,False,,,reject,,0,incumbent_restart,23,872,YYxyxYx,YXXyXyx,14,1,False,False,False,non_bs_short_reduced
ac19_22963,YXyxYXXyx,YYXyXyxYXXXX,YXyxYXXyx,YYXyXyxYXXXX,9,12,21,12,1,1.125,4.0,1,1,-1,0,-5,-1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXYXyyX,YXyxYXyxx,18,3,False,False,False,non_bs_mid_reduced
ac19_22984,YYXXyxx,YYXyXyxYXyx,YYXXyxx,YYXyXyxYXyx,7,11,18,11,3,1.2857142857142858,5.0,1,-1,0,-1,-1,0,2,2,5,5,False,,,reject,,0,incumbent_restart,13,872,YXYXXyxx,YYXyxYxyX,17,1,False,False,False,non_bs_short_reduced
ac19_23080,YYXXYxxyx,YYYYYxxYYx,YYXXYxxyx,YYYYYxxYYx,9,10,19,10,1,1.6,3.0,2,-1,1,-2,3,-7,3,3,2,2,False,,,reject,,0,incumbent_restart,18,872,YYXXXYx,YYxyXYX,14,5,False,False,False,non_bs_mid_reduced
ac19_23093,YXyXYxx,YYYYYXXyxxx,YXyXYxx,YYYYYXXyxxx,7,11,18,11,1,1.8,3.0,3,1,0,-1,1,-4,3,3,2,2,False,,,reject,,0,incumbent_restart,18,872,YXyxxyX,YYYYYxxYX,16,2,False,False,False,non_bs_short_reduced
ac19_23123,YXXXyxx,YYXyxYxyXYxyX,YXXXyxx,YYXyxYxyXYxyX,7,13,20,13,4,1.125,6.0,1,1,-1,0,0,-1,2,2,6,6,True,2,0,reject,7,6,incumbent_restart,8,872,YXXXyxx,YYXyxYxyXYxyX,20,0,False,False,False,bs_stalled_hi
ac19_23156,YYXXyxx,YYYxYXYYX,YYXXyxx,YYYxYXYYX,7,9,16,9,1,1.4,3.0,1,-1,0,-1,-1,-6,2,2,3,3,False,,,reject,,0,incumbent_restart,18,872,YYXXyxx,YYYxYXYYX,16,0,False,False,False,non_bs_short_stuck
ac19_23233,YYXXYXyyx,YYxyXXXYX,YYXXYXyyx,YYxyXXXYX,9,9,18,9,1,1.5,3.0,1,1,-2,-1,-3,-2,3,3,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxyXYX,14,4,False,False,False,non_bs_short_reduced
ac19_23234,YYXXYXyyxYXyx,YXyXYxyXYxYXX,YYXXYXyyxYXyx,YXyXYxyXYxYXX,13,13,26,13,1,1.1818181818181819,6.0,1,1,-2,-1,-3,-2,5,5,6,6,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YXYxyXX,13,13,False,False,False,non_bs_long_reduced
ac19_23285,YYXXXYX,YYYxyyXyyx,YYXXXYX,YYYxyyXyyx,7,10,17,10,1,1.4,3.0,1,-1,-4,-3,1,1,2,2,3,3,False,,,reject,,0,incumbent_restart,28,872,YYxYXYX,YYYYXXYx,15,2,False,False,False,non_bs_short_reduced
ac19_23409,YXXXyXYx,YXyXYXXYxyx,YXXXyXYx,YXyXYXXYxyx,8,11,19,11,2,1.0,5.0,0,1,-3,-1,-2,-1,3,3,5,5,False,,,reject,,0,incumbent_restart,23,872,YYXXyyx,YXyxYxx,14,5,False,False,False,non_bs_mid_reduced
ac19_23430,YXYXXYx,YYYXXXyxx,YXYXXYx,YYYXXXyxx,7,9,16,9,2,1.4,3.0,1,1,-2,-3,-1,-2,3,3,2,2,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,3,False,False,False,non_bs_short_reduced
ac19_23608,YYXXYXyyX,YXyxYXyxx,YYXXYXyyX,YXyxYXyxx,9,9,18,9,4,1.2857142857142858,4.0,1,1,-4,-1,1,0,3,3,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXYXyyX,YXyxYXyxx,18,0,False,False,False,non_bs_short_stuck
ac19_23763,YYXXXyx,YYYxyxxyyXyx,YYXXXyx,YYYxyxxyyXyx,7,12,19,12,1,1.5,4.0,3,1,-2,-1,3,1,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXXyX,YXYxyXXX,15,4,False,False,False,non_bs_mid_reduced
ac19_23824,YYXXXYxx,YYYXXyxxYYX,YYXXXYxx,YYYXXyxxYYX,8,11,19,11,4,1.8,3.0,3,1,-1,-3,-1,-4,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXXYxx,YYXYxxyXX,17,2,False,False,False,non_bs_mid_reduced
ac19_24058,YXXyXyxx,YYYYxxxYx,YXXyXyxx,YYYYxxxYx,8,9,17,9,3,1.6,3.0,0,1,-1,1,4,-5,3,3,2,2,False,,,reject,,0,incumbent_restart,13,872,YXXyXyxx,YYYYxxxYx,17,0,False,False,False,non_bs_short_stuck
ac19_24097,YXyxYXXyx,YYXyxYXyyxYxxx,YXyxYXXyx,YYXyxYXyyxYxxx,9,14,23,14,1,1.2222222222222223,5.0,1,1,-1,0,3,-1,4,4,5,5,False,,,reject,,0,incumbent_restart,8,872,YYXXYxxYX,YYxyXYxyX,18,5,False,False,False,non_bs_long_reduced
ac19_24119,YYXXXXyxxxx,YXXXXXXyxxxxx,YYXXXXyxxxx,YXXXXXXyxxxxx,11,13,24,13,2,1.25,2.0,1,-1,0,-1,-1,0,2,2,2,2,True,5,1,reject,3,2,incumbent_restart,8,872,YYxxyX,YXYXYxxxx,15,9,False,False,False,bs_stalled_lo
ac19_24135,YXyxYXXyx,YYXYxyXYxyXXyX,YXyxYXXyx,YYXYxyXYxyXXyX,9,14,23,14,1,1.1,6.0,1,1,-1,0,-3,-1,4,4,6,6,False,,,reject,,0,incumbent_restart,8,872,YXXYxYxx,YYXyxYXyx,17,6,False,False,False,non_bs_long_reduced
ac19_24328,YYXXyxx,YYYYXyxYYX,YYXXyxx,YYYYXyxYYX,7,10,17,10,10,1.4,3.0,1,-1,0,-1,-1,-5,2,2,3,3,False,,,reject,,0,incumbent_restart,28,872,YYXXyx,YXYxyXX,13,4,False,False,False,non_bs_short_reduced
ac19_24374,YXYXXYx,YYxyXyXyxx,YXYXXYx,YYxyXyXyxx,7,10,17,10,2,1.1428571428571428,4.0,0,1,-2,-3,1,1,3,3,4,4,False,,,reject,,0,incumbent_restart,18,872,YYXXyx,YXYxyXX,13,4,False,False,False,non_bs_short_reduced
ac19_24447,YXyxYXXyx,YYXyXXyxYXX,YXyxYXXyx,YYXyXXyxYXX,9,11,20,11,2,1.125,4.0,1,1,-1,0,-4,-1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YXXYxYxx,YYXyxYXyx,17,3,False,False,False,non_bs_mid_reduced
ac19_24481,YYYXXXyxx,YYYXyxxYXX,YYYXXXyxx,YYYXyxxYXX,9,10,19,10,1,1.8,3.0,3,1,-1,-2,-1,-3,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXXYxx,YYXYxxyXX,17,2,False,False,False,non_bs_mid_reduced
ac19_24565,YXXyXyx,YYXXXXyxxyx,YXXyXyx,YYXXXXyxxyx,7,11,18,11,1,1.1666666666666667,3.0,1,1,-2,1,-1,0,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,5,False,False,False,non_bs_short_reduced
ac19_24596,YXyxYXXyx,YYXXXYXyyX,YXyxYXXyx,YYXXXYXyyX,9,10,19,10,2,1.2857142857142858,4.0,1,1,-1,0,-5,-1,4,4,3,3,False,,,reject,,0,incumbent_restart,8,872,YXXYxxx,YYXyxYXyx,16,3,False,False,False,non_bs_mid_reduced
ac19_24622,YYXXXyX,YYXYxyXyxyX,YYXXXyX,YYXYxyXyxyX,7,11,18,11,2,1.2857142857142858,5.0,1,-1,-4,-1,-1,0,2,2,5,5,False,,,reject,,0,incumbent_restart,18,872,YYXXyyx,YXyxYxx,14,4,False,False,False,non_bs_short_reduced
ac19_24668,YXXyXYx,YYxyxxxyXyXYX,YXXyXYx,YYxyxxxyXyXYX,7,13,20,13,1,1.125,5.0,1,1,-2,-1,1,0,3,3,5,5,False,,,reject,,0,incumbent_restart,13,872,YXYXXyX,YYXyXyxxx,16,4,False,False,False,non_bs_mid_reduced
ac19_25075,YXXyXyx,YYxYXXyyxx,YXXyXyx,YYxYXXyyxx,7,10,17,10,2,1.3333333333333333,3.0,0,1,-2,1,1,-1,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXXYx,YYxyXYX,14,3,False,False,False,non_bs_short_reduced
ac19_25143,YYXXXyx,YXXXYxxYXXXyX,YYXXXyx,YXXXYxxYXXXyX,7,13,20,13,1,1.1666666666666667,4.0,1,-1,-2,-1,-5,-2,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxYxyX,14,6,False,False,False,non_bs_mid_reduced
ac19_25325,YXYxYXXYXyx,YYxYXXXYxYXX,YXYxYXXYXyx,YYxYXXXYxYXX,11,12,23,12,1,1.1111111111111112,5.0,0,1,-2,-3,-3,-5,5,5,4,4,False,,,reject,,0,incumbent_restart,13,872,YXYXXYxx,YYXyXyxyx,17,6,False,False,False,non_bs_long_reduced
ac19_25347,YXXXyXXyx,YYXyxyXYxxxyX,YXXXyXXyx,YYXyxyXYxxxyX,9,13,22,13,1,1.125,5.0,1,-1,-4,1,1,0,3,3,5,5,False,,,reject,,0,incumbent_restart,18,872,YYXXyxx,YYxyXYx,14,8,False,False,False,non_bs_long_reduced
ac19_25580,YXYXXYx,YYXyxYXXyx,YXYXXYx,YYXyxYXXyx,7,10,17,10,4,1.1428571428571428,4.0,0,-1,-2,-3,-1,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,4,False,False,False,non_bs_short_reduced
ac19_25757,YYXXXXXXX,YYYXXXyxyXX,YYXXXXXXX,YYYXXXyxyXX,9,11,20,11,5,1.75,3.0,1,-1,-7,-2,-4,-1,1,1,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YYxYXXX,13,7,False,False,False,non_bs_mid_reduced
ac19_25941,YYXXXyX,YXyXXYxxxyX,YYXXXyX,YXyXXYxxxyX,7,11,18,11,6,1.1666666666666667,4.0,1,-1,-4,-1,-1,0,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXYxyX,YYXXyxx,14,4,False,False,False,non_bs_short_reduced
ac19_25945,YYXXYxYXXXYx,YXXYxxxyXXXYx,YYXXYxYXXXYx,YXXYxxxyXXXYx,12,13,25,13,1,1.125,4.0,1,1,-3,-5,-1,-2,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXXYxx,YYXYYxxyXYX,19,6,False,False,False,non_bs_long_reduced
ac19_25960,YXXXYxx,YYYXYYXXyyxx,YXXXYxx,YYYXYYXXyyxx,7,12,19,12,3,1.8,3.0,3,1,-1,-2,-1,-3,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YXXXYxx,YYYXYYYXYX,17,2,False,False,False,non_bs_mid_reduced
ac19_26073,YXyxYXXyx,YYXXYxyXyX,YXyxYXXyx,YYXXYxyXyX,9,10,19,10,4,1.125,4.0,1,1,-1,0,-3,-1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXYxxx,YXYxxYxyX,17,2,False,False,False,non_bs_mid_reduced
ac19_26186,YXyxYXXyx,YYXXyxyXXXyX,YXyxYXXyx,YYXXyxyXXXyX,9,12,21,12,1,1.125,4.0,1,-1,-1,0,-5,1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YXyxYXXyx,YYXXyyXXXyX,20,1,False,False,False,non_bs_mid_reduced
ac19_26438,YXyxYXXyx,YYXXyxYXXyXyyX,YXyxYXXyx,YYXXyxYXXyXyyX,9,14,23,14,1,1.2222222222222223,5.0,1,-1,-1,0,-5,1,4,4,5,5,False,,,reject,,0,incumbent_restart,8,872,YXXXYxYx,YYXyxYXyx,17,6,False,False,False,non_bs_long_reduced
