line_idx,r1,r2,greedy_solved,greedy_path_length
10717,xxxyy,xxxxyXYxyxyy,True,7
10718,xxxyy,xxxxyXYXyyXY,True,10
10719,xxxyy,xxxxyXYXYXyy,True,4
10720,xxxyy,xxxxyXYYXXyy,True,5
10721,xxxyy,xxxxyyxxyyXY,True,5
10722,xxxyy,xxxxyyxyxyXY,True,8
10723,xxxyy,xxxxyyxyXyxY,True,8
10724,xxxyy,xxxxyyXXyXYY,True,5
10725,xxxyy,xxxxyyXyxyxY,True,4
10726,xxxyy,xxxxyyXyXXYY,True,4
10727,xxxyy,xxxxyyXyXYXY,True,4
10728,xxxyy,xxxxyyXyyxxY,True,4
10729,xxxyy,xxxxyyXYXyXY,True,5
10730,xxxyy,xxxxyyyxxyXY,True,7
10731,xxxyy,xxxxyyyXXXYY,True,5
10732,xxxyy,xxxxyyyXXYXY,True,8
10733,xxxyy,xxxxyyyXyxxY,True,8
10734,xxxyy,xxxxyyyXYXXY,True,7
10735,xxxyy,xxxxyyyyyxYY,True,6
10736,xxxyy,xxxxYXXXyXXY,True,5
10737,xxxyy,xxxxYXXyyyXY,True,10
10738,xxxyy,xxxxYXyXyyXY,True,10
10739,xxxyy,xxxyxxxyxyyy,True,5
10740,xxxyy,xxxyxxxyyyXY,True,5
10741,xxxyy,xxxyxxyxxyyy,True,5
10742,xxxyy,xxxyxxyxyxyy,True,7
10743,xxxyy,xxxyxxyxyyxy,True,5
10744,xxxyy,xxxyxxyxyyXY,True,6
10745,xxxyy,xxxyxxyxYXyy,True,7
10746,xxxyy,xxxyxxyXyyxY,True,6
10747,xxxyy,xxxyxxyXYxyy,True,7
10748,xxxyy,xxxyxxyyxxyy,True,5
10749,xxxyy,xxxyxxyyxyxy,True,5
10750,xxxyy,xxxyxxyyxyXY,True,5
10751,xxxyy,xxxyxxyyxYXy,True,4
10752,xxxyy,xxxyxxyyXyxY,True,6
10753,xxxyy,xxxyxxyyXYxy,True,5
10754,xxxyy,xxxyxxyyyxxy,True,5
10755,xxxyy,xxxyxxYxyXyy,True,8
10756,xxxyy,xxxyxxYxyyXy,True,5
10757,xxxyy,xxxyxxYXyxyy,True,8
10758,xxxyy,xxxyxxYXyyxy,True,5
10759,xxxyy,xxxyxyxxyxyy,True,7
10760,xxxyy,xxxyxyxxyyxy,True,5
10761,xxxyy,xxxyxyxxyyXY,True,6
10762,xxxyy,xxxyxyxxYXyy,True,8
10763,xxxyy,xxxyxyxyxxyy,True,7
10764,xxxyy,xxxyxyxyxyxy,True,7
10765,xxxyy,xxxyxyxyxyXY,True,6
10766,xxxyy,xxxyxyxyxYXy,True,4
10767,xxxyy,xxxyxyxyXyxY,True,10
10768,xxxyy,xxxyxyxyXYxy,True,8
10769,xxxyy,xxxyxyxYxyXy,True,5
10770,xxxyy,xxxyxyxYXyxy,True,7
10771,xxxyy,xxxyxyXXyXYY,True,10
10772,xxxyy,xxxyxyXXYYXy,True,4
10773,xxxyy,xxxyxyXyxyxY,True,10
10774,xxxyy,xxxyxyXyxYxy,True,8
10775,xxxyy,xxxyxyXyXXYY,True,9
10776,xxxyy,xxxyxyXyXYXY,True,7
10777,xxxyy,xxxyxyXyyxxY,True,6
10778,xxxyy,xxxyxyXYxxyy,True,8
10779,xxxyy,xxxyxyXYXyXY,True,6
10780,xxxyy,xxxyxyXYXYXy,True,4
10781,xxxyy,xxxyxyXYYXXy,True,5
10782,xxxyy,xxxyxyyxxyXY,True,5
10783,xxxyy,xxxyxyyxxYXy,True,4
10784,xxxyy,xxxyxyyXXXYY,True,5
10785,xxxyy,xxxyxyyXXYXY,True,6
10786,xxxyy,xxxyxyyXyxxY,True,6
10787,xxxyy,xxxyxyyXYXXY,True,6
10788,xxxyy,xxxyxyyyyxYY,True,7
10789,xxxyy,xxxyxYxxyXyy,True,8
10790,xxxyy,xxxyxYxxyyXy,True,4
10791,xxxyy,xxxyxYxyxyXy,True,4
10792,xxxyy,xxxyxYXXyyXY,True,6
10793,xxxyy,xxxyxYXXYXyy,True,7
10794,xxxyy,xxxyxYXyxxyy,True,7
10795,xxxyy,xxxyxYXyXyXY,True,7
10796,xxxyy,xxxyxYXyXYXy,True,5
10797,xxxyy,xxxyxYXyyXXY,True,6
10798,xxxyy,xxxyxYXYXXyy,True,8
10799,xxxyy,xxxyxYXYXyXy,True,4
10800,xxxyy,xxxyxYYxyyyy,True,6
10801,xxxyy,xxxyxYYXXXyy,True,5
10802,xxxyy,xxxyxYYXXyXy,True,4
10803,xxxyy,xxxyxYYXyXXy,True,5
10804,xxxyy,xxxyXXXyXYYY,True,5
10805,xxxyy,xxxyXXXyyxYY,True,5
10806,xxxyy,xxxyXXXYYxyy,True,5
10807,xxxyy,xxxyXXXYYYXy,True,4
10808,xxxyy,xxxyXXyxyXYY,True,8
10809,xxxyy,xxxyXXyxYYXy,True,5
10810,xxxyy,xxxyXXyXXYYY,True,6
10811,xxxyy,xxxyXXyXyxYY,True,9
10812,xxxyy,xxxyXXyXYXYY,True,8
10813,xxxyy,xxxyXXyXYYXY,True,6
10814,xxxyy,xxxyXXyyxYXY,True,5
10815,xxxyy,xxxyXXyyXYxY,True,6
10816,xxxyy,xxxyXXYxyyXY,True,5
10817,xxxyy,xxxyXXYxYXyy,True,8
10818,xxxyy,xxxyXXYXyXYY,True,9
10819,xxxyy,xxxyXXYXyyxY,True,6
10820,xxxyy,xxxyXXYXYxyy,True,8
10821,xxxyy,xxxyXXYXYYXy,True,5
10822,xxxyy,xxxyXXYYxyXy,True,5
10823,xxxyy,xxxyXXYYXyXY,True,5
10824,xxxyy,xxxyXXYYXYXy,True,4
10825,xxxyy,xxxyXXYYYXXy,True,5
10826,xxxyy,xxxyXyxxyyxY,True,4
10827,xxxyy,xxxyXyxxYxyy,True,8
10828,xxxyy,xxxyXyxyxyxY,True,6
10829,xxxyy,xxxyXyxyXXYY,True,8
10830,xxxyy,xxxyXyxyXYXY,True,8
10831,xxxyy,xxxyXyxyyxxY,True,4
10832,xxxyy,xxxyXyxYxxyy,True,8
10833,xxxyy,xxxyXyxYXyXY,True,8
10834,xxxyy,xxxyXyxYXYXy,True,8
10835,xxxyy,xxxyXyXXXYYY,True,4
10836,xxxyy,xxxyXyXXyxYY,True,10
10837,xxxyy,xxxyXyXXYXYY,True,10
10838,xxxyy,xxxyXyXXYYXY,True,4
10839,xxxyy,xxxyXyXyxYXY,True,9
10840,xxxyy,xxxyXyXyXYxY,True,7
10841,xxxyy,xxxyXyXYxyXY,True,8
10842,xxxyy,xxxyXyXYxYXy,True,8
10843,xxxyy,xxxyXyXYXXYY,True,9
10844,xxxyy,xxxyXyXYXyxY,True,6
10845,xxxyy,xxxyXyXYXYXY,True,8
10846,xxxyy,xxxyXyXYYXXY,True,4
10847,xxxyy,xxxyXyyxxyxY,True,6
10848,xxxyy,xxxyXyyxyxxY,True,6
10849,xxxyy,xxxyXyyxYXXY,True,5
10850,xxxyy,xxxyXyyXXYxY,True,6
10851,xxxyy,xxxyXyyyxxxY,True,4
10852,xxxyy,xxxyXyyyXYYY,True,7
10853,xxxyy,xxxyXYxxyxyy,True,8
10854,xxxyy,xxxyXYxyxxyy,True,7
10855,xxxyy,xxxyXYxyXyXY,True,9
10856,xxxyy,xxxyXYxyXYXy,True,7
10857,xxxyy,xxxyXYxyyXXY,True,5
10858,xxxyy,xxxyXYxYXXyy,True,8
10859,xxxyy,xxxyXYXXyXYY,True,10
10860,xxxyy,xxxyXYXXyyxY,True,6
10861,xxxyy,xxxyXYXXYxyy,True,7
10862,xxxyy,xxxyXYXXYYXy,True,4
10863,xxxyy,xxxyXYXyxyXY,True,8
10864,xxxyy,xxxyXYXyXXYY,True,8
10865,xxxyy,xxxyXYXyXyxY,True,7
10866,xxxyy,xxxyXYXyXYXY,True,9
10867,xxxyy,xxxyXYXYXyXY,True,8
10868,xxxyy,xxxyXYXYXYXy,True,7
10869,xxxyy,xxxyXYYXXyXY,True,5
10870,xxxyy,xxxyXYYXyXXY,True,5
10871,xxxyy,xxxyXYYYXyyy,True,6
10872,xxxyy,xxxyyxxyxyXY,True,8
10873,xxxyy,xxxyyxxyXyxY,True,8
10874,xxxyy,xxxyyxyxxyXY,True,7
10875,xxxyy,xxxyyxyXXXYY,True,5
10876,xxxyy,xxxyyxyXXYXY,True,8
10877,xxxyy,xxxyyxyXyxxY,True,8
10878,xxxyy,xxxyyxyXYXXY,True,7
10879,xxxyy,xxxyyxyyyxYY,True,6
10880,xxxyy,xxxyyxYXXyXY,True,8
10881,xxxyy,xxxyyxYXyXXY,True,8
10882,xxxyy,xxxyyXXXyxYY,True,5
10883,xxxyy,xxxyyXXyxYXY,True,8
10884,xxxyy,xxxyyXXyXYxY,True,8
10885,xxxyy,xxxyyXXYxyXY,True,7
10886,xxxyy,xxxyyXXYXXYY,True,5
10887,xxxyy,xxxyyXXYXyxY,True,7
10888,xxxyy,xxxyyXXYXYXY,True,7
10889,xxxyy,xxxyyXXYYXXY,True,5
10890,xxxyy,xxxyyXyxxyxY,True,7
10891,xxxyy,xxxyyXyxyxxY,True,8
10892,xxxyy,xxxyyXyxYXXY,True,7
10893,xxxyy,xxxyyXyXXYxY,True,8
10894,xxxyy,xxxyyXyyXYYY,True,6
10895,xxxyy,xxxyyXYxyXXY,True,8
10896,xxxyy,xxxyyXYXXyxY,True,8
10897,xxxyy,xxxyyXYXXYXY,True,7
10898,xxxyy,xxxyyXYXYXXY,True,7
10899,xxxyy,xxxyyXYYYXyy,True,6
10900,xxxyy,xxxyyyxyyxYY,True,5
10901,xxxyy,xxxyyyXyXYYY,True,5
10902,xxxyy,xxxyyyyxyxYY,True,4
10903,xxxyy,xxxyyyyXXYYY,True,4
10904,xxxyy,xxxyyyyXYXYY,True,4
10905,xxxyy,xxxyyyyXYYXY,True,5
10906,xxxyy,xxxyyyyyxxYY,True,4
10907,xxxyy,xxxyyyyyxYxY,True,5
10908,xxxyy,xxxYxyXXyyXY,True,7
10909,xxxyy,xxxYxyXyXyXY,True,9
10910,xxxyy,xxxYxyXyyXXY,True,7
10911,xxxyy,xxxYxyyXXyXY,True,8
10912,xxxyy,xxxYxyyXyXXY,True,7
10913,xxxyy,xxxYxyyyyyxY,True,8
10914,xxxyy,xxxYXXyxyyXY,True,6
10915,xxxyy,xxxYXXyXyXYY,True,10
10916,xxxyy,xxxYXXyyxyXY,True,7
10917,xxxyy,xxxYXXyyXXYY,True,5
10918,xxxyy,xxxYXXyyXYXY,True,7
10919,xxxyy,xxxYXXYXyyXY,True,8
10920,xxxyy,xxxYXyxyXyXY,True,10
10921,xxxyy,xxxYXyXXyXYY,True,12
10922,xxxyy,xxxYXyXyXXYY,True,9
10923,xxxyy,xxxYXyXyXYXY,True,11
10924,xxxyy,xxxYXyXYXyXY,True,10
10925,xxxyy,xxxYXyyXXYXY,True,8
10926,xxxyy,xxxYXyyyyXYY,True,6
10927,xxxyy,xxyxxyxxyxyy,True,5
10928,xxxyy,xxyxxyxxyyXY,True,10
10929,xxxyy,xxyxxyxyxxyy,True,7
10930,xxxyy,xxyxxyxyxyxy,True,15
10931,xxxyy,xxyxxyxyxyXY,True,16
10932,xxxyy,xxyxxyxyxYXy,True,16
10933,xxxyy,xxyxxyxyXyxY,True,14
10934,xxxyy,xxyxxyxyXYxy,True,8
10935,xxxyy,xxyxxyxYxyXy,True,18
10936,xxxyy,xxyxxyXXyXYY,True,10
10937,xxxyy,xxyxxyXXYYXy,True,5
10938,xxxyy,xxyxxyXyxyxY,True,16
10939,xxxyy,xxyxxyXyXXYY,True,5
10940,xxxyy,xxyxxyXyXYXY,False,-1
10941,xxxyy,xxyxxyXyyxxY,True,10
10942,xxxyy,xxyxxyXYxxyy,True,7
10943,xxxyy,xxyxxyXYXyXY,False,-1
10944,xxxyy,xxyxxyXYXYXy,False,-1
10945,xxxyy,xxyxxyyxxyXY,True,8
10946,xxxyy,xxyxxyyXXYXY,True,6
10947,xxxyy,xxyxxyyXyxxY,True,9
10948,xxxyy,xxyxxyyXYXXY,True,9
10949,xxxyy,xxyxxyyyyxYY,True,6
10950,xxxyy,xxyxxYXXyyXY,True,8
10951,xxxyy,xxyxxYXyXyXY,False,-1
10952,xxxyy,xxyxyxxyxyxy,True,12
10953,xxxyy,xxyxyxxyxyXY,True,9
10954,xxxyy,xxyxyxxyxYXy,True,9
10955,xxxyy,xxyxyxxyXyxY,True,10
10956,xxxyy,xxyxyxyxxyXY,True,15
10957,xxxyy,xxyxyxyXXYXY,True,16
10958,xxxyy,xxyxyxyXyxxY,True,16
10959,xxxyy,xxyxyxyXYXXY,True,9
10960,xxxyy,xxyxyxyyyxYY,True,8
10961,xxxyy,xxyxyxYxxyXy,True,16
10962,xxxyy,xxyxyxYXXyXY,True,16
10963,xxxyy,xxyxyxYXXYXy,True,15
10964,xxxyy,xxyxyxYXyXXY,True,8
10965,xxxyy,xxyxyxYXYXXy,True,9
10966,xxxyy,xxyxyxYYxyyy,True,10
10967,xxxyy,xxyxyXXyxYXY,True,18
10968,xxxyy,xxyxyXXyXYxY,True,13
10969,xxxyy,xxyxyXXYxyXY,True,16
10970,xxxyy,xxyxyXXYxYXy,True,16
10971,xxxyy,xxyxyXXYXyxY,True,11
10972,xxxyy,xxyxyXXYXYxy,True,9
10973,xxxyy,xxyxyXXYYXXY,True,8
10974,xxxyy,xxyxyXyxxyxY,True,10
10975,xxxyy,xxyxyXyxxYxy,True,9
10976,xxxyy,xxyxyXyxyxxY,True,14
10977,xxxyy,xxyxyXyxYXXY,True,10
10978,xxxyy,xxyxyXyXXYxY,True,11
10979,xxxyy,xxyxyXyyXYYY,True,9
10980,xxxyy,xxyxyXYxyXXY,True,9
10981,xxxyy,xxyxyXYxYXXy,True,9
10982,xxxyy,xxyxyXYXXyxY,True,11
10983,xxxyy,xxyxyXYXXYxy,True,8
10984,xxxyy,xxyxyXYYYXyy,True,8
10985,xxxyy,xxyxyyxyyxYY,True,6
10986,xxxyy,xxyxyyxYYxyy,True,5
10987,xxxyy,xxyxyyXyXYYY,True,8
10988,xxxyy,xxyxyyXYYYXy,True,5
10989,xxxyy,xxyxyyyxyxYY,True,8
10990,xxxyy,xxyxyyyxYYxy,True,12
10991,xxxyy,xxyxyyyXXYYY,True,10
10992,xxxyy,xxyxyyyXYXYY,True,10
10993,xxxyy,xxyxyyyXYYXY,True,10
10994,xxxyy,xxyxyyyyxxYY,True,6
10995,xxxyy,xxyxyyyyxYxY,True,10
10996,xxxyy,xxyxYxyxxyXy,True,18
10997,xxxyy,xxyxYxyXXyXY,True,21
10998,xxxyy,xxyxYxyXXYXy,True,17
10999,xxxyy,xxyxYxyXyXXY,True,10
11000,xxxyy,xxyxYxyXYXXy,True,10
11001,xxxyy,xxyxYxyyyyxY,True,9
11002,xxxyy,xxyxYxYxyyyy,True,7
11003,xxxyy,xxyxYxYXXyXy,True,17
11004,xxxyy,xxyxYxYXyXXy,True,12
11005,xxxyy,xxyxYXXyxyXY,True,16
11006,xxxyy,xxyxYXXyxYXy,True,16
11007,xxxyy,xxyxYXXyXXYY,True,5
11008,xxxyy,xxyxYXXyXyxY,True,11
11009,xxxyy,xxyxYXXyXYxy,True,9
11010,xxxyy,xxyxYXXyXYXY,True,16
11011,xxxyy,xxyxYXXYxyXy,True,17
11012,xxxyy,xxyxYXXYYXXy,True,7
11013,xxxyy,xxyxYXyxyXXY,True,12
11014,xxxyy,xxyxYXyxYXXy,True,8
11015,xxxyy,xxyxYXyXXyxY,True,13
11016,xxxyy,xxyxYXyyyXYY,True,8
11017,xxxyy,xxyxYXYxyXXy,True,11
11018,xxxyy,xxyxYXYXyXXY,True,9
11019,xxxyy,xxyxYXYYXyyy,True,9
11020,xxxyy,xxyxYYxxyyyy,True,6
11021,xxxyy,xxyxYYxyxyyy,True,10
11022,xxxyy,xxyxYYxyyxyy,True,6
11023,xxxyy,xxyxYYXXyXXY,True,10
11024,xxxyy,xxyxYYXyyyXY,True,6
11025,xxxyy,xxyxYYXYXyyy,True,7
11026,xxxyy,xxyxYYYXXyyy,True,9
11027,xxxyy,xxyxYYYXyXyy,True,10
11028,xxxyy,xxyxYYYXyyXy,True,9
11029,xxxyy,xxyXXyxxyXYY,True,10
11030,xxxyy,xxyXXyxyxYXY,True,16
11031,xxxyy,xxyXXyxyXYxY,True,14
11032,xxxyy,xxyXXyxYxyXY,True,17
11033,xxxyy,xxyXXyxYxYXy,True,19
11034,xxxyy,xxyXXyxYXXYY,True,6
11035,xxxyy,xxyXXyxYXyxY,True,9
11036,xxxyy,xxyXXyxYXYXY,True,15
11037,xxxyy,xxyXXyxYYXXY,True,9
11038,xxxyy,xxyXXyXXYxYY,True,8
11039,xxxyy,xxyXXyXXYYxY,True,9
11040,xxxyy,xxyXXyXyxxYY,True,10
11041,xxxyy,xxyXXyXyxYxY,True,12
11042,xxxyy,xxyXXyXYxyxY,True,10
11043,xxxyy,xxyXXyXYxYXY,True,11
11044,xxxyy,xxyXXyXYXYxY,True,11
11045,xxxyy,xxyXXyyxxYXY,True,6
11046,xxxyy,xxyXXyyXYxxY,True,8
11047,xxxyy,xxyXXyyXYYYY,True,6
11048,xxxyy,xxyXXyyyxYYY,True,10
11049,xxxyy,xxyXXYxxyyXY,True,9
11050,xxxyy,xxyXXYxyxyXY,True,15
11051,xxxyy,xxyXXYxyxYXy,True,16
11052,xxxyy,xxyXXYxyXXYY,True,5
11053,xxxyy,xxyXXYxyXyxY,True,10
11054,xxxyy,xxyXXYxyXYXY,True,16
11055,xxxyy,xxyXXYxYxyXy,True,17
11056,xxxyy,xxyXXYxYXyXY,True,17
11057,xxxyy,xxyXXYxYXYXy,True,16
11058,xxxyy,xxyXXYxYYXXy,True,10
11059,xxxyy,xxyXXYYxxyXy,True,5
11060,xxxyy,xxyXXYYXXyxY,True,8
11061,xxxyy,xxyXXYYYxyyy,True,9
11062,xxxyy,xxyXXYYYYXyy,True,6
11063,xxxyy,xxyXyxxyXYXY,False,-1
11064,xxxyy,xxyXyxxyyxxY,True,8
11065,xxxyy,xxyXyxxYXyXY,False,-1
11066,xxxyy,xxyXyxyXXYxY,True,16
11067,xxxyy,xxyXyxyyXYYY,True,5
11068,xxxyy,xxyXyxYXXyxY,True,16
11069,xxxyy,xxyXyxYYYXyy,True,9
11070,xxxyy,xxyXyXXyxYxY,True,21
11071,xxxyy,xxyXyXXYxyxY,True,16
11072,xxxyy,xxyXyXyxxYXY,False,-1
11073,xxxyy,xxyXyXyXYxxY,False,-1
11074,xxxyy,xxyXyXyXYYYY,True,11
11075,xxxyy,xxyXyXyyxYYY,True,5
11076,xxxyy,xxyXyXYxxyXY,False,-1
11077,xxxyy,xxyXyXYxxYXy,False,-1
11078,xxxyy,xxyXyXYXyxxY,False,-1
11079,xxxyy,xxyXyXYYYxyy,True,5
11080,xxxyy,xxyXyXYYYYXy,True,11
11081,xxxyy,xxyXyyxyXYYY,True,8
11082,xxxyy,xxyXyyxYYYXy,True,5
11083,xxxyy,xxyXyyXXYYYY,True,6
11084,xxxyy,xxyXyyXyxYYY,True,12
11085,xxxyy,xxyXyyXYXYYY,True,11
11086,xxxyy,xxyXyyXYYXYY,True,6
11087,xxxyy,xxyXyyXYYYXY,True,9
11088,xxxyy,xxyXyyyxYXYY,True,10
11089,xxxyy,xxyXyyyxYYXY,True,5
11090,xxxyy,xxyXyyyXYxYY,True,9
11091,xxxyy,xxyXyyyXYYxY,True,5
11092,xxxyy,xxyXYxxyXYXy,False,-1
11093,xxxyy,xxyXYxyXXyxY,True,18
11094,xxxyy,xxyXYxyyyXYY,True,8
11095,xxxyy,xxyXYxYYXyyy,True,7
11096,xxxyy,xxyXYXyyXYYY,True,9
11097,xxxyy,xxyXYXyyyxYY,True,6
11098,xxxyy,xxyXYXYYxyyy,True,7
11099,xxxyy,xxyXYXYYYXyy,True,8
11100,xxxyy,xxyXYYxyyyXY,True,6
11101,xxxyy,xxyXYYxYXyyy,True,7
11102,xxxyy,xxyXYYXyyXYY,True,6
11103,xxxyy,xxyXYYXyyyxY,True,10
11104,xxxyy,xxyXYYXYxyyy,True,9
11105,xxxyy,xxyXYYXYYXyy,True,5
11106,xxxyy,xxyXYYYxyXyy,True,10
11107,xxxyy,xxyXYYYXyxyy,True,6
11108,xxxyy,xxyXYYYXyyXY,True,9
11109,xxxyy,xxyXYYYXYXyy,True,10
11110,xxxyy,xxyXYYYYXXyy,True,5
11111,xxxyy,xxyyxxyyyxYY,True,6
11112,xxxyy,xxyyxyxyyxYY,True,5
11113,xxxyy,xxyyxyxYYxyy,True,4
11114,xxxyy,xxyyxyXyXYYY,True,5
11115,xxxyy,xxyyxyyxyxYY,True,4
11116,xxxyy,xxyyxyyXXYYY,True,4
11117,xxxyy,xxyyxyyXYXYY,True,4
11118,xxxyy,xxyyxyyXYYXY,True,5
11119,xxxyy,xxyyxyyyxxYY,True,4
11120,xxxyy,xxyyxyyyxYxY,True,5
11121,xxxyy,xxyyxYxyyyxY,True,6
11122,xxxyy,xxyyxYxYxyyy,True,5
11123,xxxyy,xxyyxYXyyXYY,True,6
11124,xxxyy,xxyyxYXYYXyy,True,5
11125,xxxyy,xxyyxYYxxyyy,True,4
11126,xxxyy,xxyyxYYXyyXY,True,6
11127,xxxyy,xxyyxYYXYXyy,True,4
11128,xxxyy,xxyyxYYYXXyy,True,4
11129,xxxyy,xxyyXXyXYxxY,True,6
11130,xxxyy,xxyyXXyXYYYY,True,5
11131,xxxyy,xxyyXXyyxYYY,True,5
11132,xxxyy,xxyyXyxyXYYY,True,8
11133,xxxyy,xxyyXyXXYYYY,True,6
11134,xxxyy,xxyyXyXyxYYY,True,9
11135,xxxyy,xxyyXyXYXYYY,True,8
11136,xxxyy,xxyyXyXYYXYY,True,6
11137,xxxyy,xxyyXyXYYYXY,True,10
11138,xxxyy,xxyyXyyxYXYY,True,5
11139,xxxyy,xxyyXyyxYYXY,True,6
11140,xxxyy,xxyyXyyXYxYY,True,6
11141,xxxyy,xxyyXyyXYYxY,True,6
11142,xxxyy,xxyyXYxyyXYY,True,5
11143,xxxyy,xxyyXYxYYXyy,True,6
11144,xxxyy,xxyyXYXyXYYY,True,9
11145,xxxyy,xxyyXYXyyxYY,True,6
11146,xxxyy,xxyyXYYxyyXY,True,6
11147,xxxyy,xxyyXYYXyXYY,True,5
11148,xxxyy,xxyyXYYXyyxY,True,5
11149,xxxyy,xxyyXYYYXyXY,True,9
11150,xxxyy,xxyyyxyxyxYY,True,6
11151,xxxyy,xxyyyxyXXYYY,True,8
11152,xxxyy,xxyyyxyXYXYY,True,8
11153,xxxyy,xxyyyxyXYYXY,True,8
11154,xxxyy,xxyyyxyyxYxY,True,9
11155,xxxyy,xxyyyxYxyyxY,True,8
11156,xxxyy,xxyyyxYXyXYY,True,8
11157,xxxyy,xxyyyxYYXyXY,True,6
11158,xxxyy,xxyyyXXyxYYY,True,10
11159,xxxyy,xxyyyXyxYXYY,True,9
11160,xxxyy,xxyyyXyxYYXY,True,7
11161,xxxyy,xxyyyXyXYxYY,True,7
11162,xxxyy,xxyyyXyXYYxY,True,7
11163,xxxyy,xxyyyXYxyXYY,True,8
11164,xxxyy,xxyyyXYXyxYY,True,6
11165,xxxyy,xxyyyXYXYXYY,True,8
11166,xxxyy,xxyyyXYXYYXY,True,9
11167,xxxyy,xxyyyXYYxyXY,True,6
11168,xxxyy,xxyyyXYYXyxY,True,8
11169,xxxyy,xxyyyXYYXYXY,True,8
11170,xxxyy,xxyyyyxyxYxY,True,7
11171,xxxyy,xxyyyyxYxyxY,True,6
11172,xxxyy,xxyyyyxYXYXY,True,6
11173,xxxyy,xxyyyyXYxYXY,True,10
11174,xxxyy,xxyyyyXYXYxY,True,10
11175,xxxyy,xxyyyyyxxYxY,True,9
11176,xxxyy,xxyyyyyxYxxY,True,10
11177,xxxyy,xxyyyyyXYYYY,True,7
11178,xxxyy,xxYxyxyXXyXY,True,18
11179,xxxyy,xxYxyxyyyyxY,True,10
11180,xxxyy,xxYxyXXyxyXY,True,20
11181,xxxyy,xxYxyXXyXyxY,True,13
11182,xxxyy,xxYxyXyyyXYY,True,9
11183,xxxyy,xxYxyyxyyyxY,True,10
11184,xxxyy,xxYxyyXyyXYY,True,5
11185,xxxyy,xxYxyyyXyXYY,True,10
11186,xxxyy,xxYxyyyyXYXY,True,8
11187,xxxyy,xxYxYXyyyyXY,True,12
11188,xxxyy,xxYXyxyyyXYY,True,10
11189,xxxyy,xxYXyXyyXYYY,True,10
11190,xxxyy,xxYXyXyyyxYY,True,7
11191,xxxyy,xxYXyyxyyXYY,True,6
11192,xxxyy,xxYXyyXyXYYY,True,11
11193,xxxyy,xxYXyyXyyxYY,True,6
11194,xxxyy,xxYXyyyxyXYY,True,10
11195,xxxyy,xxYXyyyXyxYY,True,9
11196,xxxyy,xxYXyyyXYXYY,True,11
11197,xxxyy,xxYXyyyXYYXY,True,10
11198,xxxyy,xxYXyyyyxYXY,True,8
11199,xxxyy,xxYXYXyyyXYY,True,8
11200,xxxyy,xxYYXyXyyXYY,True,5
11201,xxxyy,xyxyxyxyyxYY,True,6
11202,xxxyy,xyxyxyXyXYYY,True,16
11203,xxxyy,xyxyxyXYYYXy,True,15
11204,xxxyy,xyxyxyyxyxYY,True,10
11205,xxxyy,xyxyxyyXYXYY,True,7
11206,xxxyy,xyxyxyyXYYXY,True,8
11207,xxxyy,xyxyxyyyxYxY,False,-1
11208,xxxyy,xyxyxYxyyyxY,False,-1
11209,xxxyy,xyxyxYXyyXYY,True,8
11210,xxxyy,xyxyXyxyXYYY,True,11
11211,xxxyy,xyxyXyxYYYXy,True,11
11212,xxxyy,xyxyXyXyxYYY,True,19
11213,xxxyy,xyxyXyXYXYYY,True,21
11214,xxxyy,xyxyXyXYYXYY,True,10
11215,xxxyy,xyxyXyXYYYXY,True,16
11216,xxxyy,xyxyXyyxYXYY,True,7
11217,xxxyy,xyxyXyyxYYXY,True,8
11218,xxxyy,xyxyXyyXYxYY,True,12
11219,xxxyy,xyxyXyyXYYxY,True,8
11220,xxxyy,xyxyXYxyyXYY,True,8
11221,xxxyy,xyxyXYxYYXyy,True,8
11222,xxxyy,xyxyXYXyXYYY,True,16
11223,xxxyy,xyxyXYXyyxYY,True,8
11224,xxxyy,xyxyXYXYYxyy,True,8
11225,xxxyy,xyxyXYXYYYXy,True,16
11226,xxxyy,xyxyXYYxyyXY,True,8
11227,xxxyy,xyxyXYYxYXyy,True,7
11228,xxxyy,xyxyXYYXyXYY,True,6
11229,xxxyy,xyxyXYYXyyxY,True,8
11230,xxxyy,xyxyXYYXYxyy,True,8
11231,xxxyy,xyxyXYYXYYXy,True,6
11232,xxxyy,xyxyXYYYXyXY,True,16
11233,xxxyy,xyxyyxyXYXYY,True,7
11234,xxxyy,xyxyyxyXYYXY,True,9
11235,xxxyy,xyxyyxyyxYxY,True,7
11236,xxxyy,xyxyyxYxyyxY,True,8
11237,xxxyy,xyxyyxYxYxyy,True,9
11238,xxxyy,xyxyyxYXyXYY,True,6
11239,xxxyy,xyxyyxYYXyXY,True,8
11240,xxxyy,xyxyyXyxYXYY,True,7
11241,xxxyy,xyxyyXyxYYXY,True,7
11242,xxxyy,xyxyyXyXYxYY,True,8
11243,xxxyy,xyxyyXyXYYxY,True,7
11244,xxxyy,xyxyyXYxyXYY,True,7
11245,xxxyy,xyxyyXYXyxYY,True,7
11246,xxxyy,xyxyyXYYxyXY,True,8
11247,xxxyy,xyxyyXYYXyxY,True,9
11248,xxxyy,xyxyyyxyxYxY,False,-1
11249,xxxyy,xyxyyyxYxyxY,False,-1
11250,xxxyy,xyxyyyXYxYXY,True,13
11251,xxxyy,xyxyyyyXYYYY,True,7
11252,xxxyy,xyxYxyXyyXYY,True,9
